Year,OSHPD ID,Disposition,Count
2010,190243,Residential Care Facility,142
2010,190243,Prison/Jail,5
2010,190243,Against Medical Advice,183
2010,190243,Died,224
2010,190243,Home Health Service,1080
2010,190243,Other,20
2010,190243,Unknown,5
2010,190256,Routine (Home),3840
2010,190256,Acute Care (This Hospital),12
2010,190256,Skilled Nursing/IC (This Hospital),23
2010,190256,Acute Care (Another Hospital),162
2010,190256,Other Care (Another Hospital),24
2010,190256,Skilled Nursing/IC (Elsewhere),360
2010,190256,Residential Care Facility,3
2010,190256,Prison/Jail,3
2010,190256,Against Medical Advice,192
2010,190256,Died,108
2010,190256,Home Health Service,132
2010,190256,Other,15
2010,190280,Routine (Home),962
2010,190280,Acute Care (This Hospital),54
2010,190280,Other Care (This Hospital),50
2010,190280,Skilled Nursing/IC (This Hospital),24
2010,190280,Acute Care (Another Hospital),59
2010,190280,Other Care (Another Hospital),25
2010,190280,Skilled Nursing/IC (Elsewhere),583
2010,190280,Residential Care Facility,151
2010,190280,Against Medical Advice,65
2010,190280,Died,51
2010,190280,Home Health Service,289
2010,190298,Routine (Home),4409
2010,190298,Acute Care (This Hospital),1
2010,190298,Other Care (This Hospital),3
2010,190298,Skilled Nursing/IC (This Hospital),1
2010,190298,Acute Care (Another Hospital),284
2010,190298,Other Care (Another Hospital),81
2010,190298,Skilled Nursing/IC (Elsewhere),760
2010,190298,Residential Care Facility,30
2010,190298,Prison/Jail,1
2010,190298,Against Medical Advice,85
2010,190298,Died,140
2010,190298,Home Health Service,263
2010,190298,Other,63
2010,190305,Routine (Home),73
2010,190305,Acute Care (Another Hospital),39
2010,190305,Other Care (Another Hospital),22
2010,190305,Skilled Nursing/IC (Elsewhere),404
2010,190305,Against Medical Advice,10
2010,190305,Died,184
2010,190305,Home Health Service,105
2010,190307,Routine (Home),5535
2010,190307,Acute Care (This Hospital),15
2010,190307,Other Care (This Hospital),113
2010,190307,Acute Care (Another Hospital),101
2010,190307,Other Care (Another Hospital),8
2010,190307,Skilled Nursing/IC (Elsewhere),987
2010,190307,Against Medical Advice,82
2010,190307,Died,101
2010,190307,Home Health Service,821
2010,190315,Routine (Home),10517
2010,190315,Acute Care (This Hospital),66
2010,190315,Other Care (This Hospital),378
2010,190315,Acute Care (Another Hospital),152
2010,190315,Other Care (Another Hospital),53
2010,190315,Skilled Nursing/IC (Elsewhere),1019
2010,190315,Residential Care Facility,1
2010,190315,Prison/Jail,4
2010,190315,Against Medical Advice,178
2010,190315,Died,261
2010,190315,Home Health Service,1854
2010,190315,Other,2
2010,190317,Routine (Home),931
2010,190317,Acute Care (Another Hospital),10
2010,190317,Other Care (Another Hospital),22
2010,190317,Skilled Nursing/IC (Elsewhere),1
2010,190317,Residential Care Facility,8
2010,190317,Prison/Jail,29
2010,190317,Other,1
2010,190323,Routine (Home),15702
2010,190323,Acute Care (This Hospital),148
2010,190323,Other Care (This Hospital),800
2010,190323,Acute Care (Another Hospital),243
2010,190323,Other Care (Another Hospital),270
2010,190323,Skilled Nursing/IC (Elsewhere),2004
2010,190323,Residential Care Facility,299
2010,190323,Prison/Jail,2
2010,190323,Against Medical Advice,510
2010,190323,Died,427
2010,190323,Home Health Service,2152
2010,190328,Routine (Home),877
2010,190328,Acute Care (This Hospital),34
2010,190328,Other Care (This Hospital),28
2010,190328,Acute Care (Another Hospital),27
2010,190328,Other Care (Another Hospital),11
2010,190328,Skilled Nursing/IC (Elsewhere),1021
2010,190328,Residential Care Facility,103
2010,190328,Against Medical Advice,22
2010,190328,Died,33
2010,190328,Home Health Service,66
2010,190328,Other,7
2010,190352,Routine (Home),3615
2010,190352,Acute Care (This Hospital),10
2010,190352,Skilled Nursing/IC (This Hospital),22
2010,190352,Acute Care (Another Hospital),211
2010,190352,Other Care (Another Hospital),28
2010,190352,Skilled Nursing/IC (Elsewhere),355
2010,190352,Residential Care Facility,2
2010,190352,Against Medical Advice,124
2010,190352,Died,67
2010,190352,Home Health Service,109
2010,190352,Other,11
2010,190352,Unknown,3
2010,190380,Routine (Home),1490
2010,190380,Acute Care (Another Hospital),162
2010,190380,Other Care (Another Hospital),84
2010,190380,Skilled Nursing/IC (Elsewhere),1473
2010,190380,Prison/Jail,3
2010,190380,Against Medical Advice,207
2010,190380,Died,53
2010,190380,Home Health Service,10
2010,190380,Other,1
2010,190382,Routine (Home),15163
2010,190382,Acute Care (This Hospital),229
2010,190382,Other Care (This Hospital),336
2010,190382,Skilled Nursing/IC (This Hospital),143
2010,190382,Acute Care (Another Hospital),326
2010,190382,Other Care (Another Hospital),150
2010,190382,Skilled Nursing/IC (Elsewhere),1374
2010,190382,Residential Care Facility,116
2010,190382,Prison/Jail,1
2010,190382,Against Medical Advice,473
2010,190382,Died,336
2010,190382,Home Health Service,478
2010,190382,Other,6
2010,190385,Routine (Home),12541
2010,190385,Acute Care (This Hospital),41
2010,190385,Other Care (This Hospital),175
2010,190385,Skilled Nursing/IC (This Hospital),53
2010,190385,Acute Care (Another Hospital),257
2010,190385,Other Care (Another Hospital),57
2010,190385,Skilled Nursing/IC (Elsewhere),1548
2010,190385,Residential Care Facility,76
2010,190385,Prison/Jail,14
2010,190385,Against Medical Advice,159
2010,190385,Died,310
2010,190385,Home Health Service,1850
2010,190385,Other,39
2010,190392,Routine (Home),15926
2010,190392,Acute Care (This Hospital),102
2010,190392,Other Care (This Hospital),131
2010,190392,Skilled Nursing/IC (This Hospital),665
2010,190392,Acute Care (Another Hospital),187
2010,190392,Other Care (Another Hospital),23
2010,190392,Skilled Nursing/IC (Elsewhere),1108
2010,190392,Residential Care Facility,31
2010,190392,Prison/Jail,1
2010,190392,Against Medical Advice,191
2010,190392,Died,429
2010,190392,Home Health Service,1442
2010,190392,Other,128
2010,190400,Routine (Home),22343
2010,190400,Acute Care (This Hospital),84
2010,190400,Other Care (This Hospital),380
2010,190400,Acute Care (Another Hospital),396
2010,190400,Other Care (Another Hospital),184
2010,190400,Skilled Nursing/IC (Elsewhere),2551
2010,190400,Residential Care Facility,645
2010,190400,Prison/Jail,7
2010,190400,Against Medical Advice,244
2010,190400,Died,466
2010,190400,Home Health Service,3201
2010,190410,Routine (Home),1559
2010,190410,Acute Care (Another Hospital),49
2010,190410,Other Care (Another Hospital),21
2010,190410,Skilled Nursing/IC (Elsewhere),61
2010,190410,Residential Care Facility,774
2010,190410,Prison/Jail,1
2010,190410,Against Medical Advice,111
2010,190410,Died,1
2010,190413,Routine (Home),5703
2010,190413,Acute Care (This Hospital),63
2010,190413,Other Care (This Hospital),72
2010,190413,Skilled Nursing/IC (This Hospital),439
2010,190413,Acute Care (Another Hospital),307
2010,190413,Other Care (Another Hospital),79
2010,190413,Skilled Nursing/IC (Elsewhere),1149
2010,190413,Residential Care Facility,184
2010,190413,Prison/Jail,3
2010,190413,Against Medical Advice,188
2010,190413,Died,193
2010,190413,Home Health Service,698
2010,190413,Other,88
2010,190422,Routine (Home),21296
2010,190422,Acute Care (This Hospital),128
2010,190422,Skilled Nursing/IC (This Hospital),1519
2010,190422,Acute Care (Another Hospital),164
2010,190422,Other Care (Another Hospital),180
2010,190422,Skilled Nursing/IC (Elsewhere),2273
2010,190422,Residential Care Facility,231
2010,190422,Prison/Jail,2
2010,190422,Against Medical Advice,113
2010,190422,Died,561
2010,190422,Home Health Service,2607
2010,190422,Other,30
2010,190422,Unknown,9
2010,190429,Routine (Home),21853
2010,190429,Acute Care (This Hospital),9
2010,190429,Other Care (This Hospital),28
2010,190429,Acute Care (Another Hospital),470
2010,190429,Other Care (Another Hospital),191
2010,190429,Skilled Nursing/IC (Elsewhere),1133
2010,190429,Residential Care Facility,147
2010,190429,Prison/Jail,4
2010,190429,Against Medical Advice,314
2010,190429,Died,454
2010,190429,Home Health Service,3523
2010,190429,Other,87
2010,190431,Routine (Home),12951
2010,190431,Acute Care (This Hospital),1
2010,190431,Other Care (This Hospital),2
2010,190431,Acute Care (Another Hospital),430
2010,190431,Other Care (Another Hospital),64
2010,190431,Skilled Nursing/IC (Elsewhere),872
2010,190431,Residential Care Facility,144
2010,190431,Against Medical Advice,101
2010,190431,Died,301
2010,190431,Home Health Service,1926
2010,190431,Other,4
2010,190432,Routine (Home),11678
2010,190432,Other Care (This Hospital),7
2010,190432,Acute Care (Another Hospital),378
2010,190432,Other Care (Another Hospital),97
2010,190432,Skilled Nursing/IC (Elsewhere),938
2010,190432,Residential Care Facility,132
2010,190432,Prison/Jail,3
2010,190432,Against Medical Advice,91
2010,190432,Died,279
2010,190432,Home Health Service,1553
2010,190432,Other,9
2010,190434,Routine (Home),11158
2010,190434,Acute Care (This Hospital),3
2010,190434,Other Care (This Hospital),1
2010,190434,Acute Care (Another Hospital),335
2010,190434,Other Care (Another Hospital),132
2010,190434,Skilled Nursing/IC (Elsewhere),1048
2010,190434,Residential Care Facility,60
2010,190434,Against Medical Advice,67
2010,190434,Died,286
2010,190434,Home Health Service,1202
2010,190434,Other,10
2010,190449,Routine (Home),192
2010,190449,Acute Care (Another Hospital),234
2010,190449,Other Care (Another Hospital),4
2010,190449,Skilled Nursing/IC (Elsewhere),941
2010,190449,Against Medical Advice,20
2010,190449,Died,357
2010,190449,Home Health Service,379
2010,190455,Routine (Home),3840
2010,190455,Other Care (This Hospital),20
2010,190455,Acute Care (Another Hospital),76
2010,190455,Other Care (Another Hospital),37
2010,190455,Skilled Nursing/IC (Elsewhere),550
2010,190455,Prison/Jail,278
2010,190455,Against Medical Advice,119
2010,190455,Died,156
2010,190455,Home Health Service,673
2010,190462,Routine (Home),1928
2010,190462,Other Care (This Hospital),5
2010,190462,Acute Care (Another Hospital),112
2010,190462,Other Care (Another Hospital),2
2010,190462,Residential Care Facility,4
2010,190462,Prison/Jail,4
2010,190462,Against Medical Advice,132
2010,190462,Died,1
2010,190468,Routine (Home),153
2010,190468,Acute Care (Another Hospital),62
2010,190468,Other Care (Another Hospital),12
2010,190468,Skilled Nursing/IC (Elsewhere),691
2010,190468,Residential Care Facility,12
2010,190468,Against Medical Advice,43
2010,190468,Died,277
2010,190468,Home Health Service,268
2010,190468,Other,17
2010,190470,Routine (Home),16976
2010,190470,Acute Care (This Hospital),122
2010,190470,Skilled Nursing/IC (This Hospital),1214
2010,190470,Acute Care (Another Hospital),303
2010,190470,Other Care (Another Hospital),163
2010,190470,Skilled Nursing/IC (Elsewhere),1680
2010,190470,Residential Care Facility,146
2010,190470,Prison/Jail,8
2010,190470,Against Medical Advice,212
2010,190470,Died,521
2010,190470,Home Health Service,2673
2010,190470,Other,24
2010,190475,Routine (Home),2588
2010,190568,Died,296
2010,190475,Acute Care (This Hospital),24
2010,190475,Other Care (This Hospital),73
2010,190475,Acute Care (Another Hospital),243
2010,190475,Other Care (Another Hospital),37
2010,190475,Skilled Nursing/IC (Elsewhere),646
2010,190475,Residential Care Facility,12
2010,190475,Prison/Jail,7
2010,190475,Against Medical Advice,147
2010,190475,Died,123
2010,190475,Home Health Service,177
2010,190475,Other,3
2010,190475,Unknown,2
2010,190500,Routine (Home),3128
2010,190500,Acute Care (Another Hospital),186
2010,190500,Other Care (Another Hospital),75
2010,190500,Skilled Nursing/IC (Elsewhere),623
2010,190500,Residential Care Facility,13
2010,190500,Prison/Jail,3
2010,190500,Against Medical Advice,136
2010,190500,Died,106
2010,190500,Home Health Service,466
2010,190500,Other,2
2010,190517,Routine (Home),10717
2010,190517,Acute Care (Another Hospital),129
2010,190517,Other Care (Another Hospital),117
2010,190517,Skilled Nursing/IC (Elsewhere),1538
2010,190517,Residential Care Facility,192
2010,190517,Against Medical Advice,118
2010,190517,Died,300
2010,190517,Home Health Service,1607
2010,190517,Other,20
2010,190521,Routine (Home),5659
2010,190521,Acute Care (This Hospital),77
2010,190521,Skilled Nursing/IC (This Hospital),71
2010,190521,Acute Care (Another Hospital),353
2010,190521,Other Care (Another Hospital),20
2010,190521,Skilled Nursing/IC (Elsewhere),973
2010,190521,Residential Care Facility,32
2010,190521,Prison/Jail,1
2010,190521,Against Medical Advice,262
2010,190521,Died,191
2010,190521,Home Health Service,117
2010,190521,Other,237
2010,190522,Routine (Home),9173
2010,190522,Acute Care (This Hospital),29
2010,190522,Other Care (This Hospital),277
2010,190522,Skilled Nursing/IC (This Hospital),2
2010,190522,Acute Care (Another Hospital),115
2010,190522,Other Care (Another Hospital),54
2010,190522,Skilled Nursing/IC (Elsewhere),1346
2010,190522,Residential Care Facility,90
2010,190522,Prison/Jail,1
2010,190522,Against Medical Advice,255
2010,190522,Died,271
2010,190522,Home Health Service,1328
2010,190522,Other,34
2010,190524,Routine (Home),5244
2010,190524,Acute Care (This Hospital),19
2010,190524,Other Care (This Hospital),1
2010,190524,Acute Care (Another Hospital),35
2010,190524,Other Care (Another Hospital),74
2010,190524,Skilled Nursing/IC (Elsewhere),1038
2010,190524,Residential Care Facility,9
2010,190524,Prison/Jail,1
2010,190524,Against Medical Advice,257
2010,190524,Died,90
2010,190524,Home Health Service,181
2010,190524,Other,52
2010,190524,Unknown,1
2010,190525,Routine (Home),15651
2010,190525,Acute Care (This Hospital),45
2010,190525,Other Care (This Hospital),258
2010,190525,Skilled Nursing/IC (This Hospital),2
2010,190525,Acute Care (Another Hospital),753
2010,190525,Other Care (Another Hospital),133
2010,190766,Prison/Jail,19
2010,190525,Skilled Nursing/IC (Elsewhere),2555
2010,190525,Residential Care Facility,83
2010,190525,Prison/Jail,23
2010,190525,Against Medical Advice,447
2010,190525,Died,491
2010,190525,Home Health Service,2261
2010,190525,Other,168
2010,190529,Routine (Home),12062
2010,190529,Acute Care (This Hospital),149
2010,190529,Other Care (This Hospital),370
2010,190529,Skilled Nursing/IC (This Hospital),1069
2010,190529,Acute Care (Another Hospital),254
2010,190529,Other Care (Another Hospital),180
2010,190529,Skilled Nursing/IC (Elsewhere),2121
2010,190529,Prison/Jail,1
2010,190529,Against Medical Advice,170
2010,190529,Died,402
2010,190529,Home Health Service,1467
2010,190529,Other,99
2010,190534,Routine (Home),3103
2010,190534,Other Care (This Hospital),4
2010,190534,Acute Care (Another Hospital),200
2010,190534,Other Care (Another Hospital),84
2010,190534,Skilled Nursing/IC (Elsewhere),1859
2010,190534,Residential Care Facility,164
2010,190534,Against Medical Advice,228
2010,190534,Died,237
2010,190534,Home Health Service,695
2010,190534,Other,29
2010,190541,Routine (Home),325
2010,190541,Other Care (Another Hospital),18
2010,190541,Skilled Nursing/IC (Elsewhere),139
2010,190541,Against Medical Advice,5
2010,190541,Died,58
2010,190541,Home Health Service,42
2010,190541,Other,2
2010,190547,Routine (Home),5324
2010,190547,Acute Care (Another Hospital),106
2010,260011,Died,2
2010,190547,Other Care (Another Hospital),30
2010,190547,Skilled Nursing/IC (Elsewhere),309
2010,190547,Against Medical Advice,65
2010,190547,Died,58
2010,190547,Home Health Service,457
2010,190547,Other,1
2010,190552,Routine (Home),174
2010,190552,Acute Care (This Hospital),39
2010,190552,Skilled Nursing/IC (This Hospital),34
2010,190552,Acute Care (Another Hospital),28
2010,190552,Other Care (Another Hospital),11
2010,190552,Skilled Nursing/IC (Elsewhere),1
2010,190552,Residential Care Facility,40
2010,190552,Died,38
2010,190552,Home Health Service,9
2010,190552,Other,1
2010,190555,Routine (Home),42860
2010,190555,Acute Care (This Hospital),110
2010,190555,Other Care (This Hospital),868
2010,190555,Acute Care (Another Hospital),258
2010,190555,Other Care (Another Hospital),298
2010,190555,Skilled Nursing/IC (Elsewhere),3435
2010,190555,Residential Care Facility,184
2010,190555,Prison/Jail,6
2010,190555,Against Medical Advice,480
2010,190555,Died,931
2010,190555,Home Health Service,7231
2010,190555,Other,181
2010,190555,Unknown,3
2010,190568,Routine (Home),15307
2010,190568,Acute Care (This Hospital),51
2010,190568,Other Care (This Hospital),134
2010,190568,Acute Care (Another Hospital),308
2010,190568,Other Care (Another Hospital),89
2010,190568,Skilled Nursing/IC (Elsewhere),1619
2010,190568,Residential Care Facility,276
2010,190568,Prison/Jail,4
2010,190568,Against Medical Advice,281
2010,190568,Home Health Service,2039
2010,190568,Other,32
2010,190570,Routine (Home),1151
2010,190570,Acute Care (Another Hospital),106
2010,190570,Other Care (Another Hospital),164
2010,190570,Skilled Nursing/IC (Elsewhere),987
2010,190570,Residential Care Facility,1
2010,190570,Prison/Jail,1
2010,190570,Against Medical Advice,222
2010,190570,Died,82
2010,190570,Home Health Service,1
2010,190570,Other,8
2010,190587,Routine (Home),5636
2010,190587,Acute Care (This Hospital),39
2010,190587,Other Care (This Hospital),72
2010,190587,Acute Care (Another Hospital),85
2010,190587,Other Care (Another Hospital),106
2010,190587,Skilled Nursing/IC (Elsewhere),1006
2010,190587,Residential Care Facility,708
2010,190587,Prison/Jail,7
2010,190587,Against Medical Advice,183
2010,190587,Died,87
2010,190587,Home Health Service,438
2010,190587,Other,8
2010,190630,Routine (Home),23391
2010,190630,Acute Care (This Hospital),25
2010,190630,Skilled Nursing/IC (This Hospital),424
2010,190630,Acute Care (Another Hospital),281
2010,190630,Other Care (Another Hospital),614
2010,190630,Skilled Nursing/IC (Elsewhere),1407
2010,190630,Prison/Jail,2
2010,190630,Against Medical Advice,209
2010,190630,Died,414
2010,190630,Home Health Service,1390
2010,190631,Routine (Home),14657
2010,190631,Acute Care (This Hospital),95
2010,190631,Other Care (This Hospital),144
2010,190631,Skilled Nursing/IC (This Hospital),871
2010,190631,Acute Care (Another Hospital),343
2010,190631,Other Care (Another Hospital),17
2010,190631,Skilled Nursing/IC (Elsewhere),1953
2010,190631,Residential Care Facility,67
2010,190631,Prison/Jail,5
2010,190631,Against Medical Advice,118
2010,190631,Died,287
2010,190631,Home Health Service,3402
2010,190631,Other,30
2010,190636,Routine (Home),15172
2010,190636,Acute Care (This Hospital),33
2010,190636,Other Care (This Hospital),165
2010,190636,Acute Care (Another Hospital),511
2010,190636,Other Care (Another Hospital),34
2010,190636,Skilled Nursing/IC (Elsewhere),990
2010,190636,Residential Care Facility,48
2010,190636,Prison/Jail,2
2010,190636,Against Medical Advice,188
2010,190636,Died,233
2010,190636,Home Health Service,717
2010,190636,Other,59
2010,190661,Routine (Home),1206
2010,190661,Acute Care (This Hospital),40
2010,190661,Other Care (This Hospital),121
2010,190661,Skilled Nursing/IC (This Hospital),1
2010,190661,Acute Care (Another Hospital),182
2010,190661,Other Care (Another Hospital),81
2010,190661,Skilled Nursing/IC (Elsewhere),602
2010,190661,Residential Care Facility,454
2010,190661,Against Medical Advice,94
2010,190661,Died,13
2010,190661,Home Health Service,60
2010,190661,Other,5
2010,190673,Routine (Home),3183
2010,190673,Acute Care (Another Hospital),317
2010,190673,Other Care (Another Hospital),64
2010,190673,Skilled Nursing/IC (Elsewhere),562
2010,190673,Residential Care Facility,44
2010,190673,Against Medical Advice,75
2010,190673,Died,93
2010,190673,Home Health Service,121
2010,190673,Other,31
2010,190680,Routine (Home),5153
2010,190680,Acute Care (This Hospital),179
2010,190680,Other Care (This Hospital),172
2010,190680,Skilled Nursing/IC (This Hospital),447
2010,190680,Acute Care (Another Hospital),219
2010,190680,Other Care (Another Hospital),32
2010,190680,Skilled Nursing/IC (Elsewhere),691
2010,190680,Residential Care Facility,149
2010,190680,Prison/Jail,108
2010,190680,Against Medical Advice,129
2010,190680,Died,201
2010,190680,Home Health Service,742
2010,190680,Other,26
2010,190680,Unknown,1
2010,190681,Routine (Home),240
2010,190681,Acute Care (Another Hospital),1
2010,190681,Other Care (Another Hospital),4
2010,190681,Against Medical Advice,1
2010,190681,Home Health Service,2
2010,190687,Routine (Home),10763
2010,190687,Acute Care (Another Hospital),237
2010,190687,Other Care (Another Hospital),241
2010,190687,Skilled Nursing/IC (Elsewhere),2012
2010,190687,Residential Care Facility,122
2010,190687,Prison/Jail,1
2010,190687,Against Medical Advice,172
2010,190687,Died,324
2010,190687,Home Health Service,2144
2010,190687,Other,29
2010,190696,Routine (Home),3797
2010,190696,Acute Care (This Hospital),42
2010,190696,Other Care (This Hospital),16
2010,190696,Skilled Nursing/IC (This Hospital),37
2010,190696,Acute Care (Another Hospital),118
2010,190696,Other Care (Another Hospital),16
2010,190696,Skilled Nursing/IC (Elsewhere),411
2010,190696,Residential Care Facility,553
2010,190696,Prison/Jail,8
2010,190696,Against Medical Advice,149
2010,190696,Died,125
2010,190696,Home Health Service,138
2010,190696,Other,3
2010,190708,Routine (Home),1783
2010,190708,Acute Care (This Hospital),13
2010,190708,Other Care (This Hospital),51
2010,190708,Acute Care (Another Hospital),215
2010,190708,Other Care (Another Hospital),123
2010,190708,Skilled Nursing/IC (Elsewhere),813
2010,190708,Residential Care Facility,16
2010,190708,Prison/Jail,7
2010,190708,Against Medical Advice,121
2010,190708,Died,150
2010,190708,Home Health Service,686
2010,190712,Routine (Home),1534
2010,190712,Other Care (Another Hospital),3
2010,190754,Routine (Home),21253
2010,190754,Acute Care (This Hospital),93
2010,190754,Other Care (This Hospital),47
2010,190754,Skilled Nursing/IC (This Hospital),372
2010,190754,Acute Care (Another Hospital),698
2010,190754,Skilled Nursing/IC (Elsewhere),786
2010,190754,Residential Care Facility,386
2010,190754,Prison/Jail,49
2010,190754,Against Medical Advice,322
2010,190754,Died,350
2010,190754,Home Health Service,692
2010,190754,Other,83
2010,190756,Routine (Home),11144
2010,190756,Acute Care (This Hospital),1
2010,190756,Other Care (This Hospital),1
2010,190756,Acute Care (Another Hospital),89
2010,190756,Other Care (Another Hospital),129
2010,190756,Skilled Nursing/IC (Elsewhere),1675
2010,190756,Residential Care Facility,55
2010,190756,Prison/Jail,2
2010,190756,Against Medical Advice,77
2010,190756,Died,268
2010,190756,Home Health Service,2303
2010,190756,Other,203
2010,190758,Routine (Home),14725
2010,190758,Acute Care (This Hospital),26
2010,190758,Other Care (This Hospital),242
2010,190758,Skilled Nursing/IC (This Hospital),43
2010,190758,Acute Care (Another Hospital),168
2010,190758,Other Care (Another Hospital),53
2010,190758,Skilled Nursing/IC (Elsewhere),1827
2010,190758,Residential Care Facility,98
2010,190758,Prison/Jail,6
2010,190758,Against Medical Advice,176
2010,190758,Died,538
2010,190758,Home Health Service,2161
2010,190758,Other,8
2010,190762,Routine (Home),5629
2010,190762,Acute Care (This Hospital),119
2010,190762,Other Care (This Hospital),272
2010,190762,Skilled Nursing/IC (This Hospital),810
2010,190762,Acute Care (Another Hospital),41
2010,190762,Other Care (Another Hospital),26
2010,190762,Skilled Nursing/IC (Elsewhere),953
2010,190762,Residential Care Facility,8
2010,190762,Against Medical Advice,133
2010,190762,Died,243
2010,190762,Home Health Service,967
2010,190762,Other,46
2010,190766,Routine (Home),2499
2010,190766,Acute Care (Another Hospital),324
2010,190766,Other Care (Another Hospital),115
2010,190766,Skilled Nursing/IC (Elsewhere),452
2010,190766,Residential Care Facility,46
2010,190766,Against Medical Advice,254
2010,190766,Died,84
2010,190766,Home Health Service,77
2010,190766,Other,4
2010,190782,Routine (Home),1443
2010,190782,Acute Care (Another Hospital),25
2010,190782,Other Care (Another Hospital),6
2010,190782,Skilled Nursing/IC (Elsewhere),3
2010,190782,Residential Care Facility,367
2010,190782,Prison/Jail,1
2010,190782,Against Medical Advice,295
2010,190782,Died,2
2010,190782,Other,2
2010,190784,Routine (Home),1215
2010,190784,Acute Care (This Hospital),3
2010,190784,Skilled Nursing/IC (This Hospital),10
2010,190784,Acute Care (Another Hospital),19
2010,190784,Other Care (Another Hospital),69
2010,190784,Skilled Nursing/IC (Elsewhere),1369
2010,190784,Residential Care Facility,237
2010,190784,Against Medical Advice,89
2010,190784,Died,34
2010,190784,Home Health Service,221
2010,190796,Routine (Home),17931
2010,190796,Acute Care (This Hospital),34
2010,190796,Other Care (This Hospital),180
2010,190796,Acute Care (Another Hospital),445
2010,190796,Other Care (Another Hospital),506
2010,190796,Skilled Nursing/IC (Elsewhere),900
2010,190796,Residential Care Facility,45
2010,190796,Prison/Jail,4
2010,190796,Against Medical Advice,136
2010,190796,Died,633
2010,190796,Home Health Service,4327
2010,190796,Other,7
2010,190812,Routine (Home),17266
2010,190812,Acute Care (This Hospital),26
2010,190812,Other Care (This Hospital),195
2010,190812,Acute Care (Another Hospital),167
2010,190812,Other Care (Another Hospital),30
2010,190812,Skilled Nursing/IC (Elsewhere),1534
2010,190812,Residential Care Facility,15
2010,190812,Prison/Jail,2
2010,190812,Against Medical Advice,222
2010,190812,Died,421
2010,190812,Home Health Service,1128
2010,190814,Routine (Home),2713
2010,190814,Acute Care (Another Hospital),69
2010,190814,Other Care (Another Hospital),47
2010,190814,Skilled Nursing/IC (Elsewhere),145
2010,190814,Residential Care Facility,58
2010,190814,Against Medical Advice,134
2010,190818,Routine (Home),3954
2010,190818,Acute Care (This Hospital),87
2010,190818,Other Care (This Hospital),75
2010,190818,Skilled Nursing/IC (This Hospital),630
2010,190818,Acute Care (Another Hospital),158
2010,190818,Other Care (Another Hospital),61
2010,190818,Skilled Nursing/IC (Elsewhere),983
2010,190818,Residential Care Facility,100
2010,190818,Prison/Jail,2
2010,190818,Against Medical Advice,64
2010,190818,Died,264
2010,190818,Home Health Service,778
2010,190818,Other,39
2010,190854,Routine (Home),2357
2010,190854,Acute Care (This Hospital),91
2010,190854,Other Care (This Hospital),155
2010,190854,Acute Care (Another Hospital),56
2010,190854,Other Care (Another Hospital),118
2010,190854,Skilled Nursing/IC (Elsewhere),1234
2010,190854,Residential Care Facility,308
2010,190854,Prison/Jail,1
2010,190854,Against Medical Advice,106
2010,190854,Died,50
2010,190854,Home Health Service,14
2010,190854,Other,33
2010,190854,Unknown,1
2010,190857,Routine (Home),143
2010,190857,Acute Care (Another Hospital),13
2010,190857,Other Care (Another Hospital),2
2010,190857,Skilled Nursing/IC (Elsewhere),43
2010,190857,Against Medical Advice,5
2010,190857,Died,6
2010,190857,Home Health Service,9
2010,190857,Other,6
2010,190859,Routine (Home),5955
2010,190859,Skilled Nursing/IC (This Hospital),3
2010,190859,Acute Care (Another Hospital),70
2010,190859,Other Care (Another Hospital),88
2010,190859,Skilled Nursing/IC (Elsewhere),1547
2010,190859,Residential Care Facility,64
2010,190859,Prison/Jail,3
2010,190859,Against Medical Advice,137
2010,190859,Died,347
2010,190859,Home Health Service,612
2010,190859,Other,81
2010,190859,Unknown,1
2010,190878,Routine (Home),17583
2010,190878,Acute Care (This Hospital),173
2010,190878,Other Care (This Hospital),352
2010,190878,Skilled Nursing/IC (This Hospital),443
2010,190878,Acute Care (Another Hospital),396
2010,190878,Other Care (Another Hospital),37
2010,190878,Skilled Nursing/IC (Elsewhere),1429
2010,190878,Residential Care Facility,294
2010,190878,Prison/Jail,156
2010,190878,Against Medical Advice,294
2010,190878,Died,350
2010,190878,Home Health Service,1568
2010,190878,Other,2
2010,190883,Routine (Home),7421
2010,190883,Acute Care (Another Hospital),421
2010,190883,Other Care (Another Hospital),25
2010,190883,Skilled Nursing/IC (Elsewhere),1358
2010,190883,Residential Care Facility,13
2010,190883,Prison/Jail,1
2010,190883,Against Medical Advice,147
2010,190883,Died,167
2010,190883,Home Health Service,546
2010,190883,Other,98
2010,190930,Routine (Home),1567
2010,190930,Acute Care (Another Hospital),65
2010,190930,Other Care (Another Hospital),26
2010,190930,Skilled Nursing/IC (Elsewhere),58
2010,190930,Residential Care Facility,114
2010,190930,Prison/Jail,4
2010,190930,Against Medical Advice,19
2010,190930,Home Health Service,6
2010,190930,Other,5
2010,190949,Routine (Home),10305
2010,190949,Acute Care (This Hospital),26
2010,190949,Other Care (This Hospital),263
2010,190949,Skilled Nursing/IC (This Hospital),1
2010,190949,Acute Care (Another Hospital),555
2010,190949,Other Care (Another Hospital),54
2010,190949,Skilled Nursing/IC (Elsewhere),792
2010,190949,Residential Care Facility,104
2010,190949,Prison/Jail,113
2010,190949,Against Medical Advice,329
2010,190949,Died,218
2010,190949,Home Health Service,850
2010,191216,Routine (Home),173
2010,191216,Acute Care (Another Hospital),19
