Year,OSHPD ID,Principal Diagnosis Group,Count
2009,190522,Circulatory,2569
2009,190522,Respiratory,960
2009,190522,Digestive,1121
2009,190522,Genitourinary,518
2009,190522,All Pregnancies,1579
2009,190522,Skin Disorders,176
2009,190522,Musculoskeletal,503
2009,190522,Congenital Anomalies (Birth Defects),9
2009,190522,Perinatal Disorders,67
2009,190522,Symptoms,640
2009,190522,Injuries/Drugs/Complications,647
2009,190522,Other Reasons for Health Services,333
2009,190522,Births,1443
2009,190524,Infections,332
2009,190524,Neoplasms,58
2009,190524,Endocrine/Metabolism,195
2009,190524,Blood/Blood-forming Organs,74
2009,190524,Psychoses & Neurosis,3365
2009,190524,Nervous & Sensory Systems,77
2009,190524,Circulatory,491
2009,190524,Respiratory,484
2009,190524,Digestive,354
2009,190524,Genitourinary,257
2009,190524,All Pregnancies,10
2009,190524,Skin Disorders,104
2009,190524,Musculoskeletal,202
2009,190524,Symptoms,607
2009,190524,Injuries/Drugs/Complications,279
2009,190525,Infections,846
2009,190525,Neoplasms,1588
2009,190525,Endocrine/Metabolism,1163
2009,190525,Blood/Blood-forming Organs,585
2009,190525,Psychoses & Neurosis,242
2009,190525,Nervous & Sensory Systems,622
2009,190525,Circulatory,4446
2009,190525,Respiratory,2221
2009,190525,Digestive,2855
2009,190525,Genitourinary,1412
2009,190525,All Pregnancies,221
2009,190525,Skin Disorders,576
2009,190525,Musculoskeletal,1728
2009,190525,Congenital Anomalies (Birth Defects),85
2009,190525,Perinatal Disorders,31
2009,190525,Symptoms,2232
2009,190525,Injuries/Drugs/Complications,2502
2009,190525,Other Reasons for Health Services,871
2009,190529,Infections,1018
2009,190529,Neoplasms,635
2009,190529,Endocrine/Metabolism,680
2009,190529,Blood/Blood-forming Organs,191
2009,190529,Psychoses & Neurosis,166
2009,190529,Nervous & Sensory Systems,285
2009,190529,Circulatory,2641
2009,190529,Respiratory,1633
2009,190529,Digestive,1625
2009,190529,Genitourinary,738
2009,190529,All Pregnancies,1931
2009,190529,Skin Disorders,292
2009,190529,Musculoskeletal,836
2009,190529,Congenital Anomalies (Birth Defects),15
2009,190529,Perinatal Disorders,29
2009,190529,Symptoms,1058
2009,190529,Injuries/Drugs/Complications,1354
2009,190529,Other Reasons for Health Services,1105
2009,190529,Births,1815
2009,190534,Infections,850
2009,190534,Neoplasms,171
2009,190534,Endocrine/Metabolism,276
2009,190534,Blood/Blood-forming Organs,112
2009,190534,Psychoses & Neurosis,85
2009,190534,Nervous & Sensory Systems,191
2009,190534,Circulatory,1037
2009,190534,Respiratory,781
2009,190534,Digestive,686
2009,190534,Genitourinary,406
2009,190534,All Pregnancies,20
2009,190534,Skin Disorders,193
2009,190534,Musculoskeletal,576
2009,190534,Congenital Anomalies (Birth Defects),11
2009,190534,Symptoms,594
2009,190534,Injuries/Drugs/Complications,591
2009,190534,Other Reasons for Health Services,34
2009,190541,Infections,11
2009,190541,Endocrine/Metabolism,3
2009,190541,Nervous & Sensory Systems,1
2009,190541,Circulatory,8
2009,190541,Respiratory,81
2009,190541,Digestive,3
2009,190541,Genitourinary,5
2009,190541,Skin Disorders,16
2009,190541,Musculoskeletal,100
2009,190541,Symptoms,1
2009,190541,Injuries/Drugs/Complications,9
2009,190541,Other Reasons for Health Services,2
2009,190547,Infections,146
2009,190547,Neoplasms,161
2009,190547,Endocrine/Metabolism,158
2009,190547,Blood/Blood-forming Organs,124
2009,190547,Psychoses & Neurosis,14
2009,190547,Nervous & Sensory Systems,39
2009,190547,Circulatory,566
2009,190547,Respiratory,310
2009,190547,Digestive,596
2009,190547,Genitourinary,302
2009,190547,All Pregnancies,1781
2009,190547,Skin Disorders,103
2009,190547,Musculoskeletal,94
2009,190547,Symptoms,184
2009,190547,Injuries/Drugs/Complications,201
2009,190547,Other Reasons for Health Services,8
2009,190547,Births,1638
2009,190552,Infections,15
2009,190552,Neoplasms,38
2009,190552,Endocrine/Metabolism,28
2009,190552,Blood/Blood-forming Organs,5
2009,190552,Psychoses & Neurosis,29
2009,190552,Nervous & Sensory Systems,87
2009,190552,Circulatory,90
2009,190552,Respiratory,61
2009,190552,Digestive,72
2009,190552,Genitourinary,40
2009,190552,All Pregnancies,1
2009,190552,Skin Disorders,17
2009,190552,Musculoskeletal,23
2009,190552,Symptoms,24
2009,190552,Injuries/Drugs/Complications,16
2009,190552,Other Reasons for Health Services,8
2009,190555,Infections,1715
2009,190555,Neoplasms,4628
2009,190555,Endocrine/Metabolism,2077
2009,190555,Blood/Blood-forming Organs,656
2009,190555,Psychoses & Neurosis,1724
2009,190555,Nervous & Sensory Systems,1150
2009,190555,Circulatory,6159
2009,190555,Respiratory,2629
2009,190555,Digestive,4553
2009,190555,Genitourinary,2385
2009,190555,All Pregnancies,7265
2009,190555,Skin Disorders,791
2009,190555,Musculoskeletal,4357
2009,190555,Congenital Anomalies (Birth Defects),358
2009,190555,Perinatal Disorders,162
2009,190555,Symptoms,2154
2009,190555,Injuries/Drugs/Complications,4627
2009,190555,Other Reasons for Health Services,1388
2009,190555,Births,6890
2009,190568,Infections,739
2009,190568,Neoplasms,711
2009,190568,Endocrine/Metabolism,569
2009,190568,Blood/Blood-forming Organs,142
2009,190568,Psychoses & Neurosis,1689
2009,190568,Nervous & Sensory Systems,324
2009,190568,Circulatory,2067
2009,190568,Respiratory,1697
2009,190568,Digestive,1668
2009,190568,Genitourinary,770
2009,190568,All Pregnancies,2989
2009,190568,Skin Disorders,381
2009,190568,Musculoskeletal,740
2009,190568,Congenital Anomalies (Birth Defects),39
2009,190568,Perinatal Disorders,144
2009,190568,Symptoms,556
2009,190568,Injuries/Drugs/Complications,1678
2009,190568,Other Reasons for Health Services,369
2009,190568,Births,2689
2009,190570,Infections,242
2009,190570,Neoplasms,21
2009,190570,Endocrine/Metabolism,184
2009,190570,Blood/Blood-forming Organs,58
2009,190570,Psychoses & Neurosis,19
2009,190570,Nervous & Sensory Systems,64
2009,190570,Circulatory,322
2009,190570,Respiratory,431
2009,190570,Digestive,409
2009,190570,Genitourinary,214
2009,190570,All Pregnancies,16
2009,190570,Skin Disorders,140
2009,190570,Musculoskeletal,65
2009,190570,Symptoms,270
2009,190570,Injuries/Drugs/Complications,191
2009,190570,Other Reasons for Health Services,60
2009,190587,Infections,304
2009,190587,Neoplasms,72
2009,190587,Endocrine/Metabolism,188
2009,190587,Blood/Blood-forming Organs,65
2009,190587,Psychoses & Neurosis,2854
2009,190587,Nervous & Sensory Systems,107
2009,190587,Circulatory,350
2009,190587,Respiratory,280
2009,190587,Digestive,279
2009,190587,Genitourinary,134
2009,190587,All Pregnancies,1083
2009,190587,Skin Disorders,115
2009,190587,Musculoskeletal,645
2009,190587,Symptoms,215
2009,190587,Injuries/Drugs/Complications,347
2009,190587,Other Reasons for Health Services,5
2009,190587,Births,989
2009,190630,Infections,1187
2009,190630,Neoplasms,780
2009,190630,Endocrine/Metabolism,621
2009,190630,Blood/Blood-forming Organs,268
2009,190630,Psychoses & Neurosis,83
2009,190630,Nervous & Sensory Systems,276
2009,190630,Circulatory,2352
2009,190630,Respiratory,1759
2009,190630,Digestive,2047
2009,190630,Genitourinary,890
2009,190630,All Pregnancies,7547
2009,190630,Skin Disorders,384
2009,190630,Musculoskeletal,734
2009,190630,Congenital Anomalies (Birth Defects),44
2009,190630,Perinatal Disorders,174
2009,190630,Symptoms,551
2009,190630,Injuries/Drugs/Complications,1129
2009,190630,Other Reasons for Health Services,776
2009,190630,Births,6973
2009,190631,Infections,1192
2009,190631,Neoplasms,839
2009,190631,Endocrine/Metabolism,519
2009,190631,Blood/Blood-forming Organs,134
2009,190631,Psychoses & Neurosis,86
2009,190631,Nervous & Sensory Systems,290
2009,190631,Circulatory,2693
2009,190631,Respiratory,1510
2009,190631,Digestive,1860
2009,190631,Genitourinary,982
2009,190631,All Pregnancies,3144
2009,190631,Skin Disorders,420
2009,190631,Musculoskeletal,905
2009,190631,Congenital Anomalies (Birth Defects),41
2009,190631,Perinatal Disorders,170
2009,190631,Symptoms,716
2009,190631,Injuries/Drugs/Complications,1095
2009,190631,Other Reasons for Health Services,510
2009,190631,Births,2890
2009,190636,Infections,819
2009,190636,Neoplasms,492
2009,190636,Endocrine/Metabolism,554
2009,190636,Blood/Blood-forming Organs,209
2009,190636,Psychoses & Neurosis,50
2009,190636,Nervous & Sensory Systems,166
2009,190636,Circulatory,1401
2009,190636,Respiratory,1452
2009,190636,Digestive,1696
2009,190636,Genitourinary,581
2009,190636,All Pregnancies,5406
2009,190636,Skin Disorders,225
2009,190636,Musculoskeletal,450
2009,190636,Congenital Anomalies (Birth Defects),27
2009,190636,Perinatal Disorders,198
2009,190636,Symptoms,778
2009,190636,Injuries/Drugs/Complications,740
2009,190636,Other Reasons for Health Services,284
2009,190636,Births,4807
2009,190646,Psychoses & Neurosis,2278
2009,190646,Nervous & Sensory Systems,21
2009,190646,Digestive,1
2009,190646,Other Reasons for Health Services,18
2009,190661,Infections,93
2009,190661,Neoplasms,18
2009,190661,Endocrine/Metabolism,195
2009,190661,Blood/Blood-forming Organs,38
2009,190661,Psychoses & Neurosis,650
2009,190661,Nervous & Sensory Systems,68
2009,190661,Circulatory,204
2009,190661,Respiratory,237
2009,190661,Digestive,192
2009,190661,Genitourinary,107
2009,190661,Skin Disorders,105
2009,190661,Musculoskeletal,50
2009,190661,Symptoms,145
2009,190661,Injuries/Drugs/Complications,76
2009,190661,Other Reasons for Health Services,3
2009,190673,Infections,476
2009,190673,Neoplasms,177
2009,190673,Endocrine/Metabolism,171
2009,190673,Blood/Blood-forming Organs,66
2009,190673,Psychoses & Neurosis,60
2009,190673,Nervous & Sensory Systems,116
2009,190673,Circulatory,649
2009,190673,Respiratory,386
2009,190673,Digestive,664
2009,190673,Genitourinary,284
2009,190673,All Pregnancies,511
2009,190673,Skin Disorders,81
2009,190673,Musculoskeletal,216
2009,190673,Congenital Anomalies (Birth Defects),3
2009,190673,Perinatal Disorders,1
2009,190673,Symptoms,411
2009,190673,Injuries/Drugs/Complications,308
2009,190673,Other Reasons for Health Services,10
2009,190673,Births,467
2009,190680,Infections,488
2009,190680,Neoplasms,223
2009,190680,Endocrine/Metabolism,243
2009,190680,Blood/Blood-forming Organs,70
2009,190680,Psychoses & Neurosis,1120
2009,190680,Nervous & Sensory Systems,148
2009,190680,Circulatory,764
2009,190680,Respiratory,722
2009,190680,Digestive,746
2009,190680,Genitourinary,312
2009,190680,All Pregnancies,907
2009,190680,Skin Disorders,129
2009,190680,Musculoskeletal,311
2009,190680,Congenital Anomalies (Birth Defects),2
2009,190680,Perinatal Disorders,2
2009,190680,Symptoms,340
2009,190680,Injuries/Drugs/Complications,453
2009,190680,Other Reasons for Health Services,520
2009,190680,Births,807
2009,190681,Endocrine/Metabolism,1
2009,190681,Nervous & Sensory Systems,6
2009,190681,Circulatory,1
2009,190681,Genitourinary,2
2009,190681,Skin Disorders,1
2009,190681,Musculoskeletal,196
2009,190681,Congenital Anomalies (Birth Defects),9
2009,190681,Injuries/Drugs/Complications,18
2009,190681,Other Reasons for Health Services,9
2009,190687,Infections,706
2009,190687,Neoplasms,979
2009,190687,Endocrine/Metabolism,474
2009,190687,Blood/Blood-forming Organs,294
2009,190687,Psychoses & Neurosis,92
2009,190687,Nervous & Sensory Systems,331
2009,190687,Circulatory,1562
2009,190687,Respiratory,1363
2009,190687,Digestive,1429
2009,190687,Genitourinary,708
2009,190687,All Pregnancies,1681
2009,190687,Skin Disorders,377
2009,190687,Musculoskeletal,1656
2009,190687,Congenital Anomalies (Birth Defects),102
2009,190687,Perinatal Disorders,216
2009,190687,Symptoms,898
2009,190687,Injuries/Drugs/Complications,1564
2009,190687,Other Reasons for Health Services,398
2009,190687,Births,1534
2009,190696,Infections,131
2009,190696,Neoplasms,62
2009,190696,Endocrine/Metabolism,168
2009,190696,Blood/Blood-forming Organs,38
2009,190696,Psychoses & Neurosis,1764
2009,190696,Nervous & Sensory Systems,33
2009,190696,Circulatory,381
2009,190696,Respiratory,394
2009,190696,Digestive,433
2009,190696,Genitourinary,133
2009,190696,All Pregnancies,992
2009,190696,Skin Disorders,47
2009,190696,Musculoskeletal,66
2009,190696,Perinatal Disorders,4
2009,190696,Symptoms,285
2009,190696,Injuries/Drugs/Complications,171
2009,190696,Other Reasons for Health Services,80
2009,190696,Births,906
2009,190708,Infections,703
2009,190708,Neoplasms,33
2009,190708,Endocrine/Metabolism,153
2009,190708,Blood/Blood-forming Organs,32
2009,190708,Psychoses & Neurosis,147
2009,190708,Nervous & Sensory Systems,203
2009,190708,Circulatory,758
2009,190708,Respiratory,376
2009,190708,Digestive,472
2009,190708,Genitourinary,122
2009,190708,All Pregnancies,10
2009,190708,Skin Disorders,109
2009,190708,Musculoskeletal,170
2009,190708,Congenital Anomalies (Birth Defects),1
2009,190708,Symptoms,416
2009,190708,Injuries/Drugs/Complications,766
2009,190708,Other Reasons for Health Services,6
2009,190712,Neoplasms,20
2009,190712,Endocrine/Metabolism,7
2009,190712,Psychoses & Neurosis,1
2009,190712,Nervous & Sensory Systems,20
2009,190712,Circulatory,1
2009,190712,Respiratory,4
2009,190712,Digestive,7
2009,190712,Genitourinary,42
2009,190712,Skin Disorders,182
2009,190712,Musculoskeletal,390
2009,190712,Congenital Anomalies (Birth Defects),593
2009,190796,Circulatory,3168
2009,190712,Perinatal Disorders,3
2009,190712,Symptoms,3
2009,190712,Injuries/Drugs/Complications,98
2009,190712,Other Reasons for Health Services,120
2009,190754,Infections,741
2009,190754,Neoplasms,472
2009,190754,Endocrine/Metabolism,716
2009,190754,Blood/Blood-forming Organs,251
2009,190754,Psychoses & Neurosis,1592
2009,190754,Nervous & Sensory Systems,222
2009,190754,Circulatory,2278
2009,190754,Respiratory,1395
2009,190754,Digestive,1597
2009,190754,Genitourinary,834
2009,190754,All Pregnancies,7071
2009,190754,Skin Disorders,390
2009,190754,Musculoskeletal,312
2009,190754,Congenital Anomalies (Birth Defects),24
2009,190754,Perinatal Disorders,54
2009,190754,Symptoms,900
2009,190754,Injuries/Drugs/Complications,1631
2009,190754,Other Reasons for Health Services,294
2009,190754,Births,6492
2009,190756,Infections,492
2009,190756,Neoplasms,1368
2009,190756,Endocrine/Metabolism,354
2009,190756,Blood/Blood-forming Organs,141
2009,190756,Psychoses & Neurosis,67
2009,190756,Nervous & Sensory Systems,178
2009,190756,Circulatory,1973
2009,190756,Respiratory,924
2009,190756,Digestive,1372
2009,190756,Genitourinary,601
2009,190756,All Pregnancies,1866
2009,190756,Skin Disorders,206
2009,190756,Musculoskeletal,2575
2009,190756,Congenital Anomalies (Birth Defects),109
2009,190756,Perinatal Disorders,2
2009,190756,Symptoms,502
2009,190796,Respiratory,935
2009,190756,Injuries/Drugs/Complications,1295
2009,190756,Other Reasons for Health Services,279
2009,190756,Births,1788
2009,190758,Infections,711
2009,190758,Neoplasms,1247
2009,190758,Endocrine/Metabolism,1028
2009,190758,Blood/Blood-forming Organs,220
2009,190758,Psychoses & Neurosis,97
2009,190758,Nervous & Sensory Systems,378
2009,190758,Circulatory,2783
2009,190758,Respiratory,1157
2009,190758,Digestive,1879
2009,190758,Genitourinary,943
2009,190758,All Pregnancies,3119
2009,190758,Skin Disorders,321
2009,190758,Musculoskeletal,836
2009,190758,Congenital Anomalies (Birth Defects),19
2009,190758,Perinatal Disorders,95
2009,190758,Symptoms,882
2009,190758,Injuries/Drugs/Complications,1254
2009,190758,Other Reasons for Health Services,528
2009,190758,Births,2878
2009,190762,Infections,481
2009,190762,Neoplasms,875
2009,190762,Endocrine/Metabolism,483
2009,190762,Blood/Blood-forming Organs,193
2009,190762,Psychoses & Neurosis,38
2009,190762,Nervous & Sensory Systems,185
2009,190762,Circulatory,1727
2009,190762,Respiratory,920
2009,190762,Digestive,940
2009,190762,Genitourinary,418
2009,190762,All Pregnancies,2
2009,190762,Skin Disorders,170
2009,190762,Musculoskeletal,901
2009,190762,Congenital Anomalies (Birth Defects),26
2009,190762,Symptoms,342
2009,190762,Injuries/Drugs/Complications,1062
2009,190796,Digestive,1983
2009,190762,Other Reasons for Health Services,921
2009,190766,Infections,229
2009,190766,Neoplasms,59
2009,190766,Endocrine/Metabolism,326
2009,190766,Blood/Blood-forming Organs,51
2009,190766,Psychoses & Neurosis,86
2009,190766,Nervous & Sensory Systems,171
2009,190766,Circulatory,474
2009,190766,Respiratory,768
2009,190766,Digestive,500
2009,190766,Genitourinary,252
2009,190766,All Pregnancies,31
2009,190766,Skin Disorders,271
2009,190766,Musculoskeletal,159
2009,190766,Congenital Anomalies (Birth Defects),2
2009,190766,Symptoms,530
2009,190766,Injuries/Drugs/Complications,324
2009,190766,Other Reasons for Health Services,4
2009,190782,Psychoses & Neurosis,2066
2009,190784,Infections,101
2009,190784,Neoplasms,90
2009,190784,Endocrine/Metabolism,208
2009,190784,Blood/Blood-forming Organs,36
2009,190784,Psychoses & Neurosis,10
2009,190784,Nervous & Sensory Systems,85
2009,190784,Circulatory,510
2009,190784,Respiratory,372
2009,190784,Digestive,314
2009,190784,Genitourinary,201
2009,190784,Skin Disorders,138
2009,190784,Musculoskeletal,204
2009,190784,Congenital Anomalies (Birth Defects),12
2009,190784,Symptoms,265
2009,190784,Injuries/Drugs/Complications,117
2009,190796,Infections,728
2009,190796,Neoplasms,3201
2009,190796,Endocrine/Metabolism,764
2009,190796,Blood/Blood-forming Organs,324
2009,190796,Psychoses & Neurosis,172
2009,190796,Nervous & Sensory Systems,1225
2009,190796,Genitourinary,1044
2009,190796,All Pregnancies,2287
2009,190796,Skin Disorders,180
2009,190796,Musculoskeletal,418
2009,190796,Congenital Anomalies (Birth Defects),809
2009,190796,Perinatal Disorders,94
2009,190796,Symptoms,944
2009,190796,Injuries/Drugs/Complications,3109
2009,190796,Other Reasons for Health Services,1091
2009,190796,Births,2066
2009,190812,Infections,661
2009,190812,Neoplasms,500
2009,190812,Endocrine/Metabolism,375
2009,190812,Blood/Blood-forming Organs,157
2009,190812,Psychoses & Neurosis,46
2009,190812,Nervous & Sensory Systems,190
2009,190812,Circulatory,1610
2009,190812,Respiratory,1406
2009,190812,Digestive,1599
2009,190812,Genitourinary,691
2009,190812,All Pregnancies,5727
2009,190812,Skin Disorders,299
2009,190812,Musculoskeletal,1235
2009,190812,Congenital Anomalies (Birth Defects),35
2009,190812,Perinatal Disorders,259
2009,190812,Symptoms,952
2009,190812,Injuries/Drugs/Complications,733
2009,190812,Other Reasons for Health Services,318
2009,190812,Births,5007
2009,190814,Endocrine/Metabolism,1
2009,190814,Psychoses & Neurosis,3055
2009,190814,All Pregnancies,1
2009,190814,Other Reasons for Health Services,16
2009,190818,Infections,280
2009,190818,Neoplasms,364
2009,190818,Endocrine/Metabolism,203
2009,190818,Blood/Blood-forming Organs,62
2009,190818,Psychoses & Neurosis,459
2009,190818,Nervous & Sensory Systems,269
2009,190818,Circulatory,810
2009,190818,Respiratory,639
2009,190818,Digestive,634
2009,190818,Genitourinary,408
2009,190818,All Pregnancies,810
2009,190818,Skin Disorders,139
2009,190818,Musculoskeletal,395
2009,190818,Congenital Anomalies (Birth Defects),2
2009,190818,Symptoms,372
2009,190818,Injuries/Drugs/Complications,393
2009,190818,Other Reasons for Health Services,490
2009,190818,Births,756
2009,190854,Infections,160
2009,190854,Neoplasms,54
2009,190854,Endocrine/Metabolism,129
2009,190854,Blood/Blood-forming Organs,37
2009,190854,Psychoses & Neurosis,2569
2009,190854,Nervous & Sensory Systems,62
2009,190854,Circulatory,351
2009,190854,Respiratory,352
2009,190854,Digestive,236
2009,190854,Genitourinary,176
2009,190854,All Pregnancies,1027
2009,190854,Skin Disorders,192
2009,190854,Musculoskeletal,33
2009,190854,Perinatal Disorders,5
2009,190854,Symptoms,174
2009,190854,Injuries/Drugs/Complications,56
2009,190854,Other Reasons for Health Services,5
2009,190854,Births,874
2009,190857,Infections,1
2009,190857,Neoplasms,7
2009,190857,Endocrine/Metabolism,3
2009,190857,Blood/Blood-forming Organs,4
2009,190857,Psychoses & Neurosis,99
2009,190857,Nervous & Sensory Systems,2
2009,190857,Circulatory,6
2009,190857,Respiratory,22
2009,190857,Digestive,6
2009,190857,Genitourinary,3
2009,190857,Skin Disorders,34
2009,190857,Musculoskeletal,52
2009,190857,Symptoms,6
2009,190857,Injuries/Drugs/Complications,12
2009,190859,Infections,455
2009,190859,Neoplasms,481
2009,190859,Endocrine/Metabolism,313
2009,190859,Blood/Blood-forming Organs,103
2009,190859,Psychoses & Neurosis,48
2009,190859,Nervous & Sensory Systems,125
2009,190859,Circulatory,1247
2009,190859,Respiratory,760
2009,190859,Digestive,1044
2009,190859,Genitourinary,689
2009,190859,All Pregnancies,1063
2009,190859,Skin Disorders,161
2009,190859,Musculoskeletal,482
2009,190859,Congenital Anomalies (Birth Defects),8
2009,190859,Perinatal Disorders,8
2009,190859,Symptoms,339
2009,190859,Injuries/Drugs/Complications,646
2009,190859,Other Reasons for Health Services,37
2009,190859,Births,1010
2009,190878,Infections,1002
2009,190878,Neoplasms,361
2009,190878,Endocrine/Metabolism,720
2009,190878,Blood/Blood-forming Organs,223
2009,190878,Psychoses & Neurosis,2001
2009,190878,Nervous & Sensory Systems,289
2009,190878,Circulatory,2226
2009,190878,Respiratory,1341
2009,190878,Digestive,1542
2009,190878,Genitourinary,583
2009,190878,All Pregnancies,4613
2009,190878,Skin Disorders,301
2009,190878,Musculoskeletal,630
2009,190878,Congenital Anomalies (Birth Defects),68
2009,190878,Perinatal Disorders,234
2009,190878,Symptoms,882
2009,190878,Injuries/Drugs/Complications,1038
2009,190878,Other Reasons for Health Services,645
2009,190878,Births,3992
2009,190883,Infections,708
2009,190883,Neoplasms,286
2009,190883,Endocrine/Metabolism,324
2009,190883,Blood/Blood-forming Organs,125
2009,190883,Psychoses & Neurosis,63
2009,190883,Nervous & Sensory Systems,178
2009,190883,Circulatory,1124
2009,190883,Respiratory,689
2009,190883,Digestive,1129
2009,190883,Genitourinary,581
2009,190883,All Pregnancies,2719
2009,190883,Skin Disorders,204
2009,190883,Musculoskeletal,212
2009,190883,Congenital Anomalies (Birth Defects),8
2009,190883,Perinatal Disorders,1
2009,190883,Symptoms,583
2009,190883,Injuries/Drugs/Complications,544
2009,190883,Other Reasons for Health Services,9
2009,190883,Births,2521
2009,190930,Endocrine/Metabolism,1
2009,190930,Psychoses & Neurosis,1848
2009,190930,Nervous & Sensory Systems,65
2009,190930,Circulatory,3
2009,190930,Other Reasons for Health Services,1
2009,190949,Infections,406
2009,190949,Neoplasms,450
2009,190949,Endocrine/Metabolism,373
2009,190949,Blood/Blood-forming Organs,116
2009,190949,Psychoses & Neurosis,1149
2009,190949,Nervous & Sensory Systems,304
2009,190949,Circulatory,1514
2009,190949,Respiratory,877
2009,190949,Digestive,1374
2009,201281,Births,1769
2009,190949,Genitourinary,571
2009,190949,All Pregnancies,1261
2009,190949,Skin Disorders,215
2009,190949,Musculoskeletal,527
2009,190949,Congenital Anomalies (Birth Defects),7
2009,190949,Symptoms,957
2009,190949,Injuries/Drugs/Complications,1367
2009,190949,Other Reasons for Health Services,237
2009,190949,Births,1140
2009,191216,Infections,61
2009,191216,Neoplasms,722
2009,191216,Endocrine/Metabolism,37
2009,191216,Blood/Blood-forming Organs,71
2009,191216,Psychoses & Neurosis,1
2009,191216,Nervous & Sensory Systems,29
2009,191216,Circulatory,36
2009,191216,Respiratory,43
2009,191216,Digestive,186
2009,191216,Genitourinary,174
2009,191216,All Pregnancies,2
2009,191216,Skin Disorders,12
2009,191216,Musculoskeletal,5
2009,191216,Congenital Anomalies (Birth Defects),2
2009,191216,Symptoms,80
2009,191216,Injuries/Drugs/Complications,150
2009,191216,Other Reasons for Health Services,229
2009,191225,Psychoses & Neurosis,649
2009,191227,Infections,574
2009,191227,Neoplasms,1769
2009,191227,Endocrine/Metabolism,1045
2009,191227,Blood/Blood-forming Organs,585
2009,191227,Psychoses & Neurosis,1110
2009,191227,Nervous & Sensory Systems,668
2009,191227,Circulatory,3057
2009,191227,Respiratory,1516
2009,191227,Digestive,2650
2009,191227,Genitourinary,1284
2009,191227,All Pregnancies,1519
2009,191227,Skin Disorders,760
2009,191227,Musculoskeletal,673
2009,191227,Congenital Anomalies (Birth Defects),140
2009,191227,Perinatal Disorders,152
2009,191227,Symptoms,1288
2009,191227,Injuries/Drugs/Complications,4156
2009,191227,Other Reasons for Health Services,710
2009,191227,Births,1052
2009,191228,Infections,786
2009,191228,Neoplasms,2668
2009,191228,Endocrine/Metabolism,1094
2009,191228,Blood/Blood-forming Organs,475
2009,191228,Psychoses & Neurosis,2704
2009,191228,Nervous & Sensory Systems,846
2009,191228,Circulatory,3429
2009,191228,Respiratory,1844
2009,191228,Digestive,3660
2009,191228,Genitourinary,1621
2009,191228,All Pregnancies,1808
2009,191228,Skin Disorders,813
2009,191228,Musculoskeletal,932
2009,191228,Congenital Anomalies (Birth Defects),183
2009,191228,Perinatal Disorders,174
2009,191228,Symptoms,1382
2009,191228,Injuries/Drugs/Complications,4652
2009,191228,Other Reasons for Health Services,914
2009,191228,Births,1193
2009,191231,Infections,504
2009,191231,Neoplasms,933
2009,191231,Endocrine/Metabolism,757
2009,191231,Blood/Blood-forming Organs,274
2009,191231,Psychoses & Neurosis,1052
2009,191231,Nervous & Sensory Systems,375
2009,191231,Circulatory,1773
2009,191231,Respiratory,1142
2009,191231,Digestive,1969
2009,191231,Genitourinary,939
2009,191231,All Pregnancies,1167
2009,191231,Skin Disorders,562
2009,191231,Musculoskeletal,332
2009,191231,Congenital Anomalies (Birth Defects),48
2009,191231,Perinatal Disorders,22
2009,191231,Symptoms,1250
2009,191231,Injuries/Drugs/Complications,650
2009,191231,Other Reasons for Health Services,299
2009,191231,Births,888
2009,191306,Infections,30
2009,191306,Neoplasms,89
2009,191306,Endocrine/Metabolism,488
2009,191306,Blood/Blood-forming Organs,9
2009,191306,Psychoses & Neurosis,14
2009,191306,Nervous & Sensory Systems,258
2009,191306,Circulatory,415
2009,191306,Respiratory,98
2009,191306,Digestive,71
2009,191306,Genitourinary,125
2009,191306,Skin Disorders,341
2009,191306,Musculoskeletal,334
2009,191306,Congenital Anomalies (Birth Defects),4
2009,191306,Symptoms,79
2009,191306,Injuries/Drugs/Complications,119
2009,191306,Other Reasons for Health Services,1160
2009,191450,Infections,1020
2009,191450,Neoplasms,838
2009,191450,Endocrine/Metabolism,401
2009,191450,Blood/Blood-forming Organs,133
2009,191450,Psychoses & Neurosis,107
2009,191450,Nervous & Sensory Systems,243
2009,191450,Circulatory,1900
2009,191450,Respiratory,939
2009,191450,Digestive,1535
2009,191450,Genitourinary,575
2009,191450,All Pregnancies,1552
2009,191450,Skin Disorders,149
2009,191450,Musculoskeletal,817
2009,191450,Congenital Anomalies (Birth Defects),23
2009,191450,Perinatal Disorders,63
2009,191450,Symptoms,618
2009,191450,Injuries/Drugs/Complications,1126
2009,191450,Other Reasons for Health Services,216
2009,191450,Births,1486
2009,194010,Psychoses & Neurosis,1288
2009,194219,Infections,175
2009,194219,Neoplasms,1009
2009,194219,Endocrine/Metabolism,620
2009,194219,Blood/Blood-forming Organs,43
2009,194219,Psychoses & Neurosis,185
2009,194219,Nervous & Sensory Systems,299
2009,194219,Circulatory,1268
2009,194219,Respiratory,252
2009,194219,Digestive,846
2009,194219,Genitourinary,216
2009,194219,All Pregnancies,8
2009,194219,Skin Disorders,79
2009,194219,Musculoskeletal,741
2009,194219,Congenital Anomalies (Birth Defects),79
2009,194219,Symptoms,238
2009,194219,Injuries/Drugs/Complications,1090
2009,194219,Other Reasons for Health Services,68
2009,194967,Psychoses & Neurosis,103
2009,194981,Psychoses & Neurosis,111
2009,196035,Infections,630
2009,196035,Neoplasms,960
2009,196035,Endocrine/Metabolism,833
2009,196035,Blood/Blood-forming Organs,248
