Year,OSHPD ID,Type Of Care,Count
2010,100717,Psychiatric,3561
2010,100717,Physical Rehabilitation,598
2010,100745,Skilled Nursing/Intermediate Care,25
2010,100797,Acute,3227
2010,100797,Skilled Nursing/Intermediate Care,17
2010,100899,Acute,29351
2010,104023,Acute,1511
2010,104047,Acute,2392
2010,104062,Acute,8582
2010,104089,Psychiatric,900
2010,105029,Acute,3477
2010,110889,Acute,341
2010,110889,Skilled Nursing/Intermediate Care,22
2010,121002,Acute,2559
2010,121031,Acute,46
2010,121031,Skilled Nursing/Intermediate Care,18
2010,121051,Acute,1906
2010,121051,Skilled Nursing/Intermediate Care,25
2010,121080,Acute,6822
2010,121080,Physical Rehabilitation,161
2010,124004,Psychiatric,601
2010,130699,Acute,7635
2010,130760,Acute,8482
2010,141273,Acute,1074
2010,141273,Skilled Nursing/Intermediate Care,7
2010,141338,Acute,39
2010,141338,Skilled Nursing/Intermediate Care,34
2010,150706,Acute,4481
2010,150706,Skilled Nursing/Intermediate Care,26
2010,150722,Acute,20620
2010,150736,Acute,14355
2010,150736,Psychiatric,857
2010,150737,Acute,771
2010,150737,Skilled Nursing/Intermediate Care,239
2010,150761,Acute,14194
2010,150775,Acute,1451
2010,150775,Psychiatric,2314
2010,150775,Chemical Dependency,199
2010,150782,Acute,3152
2010,150788,Acute,20187
2010,150808,Acute,219
2010,150808,Skilled Nursing/Intermediate Care,20
2010,154022,Physical Rehabilitation,1537
2010,154101,Acute,3922
2010,154147,Psychiatric,563
2010,154160,Psychiatric,15
2010,160702,Acute,412
2010,160725,Acute,9977
2010,160787,Acute,5713
2010,164029,Acute,959
2010,171049,Acute,1926
2010,171049,Skilled Nursing/Intermediate Care,39
2010,171395,Acute,2282
2010,171395,Skilled Nursing/Intermediate Care,94
2010,184008,Acute,1541
2010,190017,Acute,3737
2010,190017,Skilled Nursing/Intermediate Care,21
2010,190017,Physical Rehabilitation,231
2010,190020,Psychiatric,4216
2010,190034,Acute,30220
2010,190034,Psychiatric,672
2010,190045,Acute,21
2010,190045,Skilled Nursing/Intermediate Care,4
2010,190049,Acute,823
2010,190052,Acute,730
2010,190053,Physical Rehabilitation,519
2010,190066,Acute,5023
2010,190066,Psychiatric,1152
2010,190081,Acute,10219
2010,190110,Acute,5217
2010,190110,Skilled Nursing/Intermediate Care,161
2010,190110,Psychiatric,1229
2010,190110,Chemical Dependency,1012
2010,190110,Physical Rehabilitation,314
2010,190125,Acute,20515
2010,190125,Skilled Nursing/Intermediate Care,460
2010,190137,Physical Rehabilitation,1244
2010,190148,Acute,20058
2010,190150,Psychiatric,1062
2010,190159,Acute,3507
2010,190163,Psychiatric,4692
2010,190170,Acute,11269
2010,190170,Physical Rehabilitation,153
2010,190176,Acute,6209
2010,190184,Psychiatric,7100
2010,190196,Acute,992
2010,190197,Acute,3793
2010,190198,Acute,5694
2010,190198,Skilled Nursing/Intermediate Care,60
2010,190200,Acute,9671
2010,190200,Skilled Nursing/Intermediate Care,269
2010,190232,Psychiatric,5118
2010,190232,Chemical Dependency,94
2010,190240,Acute,7717
2010,190240,Physical Rehabilitation,65
2010,190243,Acute,13080
2010,190256,Acute,4860
2010,190256,Skilled Nursing/Intermediate Care,14
2010,190280,Acute,2024
2010,190280,Skilled Nursing/Intermediate Care,26
2010,190280,Psychiatric,263
2010,190298,Acute,6121
2010,190305,Acute,837
2010,190307,Acute,7495
2010,190307,Physical Rehabilitation,268
2010,190315,Physical Rehabilitation,494
2010,190317,Psychiatric,1002
2010,190323,Acute,19187
2010,190323,Skilled Nursing/Intermediate Care,1121
2010,190323,Psychiatric,1705
2010,190323,Physical Rehabilitation,544
2010,190328,Acute,1714
2010,190328,Psychiatric,515
2010,190352,Acute,4543
2010,190352,Skilled Nursing/Intermediate Care,14
2010,190380,Acute,3483
2010,190382,Acute,18532
2010,190382,Skilled Nursing/Intermediate Care,239
2010,190382,Psychiatric,1
2010,190382,Chemical Dependency,2
2010,190382,Physical Rehabilitation,357
2010,190385,Acute,16870
2010,190385,Skilled Nursing/Intermediate Care,35
2010,190385,Physical Rehabilitation,215
2010,190392,Acute,19491
2010,190392,Skilled Nursing/Intermediate Care,661
2010,190392,Physical Rehabilitation,212
2010,190400,Acute,29040
2010,190400,Psychiatric,1080
2010,190400,Chemical Dependency,43
2010,190400,Physical Rehabilitation,338
2010,190410,Psychiatric,2577
2010,190413,Acute,7000
2010,190413,Skilled Nursing/Intermediate Care,645
2010,190413,Psychiatric,1521
2010,190422,Acute,27560
2010,190422,Skilled Nursing/Intermediate Care,1553
2010,190429,Acute,25792
2010,190429,Psychiatric,2421
2010,190431,Acute,16796
2010,190432,Acute,15165
2010,190434,Acute,14302
2010,190449,Acute,2127
2010,190455,Acute,5704
2010,190455,Physical Rehabilitation,45
2010,190462,Psychiatric,1752
2010,190462,Chemical Dependency,436
2010,190468,Acute,1535
2010,190470,Acute,21680
2010,190470,Skilled Nursing/Intermediate Care,2362
2010,190475,Acute,2843
2010,190475,Psychiatric,1239
2010,190500,Acute,4738
2010,190517,Acute,14738
2010,190521,Acute,7878
2010,190521,Skilled Nursing/Intermediate Care,113
2010,190521,Unknown,2
2010,190522,Acute,12688
2010,190522,Psychiatric,1
2010,190522,Physical Rehabilitation,286
2010,190524,Acute,3443
2010,190524,Psychiatric,3559
2010,190525,Acute,22339
2010,190525,Physical Rehabilitation,531
2010,190529,Acute,16844
2010,190529,Skilled Nursing/Intermediate Care,1088
2010,190529,Physical Rehabilitation,412
2010,190534,Acute,6603
2010,190541,Acute,589
2010,190547,Acute,6350
2010,190552,Acute,303
2010,190552,Skilled Nursing/Intermediate Care,72
2010,190555,Acute,54613
2010,190555,Psychiatric,1451
2010,190555,Physical Rehabilitation,781
2010,190568,Acute,18322
2010,190568,Psychiatric,1821
2010,190568,Physical Rehabilitation,293
2010,190570,Acute,2723
2010,190587,Acute,5391
2010,190587,Psychiatric,2984
2010,190630,Acute,27694
2010,190630,Skilled Nursing/Intermediate Care,463
2010,190631,Acute,21110
2010,190631,Skilled Nursing/Intermediate Care,754
2010,190631,Physical Rehabilitation,125
2010,190636,Acute,17965
2010,190636,Physical Rehabilitation,187
2010,190661,Acute,2047
2010,190661,Psychiatric,812
2010,190673,Acute,4486
2010,190673,Skilled Nursing/Intermediate Care,3
2010,190673,Physical Rehabilitation,1
2010,190680,Acute,6565
2010,190680,Skilled Nursing/Intermediate Care,613
2010,190680,Psychiatric,601
2010,190680,Chemical Dependency,159
2010,190680,Physical Rehabilitation,311
2010,190681,Acute,248
2010,190687,Acute,16045
2010,190696,Acute,3625
2010,190696,Skilled Nursing/Intermediate Care,87
2010,190696,Psychiatric,1701
2010,190708,Acute,3851
2010,190708,Psychiatric,127
2010,190712,Acute,1537
2010,190754,Acute,23133
2010,190754,Skilled Nursing/Intermediate Care,396
2010,190754,Psychiatric,1602
2010,190756,Acute,15947
2010,190758,Acute,19738
2010,190758,Physical Rehabilitation,333
2010,190762,Acute,8149
2010,190762,Skilled Nursing/Intermediate Care,791
2010,190762,Physical Rehabilitation,307
2010,190766,Acute,3874
2010,190782,Psychiatric,2144
2010,190784,Acute,3254
2010,190784,Skilled Nursing/Intermediate Care,12
2010,190796,Acute,24941
2010,190796,Physical Rehabilitation,207
2010,190812,Acute,20730
2010,190812,Physical Rehabilitation,276
2010,190814,Psychiatric,3166
2010,190818,Acute,5755
2010,190818,Skilled Nursing/Intermediate Care,923
2010,190818,Psychiatric,517
2010,190854,Acute,2374
2010,190854,Psychiatric,2150
2010,190857,Acute,207
2010,190857,Skilled Nursing/Intermediate Care,20
2010,190859,Acute,8908
2010,190878,Acute,20477
2010,190878,Skilled Nursing/Intermediate Care,449
2010,190878,Psychiatric,1832
2010,190878,Physical Rehabilitation,319
2010,190883,Acute,10170
2010,190883,Skilled Nursing/Intermediate Care,27
2010,190930,Psychiatric,1864
2010,190949,Acute,12404
2010,190949,Psychiatric,1047
2010,190949,Physical Rehabilitation,159
2010,191216,Acute,277
2010,191225,Chemical Dependency,667
2010,191227,Acute,22400
2010,191227,Psychiatric,851
2010,191228,Acute,33928
2010,191228,Psychiatric,1194
2010,191231,Acute,13533
2010,191231,Psychiatric,737
2010,191306,Acute,2506
2010,191306,Physical Rehabilitation,1492
2010,191450,Acute,13703
2010,194010,Chemical Dependency,1353
2010,194219,Acute,9413
2010,194219,Psychiatric,187
2010,194219,Physical Rehabilitation,3
2010,194967,Psychiatric,75
2010,194981,Psychiatric,113
2010,196035,Acute,17980
2010,196168,Acute,19550
2010,196403,Acute,23910
2010,196404,Skilled Nursing/Intermediate Care,257
2010,196404,Psychiatric,116
2010,201281,Acute,7224
2010,204019,Acute,13405
2010,204019,Physical Rehabilitation,60
2010,210992,Acute,5921
2010,210993,Acute,489
2010,211006,Acute,10408
2010,211006,Psychiatric,677
2010,214034,Acute,1689
2010,220733,Acute,234
2010,220733,Skilled Nursing/Intermediate Care,41
2010,230949,Acute,1379
2010,230949,Skilled Nursing/Intermediate Care,23
2010,231013,Acute,1335
2010,231013,Skilled Nursing/Intermediate Care,153
2010,231396,Acute,4707
2010,240924,Acute,2313
2010,240942,Acute,14292
2010,244027,Psychiatric,573
2010,250955,Acute,16
2010,250955,Skilled Nursing/Intermediate Care,19
2010,250956,Acute,193
2010,250956,Skilled Nursing/Intermediate Care,87
2010,260011,Acute,706
2010,270744,Acute,11977
2010,270744,Psychiatric,556
2010,270777,Acute,2194
2010,270777,Skilled Nursing/Intermediate Care,149
2010,270777,Physical Rehabilitation,1
2010,270875,Acute,12513
2010,274043,Acute,9054
2010,274043,Psychiatric,591
2010,274043,Physical Rehabilitation,356
2010,281047,Acute,8658
2010,281047,Physical Rehabilitation,214
2010,281078,Acute,5114
2010,281078,Psychiatric,746
2010,291023,Acute,5751
2010,291023,Skilled Nursing/Intermediate Care,389
2010,291053,Acute,2204
2010,291053,Skilled Nursing/Intermediate Care,50
2010,300032,Acute,11713
2010,300225,Acute,13804
2010,301097,Acute,362
2010,301097,Skilled Nursing/Intermediate Care,20
2010,301097,Psychiatric,4
2010,301098,Acute,14511
2010,301127,Acute,478
2010,301127,Skilled Nursing/Intermediate Care,263
2010,301132,Acute,27419
2010,301140,Acute,1531
2010,301140,Skilled Nursing/Intermediate Care,18
2010,301140,Psychiatric,271
2010,301140,Chemical Dependency,292
2010,301140,Physical Rehabilitation,1
2010,301155,Acute,623
2010,301155,Psychiatric,3106
2010,301175,Acute,20227
2010,301188,Acute,6703
2010,301188,Psychiatric,3112
2010,301205,Acute,33595
2010,301205,Chemical Dependency,469
2010,301209,Acute,3446
2010,301209,Psychiatric,257
2010,301234,Acute,4087
2010,301234,Psychiatric,318
2010,301248,Acute,10677
2010,301248,Psychiatric,384
2010,301248,Chemical Dependency,1
2010,301258,Acute,5905
2010,301258,Skilled Nursing/Intermediate Care,33
2010,301258,Psychiatric,422
2010,301262,Acute,21547
2010,301262,Physical Rehabilitation,430
2010,301279,Acute,15221
2010,301279,Psychiatric,1409
2010,301279,Physical Rehabilitation,200
2010,301283,Acute,8863
2010,301297,Acute,4276
2010,301304,Psychiatric,798
2010,301317,Acute,19968
2010,301317,Physical Rehabilitation,66
2010,301337,Acute,2396
2010,301337,Psychiatric,920
2010,301337,Chemical Dependency,840
2010,301340,Acute,23425
2010,301340,Psychiatric,1816
2010,301340,Chemical Dependency,7
2010,301342,Acute,17651
2010,301342,Skilled Nursing/Intermediate Care,989
2010,301342,Physical Rehabilitation,609
2010,301357,Acute,347
2010,301357,Skilled Nursing/Intermediate Care,21
2010,301379,Acute,6137
2010,301379,Psychiatric,397
2010,301380,Acute,985
2010,301566,Acute,11383
2010,304079,Physical Rehabilitation,1271
2010,304113,Acute,1900
2010,304159,Skilled Nursing/Intermediate Care,33
2010,304159,Physical Rehabilitation,41
2010,304426,Psychiatric,87
2010,304460,Acute,336
2010,310791,Acute,4493
2010,311000,Acute,18332
2010,311000,Skilled Nursing/Intermediate Care,19
2010,311000,Physical Rehabilitation,835
2010,314029,Psychiatric,772
2010,320859,Acute,449
2010,320859,Skilled Nursing/Intermediate Care,85
2010,320986,Acute,556
2010,321016,Acute,218
2010,321016,Skilled Nursing/Intermediate Care,36
2010,330120,Chemical Dependency,972
2010,331152,Acute,10305
2010,331152,Skilled Nursing/Intermediate Care,43
2010,331152,Psychiatric,462
2010,331152,Physical Rehabilitation,149
2010,331164,Acute,19405
2010,331164,Skilled Nursing/Intermediate Care,1011
2010,331164,Psychiatric,3
2010,331164,Physical Rehabilitation,143
2010,331168,Acute,18704
2010,331168,Psychiatric,1
2010,331194,Acute,11538
2010,331194,Skilled Nursing/Intermediate Care,36
2010,331194,Chemical Dependency,729
2010,331216,Acute,11205
2010,331216,Chemical Dependency,1
2010,331226,Psychiatric,494
2010,331226,Chemical Dependency,414
2010,331288,Acute,1692
2010,331293,Acute,10765
2010,331312,Acute,23142
2010,331326,Acute,3337
2010,331326,Skilled Nursing/Intermediate Care,304
2010,332172,Acute,362
2010,334018,Acute,4325
2010,334025,Acute,18055
2010,334048,Acute,6407
2010,334048,Psychiatric,866
2010,334068,Acute,22944
2010,334457,Psychiatric,785
2010,334487,Acute,19096
2010,334487,Psychiatric,4494
2010,340913,Acute,37232
2010,340947,Acute,20964
2010,340947,Skilled Nursing/Intermediate Care,596
2010,340947,Physical Rehabilitation,353
2010,340950,Acute,22936
2010,340951,Acute,9754
2010,340951,Skilled Nursing/Intermediate Care,708
2010,340951,Unknown,1
2010,341006,Acute,29352
2010,341006,Physical Rehabilitation,267
2010,341051,Acute,11658
2010,341051,Skilled Nursing/Intermediate Care,679
2010,341052,Acute,21704
2010,342344,Acute,15107
2010,342392,Psychiatric,3782
2010,344011,Psychiatric,1790
2010,344017,Psychiatric,2198
2010,344021,Psychiatric,2669
2010,344029,Acute,5504
2010,344035,Acute,325
2010,344114,Acute,1221
2010,344114,Physical Rehabilitation,28
2010,344170,Psychiatric,386
2010,350784,Acute,2928
2010,350784,Skilled Nursing/Intermediate Care,231
2010,361105,Acute,2538
2010,361110,Acute,412
2010,361110,Skilled Nursing/Intermediate Care,1
2010,361144,Acute,6504
2010,361166,Acute,6052
2010,361223,Acute,29428
2010,361223,Chemical Dependency,834
2010,361223,Physical Rehabilitation,2
2010,361246,Acute,32464
2010,361246,Physical Rehabilitation,485
2010,361266,Acute,266
2010,361266,Skilled Nursing/Intermediate Care,23
2010,361274,Acute,1120
2010,361308,Acute,13287
2010,361308,Skilled Nursing/Intermediate Care,660
2010,361308,Psychiatric,694
2010,361318,Acute,17412
2010,361323,Acute,10933
2010,361323,Skilled Nursing/Intermediate Care,108
2010,361323,Psychiatric,2931
2010,361339,Acute,19250
2010,361343,Acute,18377
2010,361370,Acute,7805
2010,361458,Acute,492
2010,362041,Acute,3840
2010,362041,Skilled Nursing/Intermediate Care,526
2010,364014,Psychiatric,3726
2010,364014,Chemical Dependency,565
2010,364050,Psychiatric,4429
2010,364121,Physical Rehabilitation,1085
2010,364144,Acute,7560
2010,364188,Acute,822
2010,364188,Unknown,2
2010,364231,Acute,23435
2010,364231,Psychiatric,3690
2010,370652,Acute,9013
2010,370652,Physical Rehabilitation,308
2010,370673,Acute,13549
2010,370673,Skilled Nursing/Intermediate Care,135
2010,370673,Physical Rehabilitation,49
2010,370689,Acute,2971
2010,370689,Skilled Nursing/Intermediate Care,320
2010,370694,Acute,37077
2010,370694,Physical Rehabilitation,417
2010,370705,Acute,2982
2010,370705,Skilled Nursing/Intermediate Care,383
2010,370714,Acute,29986
2010,370714,Skilled Nursing/Intermediate Care,119
2010,370714,Psychiatric,1319
2010,370714,Physical Rehabilitation,368
2010,370721,Acute,626
2010,370730,Acute,32042
2010,370744,Acute,34400
2010,370744,Psychiatric,1981
2010,370745,Psychiatric,5435
2010,370749,Psychiatric,2024
2010,370749,Chemical Dependency,249
2010,370755,Acute,22283
2010,370755,Skilled Nursing/Intermediate Care,442
2010,370755,Psychiatric,1202
2010,370755,Physical Rehabilitation,442
2010,370759,Acute,7313
2010,370759,Psychiatric,3464
2010,370759,Physical Rehabilitation,191
2010,370771,Acute,20298
2010,370771,Chemical Dependency,612
2010,370780,Acute,18110
2010,370780,Psychiatric,875
2010,370780,Physical Rehabilitation,184
2010,370782,Acute,25159
2010,370782,Psychiatric,1498
2010,370787,Acute,594
2010,370787,Psychiatric,1283
2010,370875,Acute,17782
2010,370875,Skilled Nursing/Intermediate Care,595
2010,370977,Acute,7401
2010,370977,Skilled Nursing/Intermediate Care,614
2010,370977,Psychiatric,256
2010,371256,Acute,12006
2010,371394,Acute,11023
2010,371394,Physical Rehabilitation,627
2010,374024,Psychiatric,2450
2010,374024,Chemical Dependency,464
2010,374049,Chemical Dependency,213
2010,374055,Skilled Nursing/Intermediate Care,73
2010,374055,Psychiatric,2041
2010,374084,Acute,873
2010,374094,Acute,828
2010,380842,Skilled Nursing/Intermediate Care,596
2010,380842,Psychiatric,62
2010,380857,Acute,15714
2010,380865,Acute,156
2010,380865,Skilled Nursing/Intermediate Care,847
2010,380865,Physical Rehabilitation,42
2010,380868,Psychiatric,747
2010,380929,Acute,29486
2010,380929,Skilled Nursing/Intermediate Care,1701
2010,380929,Psychiatric,581
2010,380929,Physical Rehabilitation,540
2010,380939,Acute,13814
2010,380939,Skilled Nursing/Intermediate Care,437
2010,380939,Psychiatric,2109
2010,380960,Acute,4682
2010,380960,Psychiatric,1444
2010,380960,Physical Rehabilitation,441
2010,380964,Acute,4701
2010,380964,Skilled Nursing/Intermediate Care,406
2010,380965,Acute,5062
2010,380965,Skilled Nursing/Intermediate Care,762
2010,380965,Psychiatric,628
2010,380965,Physical Rehabilitation,414
2010,381154,Acute,30084
2010,382715,Acute,1936
2010,390846,Acute,11109
2010,390923,Acute,8899
2010,390923,Skilled Nursing/Intermediate Care,50
2010,390923,Physical Rehabilitation,142
2010,391010,Acute,10732
2010,391042,Acute,18672
2010,391042,Skilled Nursing/Intermediate Care,545
2010,391056,Acute,4654
2010,392232,Psychiatric,1488
2010,392287,Acute,4280
2010,394003,Psychiatric,1402
2010,394009,Acute,11819
2010,394009,Skilled Nursing/Intermediate Care,80
2010,400466,Acute,2687
2010,400466,Skilled Nursing/Intermediate Care,178
2010,400480,Acute,5324
2010,400524,Acute,7125
2010,400548,Acute,6718
2010,404046,Psychiatric,1319
2010,410782,Acute,2801
2010,410782,Skilled Nursing/Intermediate Care,415
2010,410782,Psychiatric,773
2010,410804,Acute,8736
2010,410806,Acute,5900
2010,410817,Acute,8451
2010,410817,Skilled Nursing/Intermediate Care,576
2010,410828,Skilled Nursing/Intermediate Care,63
2010,410852,Acute,13689
2010,410852,Skilled Nursing/Intermediate Care,511
2010,410852,Psychiatric,793
2010,410852,Chemical Dependency,379
2010,410852,Physical Rehabilitation,105
2010,410891,Acute,8225
2010,410891,Psychiatric,925
2010,414018,Acute,413
2010,420483,Acute,1615
2010,420483,Skilled Nursing/Intermediate Care,21
2010,420491,Acute,2714
2010,420491,Skilled Nursing/Intermediate Care,216
2010,420493,Acute,12469
2010,420493,Skilled Nursing/Intermediate Care,456
2010,420514,Acute,19187
2010,420514,Psychiatric,1095
2010,420514,Chemical Dependency,1
2010,420514,Physical Rehabilitation,583
2010,420522,Acute,316
2010,420522,Skilled Nursing/Intermediate Care,1
2010,424002,Psychiatric,513
2010,430705,Acute,10345
2010,430763,Acute,22479
2010,430763,Psychiatric,987
2010,430763,Physical Rehabilitation,123
2010,430779,Acute,18546
2010,430779,Skilled Nursing/Intermediate Care,5
2010,430779,Psychiatric,690
2010,430779,Physical Rehabilitation,321
2010,430837,Acute,15699
2010,430837,Skilled Nursing/Intermediate Care,505
2010,430883,Acute,25712
2010,430883,Psychiatric,952
2010,430883,Physical Rehabilitation,545
2010,430905,Acute,23475
2010,430905,Psychiatric,867
2010,431506,Acute,13725
2010,434040,Acute,16422
2010,434051,Skilled Nursing/Intermediate Care,19
2010,434138,Acute,4196
2010,434153,Acute,25657
2010,434218,Psychiatric,113
2010,440755,Acute,11245
2010,440755,Skilled Nursing/Intermediate Care,766
2010,500967,Acute,1604
2010,440755,Psychiatric,949
2010,440755,Physical Rehabilitation,409
2010,444012,Acute,2600
2010,444012,Unknown,1
2010,444013,Acute,6697
2010,450936,Acute,476
2010,450936,Skilled Nursing/Intermediate Care,88
2010,450940,Acute,8017
2010,450949,Acute,16336
2010,454012,Acute,623
2010,454012,Skilled Nursing/Intermediate Care,621
2010,454013,Acute,300
2010,470871,Acute,1346
2010,470871,Skilled Nursing/Intermediate Care,84
2010,474007,Acute,1814
2010,480989,Acute,12824
2010,480989,Physical Rehabilitation,853
2010,481015,Psychiatric,2128
2010,481094,Acute,5891
2010,481357,Acute,6829
2010,484001,Acute,2692
2010,484028,Psychiatric,559
2010,484044,Acute,3523
2010,490919,Acute,7514
2010,490964,Acute,777
2010,490964,Skilled Nursing/Intermediate Care,118
2010,491001,Acute,3444
2010,491064,Acute,12698
2010,491064,Physical Rehabilitation,224
2010,491076,Acute,1762
2010,491076,Skilled Nursing/Intermediate Care,459
2010,491338,Acute,1217
2010,494019,Acute,10644
2010,500852,Acute,20158
2010,500852,Psychiatric,3701
2010,500852,Chemical Dependency,30
2010,500867,Acute,11546
2010,500867,Skilled Nursing/Intermediate Care,649
2010,500939,Acute,23025
2010,500954,Skilled Nursing/Intermediate Care,1
2010,500967,Skilled Nursing/Intermediate Care,277
2010,504038,Acute,960
2010,514001,Psychiatric,354
2010,514030,Acute,679
2010,514033,Psychiatric,525
2010,521041,Acute,4003
2010,521041,Skilled Nursing/Intermediate Care,8
2010,531059,Acute,455
2010,531059,Skilled Nursing/Intermediate Care,36
2010,540734,Acute,25489
2010,540734,Skilled Nursing/Intermediate Care,372
2010,540734,Psychiatric,1519
2010,540734,Physical Rehabilitation,489
2010,540798,Acute,9555
2010,540798,Skilled Nursing/Intermediate Care,31
2010,540816,Acute,6808
2010,551061,Skilled Nursing/Intermediate Care,11
2010,554011,Acute,5190
2010,554011,Skilled Nursing/Intermediate Care,319
2010,560203,Psychiatric,3276
2010,560473,Acute,15477
2010,560481,Acute,13317
2010,560481,Psychiatric,2632
2010,560492,Acute,14882
2010,560492,Skilled Nursing/Intermediate Care,698
2010,560492,Physical Rehabilitation,145
2010,560501,Acute,833
2010,560501,Skilled Nursing/Intermediate Care,273
2010,560508,Acute,3662
2010,560508,Skilled Nursing/Intermediate Care,37
2010,560525,Acute,6383
2010,560525,Skilled Nursing/Intermediate Care,385
2010,560529,Acute,13842
2010,560529,Physical Rehabilitation,338
2010,560838,Psychiatric,170
2010,564121,Acute,1223
2010,571086,Acute,4089
2010,571086,Psychiatric,964
2010,574010,Acute,4729
2010,580996,Acute,14089
2011,10735,Acute,2644
2011,10735,Skilled Nursing/Intermediate Care,133
2011,10739,Acute,23876
2011,10776,Acute,10139
2011,10776,Physical Rehabilitation,116
2011,10782,Chemical Dependency,131
2011,10805,Acute,10061
2011,10805,Psychiatric,444
2011,10844,Skilled Nursing/Intermediate Care,3
2011,10844,Psychiatric,2706
2011,10844,Physical Rehabilitation,745
2011,10846,Acute,11595
2011,10846,Skilled Nursing/Intermediate Care,173
2011,10846,Psychiatric,2856
2011,10846,Physical Rehabilitation,515
2011,10856,Acute,20781
2011,10858,Acute,17629
2011,10887,Acute,474
2011,10937,Acute,12703
2011,10937,Skilled Nursing/Intermediate Care,769
2011,10967,Acute,8707
2011,10967,Skilled Nursing/Intermediate Care,246
2011,10987,Acute,14679
2011,13619,Acute,3707
2011,13687,Chemical Dependency,515
2011,14034,Psychiatric,2982
2011,14050,Acute,8282
2011,14050,Skilled Nursing/Intermediate Care,489
2011,14050,Psychiatric,201
2011,14207,Psychiatric,1207
2011,14226,Psychiatric,483
2011,34002,Acute,2549
2011,40802,Acute,831
2011,40802,Skilled Nursing/Intermediate Care,55
2011,40875,Acute,6347
2011,40937,Acute,9448
2011,40937,Skilled Nursing/Intermediate Care,653
2011,40962,Acute,14671
2011,40962,Psychiatric,635
2011,40962,Physical Rehabilitation,526
2011,44006,Psychiatric,638
2011,50932,Acute,1348
2011,50932,Skilled Nursing/Intermediate Care,11
2011,60870,Acute,1133
2011,60870,Skilled Nursing/Intermediate Care,77
2011,70904,Acute,5996
2011,70924,Acute,10025
2011,70924,Psychiatric,839
2011,70934,Acute,8699
2011,70988,Acute,19119
2011,70988,Physical Rehabilitation,591
2011,70990,Acute,17790
2011,71018,Acute,9228
2011,74017,Acute,5378
2011,74039,Psychiatric,2201
2011,74039,Chemical Dependency,646
2011,74097,Acute,9000
2011,84001,Acute,2598
2011,90793,Acute,2593
2011,90793,Skilled Nursing/Intermediate Care,60
2011,90933,Acute,5711
2011,90933,Skilled Nursing/Intermediate Care,233
2011,94002,Psychiatric,343
2011,100005,Acute,13050
2011,100697,Acute,577
2011,100697,Skilled Nursing/Intermediate Care,86
2011,100717,Acute,39052
2011,100717,Skilled Nursing/Intermediate Care,451
2011,100717,Psychiatric,3447
2011,100717,Physical Rehabilitation,624
2011,100797,Acute,3017
2011,100797,Skilled Nursing/Intermediate Care,3
2011,100899,Acute,29480
2011,104023,Acute,1507
2011,104047,Acute,2069
2011,104062,Acute,8535
2011,104089,Psychiatric,1225
2011,105029,Acute,3366
2011,110889,Acute,322
2011,110889,Skilled Nursing/Intermediate Care,22
2011,121002,Acute,2255
2011,121031,Acute,50
2011,121031,Skilled Nursing/Intermediate Care,22
2011,121051,Acute,1780
2011,121051,Skilled Nursing/Intermediate Care,67
2011,121080,Acute,6862
2011,121080,Physical Rehabilitation,185
2011,124004,Psychiatric,572
2011,130699,Acute,7266
2011,130760,Acute,8284
2011,141273,Acute,1023
2011,141273,Skilled Nursing/Intermediate Care,14
2011,141338,Acute,75
2011,141338,Skilled Nursing/Intermediate Care,30
2011,150706,Acute,4036
2011,150706,Skilled Nursing/Intermediate Care,39
2011,150722,Acute,20835
2011,150736,Acute,13179
2011,150736,Psychiatric,723
2011,150737,Acute,653
2011,150737,Skilled Nursing/Intermediate Care,211
2011,150761,Acute,14993
2011,150775,Acute,1147
2011,150775,Psychiatric,1697
2011,150775,Chemical Dependency,270
2011,150782,Acute,2806
2011,150788,Acute,22360
2011,154022,Physical Rehabilitation,1555
2011,154101,Acute,4043
2011,154147,Psychiatric,455
2011,154160,Psychiatric,346
2011,160787,Acute,3974
2011,164029,Acute,12783
2011,171049,Acute,1885
2011,171049,Skilled Nursing/Intermediate Care,55
2011,171395,Acute,2257
2011,171395,Skilled Nursing/Intermediate Care,90
2011,184008,Acute,1600
2011,190017,Acute,3891
2011,190017,Skilled Nursing/Intermediate Care,37
2011,190017,Physical Rehabilitation,287
2011,190020,Psychiatric,4719
2011,190045,Acute,25
2011,190045,Skilled Nursing/Intermediate Care,7
2011,190049,Acute,805
2011,190052,Acute,799
2011,190053,Acute,13918
2011,190053,Physical Rehabilitation,481
2011,190066,Acute,4918
2011,190066,Psychiatric,1359
2011,190081,Acute,9604
2011,190110,Acute,5806
2011,190110,Skilled Nursing/Intermediate Care,32
2011,190110,Psychiatric,1634
2011,190110,Chemical Dependency,936
2011,190110,Physical Rehabilitation,324
2011,190125,Acute,20010
2011,190125,Skilled Nursing/Intermediate Care,528
2011,190137,Physical Rehabilitation,1237
2011,190148,Acute,18987
2011,190148,Skilled Nursing/Intermediate Care,45
2011,190150,Psychiatric,941
2011,190159,Acute,3226
2011,190163,Psychiatric,5058
2011,190170,Acute,11693
2011,190170,Physical Rehabilitation,172
2011,190176,Acute,6063
2011,190184,Psychiatric,6045
2011,190196,Acute,1092
2011,190197,Acute,3879
2011,190198,Acute,5507
2011,190198,Skilled Nursing/Intermediate Care,117
2011,190200,Acute,10671
2011,190200,Skilled Nursing/Intermediate Care,247
2011,190200,Psychiatric,138
2011,190200,Unknown,1
