Year,OSHPD ID,Principal_Procedure_Group,Count
2010,380929,Female Reproductive Organs,383
2010,380929,OB Procedures,5417
2010,380929,Musculoskeletal,2267
2010,380929,Skin,715
2010,380929,Diagnostic/Therapeutic,7690
2010,380929,Other Interventions,305
2010,380939,Nervous System,358
2010,380939,Endocrine System,51
2010,380939,Eye,45
2010,380939,Ear,9
2010,380939,Nose/Mouth/Pharynx,133
2010,380939,Respiratory,278
2010,380939,Cardiovascular,959
2010,380939,Blood/Lymph Organs,57
2010,380939,Digestive,1115
2010,380939,Urinary,161
2010,380939,Male Reproductive Organs,207
2010,380939,Female Reproductive Organs,208
2010,380939,OB Procedures,1215
2010,380939,Musculoskeletal,1185
2010,380939,Skin,589
2010,380939,Diagnostic/Therapeutic,2432
2010,380939,Other Interventions,15
2010,380960,Nervous System,135
2010,380960,Endocrine System,4
2010,380960,Eye,10
2010,380960,Ear,2
2010,380960,Nose/Mouth/Pharynx,16
2010,380960,Respiratory,80
2010,380960,Cardiovascular,267
2010,380960,Blood/Lymph Organs,11
2010,380960,Digestive,390
2010,380960,Urinary,69
2010,380960,Male Reproductive Organs,15
2010,380960,Female Reproductive Organs,22
2010,380960,Musculoskeletal,693
2010,380960,Skin,433
2010,380960,Diagnostic/Therapeutic,1103
2010,380960,Other Interventions,12
2010,380964,Nervous System,21
2010,380964,Endocrine System,6
2010,380964,Nose/Mouth/Pharynx,7
2010,380964,Respiratory,44
2010,380964,Cardiovascular,308
2010,380964,Blood/Lymph Organs,6
2010,380964,Digestive,346
2010,380964,Urinary,19
2010,380964,Male Reproductive Organs,24
2010,380964,Female Reproductive Organs,108
2010,380964,OB Procedures,939
2010,380964,Musculoskeletal,264
2010,380964,Skin,102
2010,380964,Diagnostic/Therapeutic,1775
2010,380964,Other Interventions,7
2010,380965,Nervous System,85
2010,380965,Endocrine System,17
2010,380965,Eye,6
2010,380965,Ear,1
2010,380965,Nose/Mouth/Pharynx,15
2010,380965,Respiratory,80
2010,380965,Cardiovascular,755
2010,380965,Blood/Lymph Organs,13
2010,380965,Digestive,571
2010,380965,Urinary,59
2010,380965,Male Reproductive Organs,21
2010,380965,Female Reproductive Organs,27
2010,380965,Musculoskeletal,967
2010,380965,Skin,253
2010,380965,Diagnostic/Therapeutic,1358
2010,380965,Other Interventions,57
2010,381154,Nervous System,2033
2010,381154,Endocrine System,540
2010,381154,Eye,52
2010,381154,Ear,29
2010,381154,Nose/Mouth/Pharynx,310
2010,381154,Respiratory,812
2010,381154,Cardiovascular,2797
2010,381154,Blood/Lymph Organs,614
2010,381154,Digestive,3065
2010,381154,Urinary,1487
2010,381154,Male Reproductive Organs,660
2010,381154,Female Reproductive Organs,576
2010,381154,OB Procedures,1812
2010,381154,Musculoskeletal,2566
2010,381154,Skin,554
2010,381154,Diagnostic/Therapeutic,6800
2010,381154,Other Interventions,309
2010,382715,Nervous System,5
2010,382715,Endocrine System,7
2010,382715,Nose/Mouth/Pharynx,8
2010,382715,Respiratory,78
2010,382715,Cardiovascular,72
2010,382715,Blood/Lymph Organs,14
2010,382715,Digestive,386
2010,382715,Urinary,53
2010,382715,Male Reproductive Organs,24
2010,382715,Female Reproductive Organs,28
2010,382715,Musculoskeletal,60
2010,382715,Skin,26
2010,382715,Diagnostic/Therapeutic,187
2010,390846,Nervous System,57
2010,390846,Endocrine System,2
2010,390846,Eye,2
2010,390846,Nose/Mouth/Pharynx,8
2010,390846,Respiratory,133
2010,390846,Cardiovascular,1181
2010,390846,Blood/Lymph Organs,7
2010,390846,Digestive,795
2010,390846,Urinary,58
2010,390846,Male Reproductive Organs,224
2010,390846,Female Reproductive Organs,195
2010,390846,OB Procedures,1657
2010,390846,Musculoskeletal,1041
2010,390846,Skin,143
2010,390846,Diagnostic/Therapeutic,1166
2010,390846,Other Interventions,77
2010,390923,Nervous System,45
2010,390923,Endocrine System,28
2010,390923,Ear,2
2010,390923,Nose/Mouth/Pharynx,27
2010,390923,Respiratory,189
2010,390923,Cardiovascular,511
2010,390923,Blood/Lymph Organs,12
2010,390923,Digestive,721
2010,390923,Urinary,142
2010,390923,Male Reproductive Organs,167
2010,390923,Female Reproductive Organs,181
2010,390923,OB Procedures,1181
2010,390923,Musculoskeletal,382
2010,390923,Skin,133
2010,390923,Diagnostic/Therapeutic,1909
2010,390923,Other Interventions,3
2010,391010,Nervous System,138
2010,391010,Endocrine System,16
2010,391010,Eye,4
2010,391010,Ear,3
2010,391010,Nose/Mouth/Pharynx,28
2010,391010,Respiratory,125
2010,391010,Cardiovascular,690
2010,391010,Blood/Lymph Organs,27
2010,391010,Digestive,957
2010,391010,Urinary,61
2010,391010,Male Reproductive Organs,9
2010,391010,Female Reproductive Organs,231
2010,391010,OB Procedures,2298
2010,391010,Musculoskeletal,482
2010,391010,Skin,260
2010,391010,Diagnostic/Therapeutic,1149
2010,391010,Other Interventions,2
2010,391042,Nervous System,318
2010,391042,Endocrine System,75
2010,391042,Eye,8
2010,391042,Ear,5
2010,391042,Nose/Mouth/Pharynx,79
2010,391042,Respiratory,455
2010,391042,Cardiovascular,2744
2010,391042,Blood/Lymph Organs,51
2010,391042,Digestive,1531
2010,391042,Urinary,210
2010,391042,Male Reproductive Organs,344
2010,391042,Female Reproductive Organs,414
2010,391042,OB Procedures,2089
2010,391042,Musculoskeletal,784
2010,391042,Skin,342
2010,391042,Diagnostic/Therapeutic,4149
2010,391042,Other Interventions,37
2010,391056,Nervous System,23
2010,391056,Eye,2
2010,391056,Nose/Mouth/Pharynx,24
2010,391056,Respiratory,35
2010,391056,Cardiovascular,358
2010,391056,Blood/Lymph Organs,8
2010,391056,Digestive,512
2010,391056,Urinary,62
2010,391056,Male Reproductive Organs,166
2010,391056,Female Reproductive Organs,86
2010,391056,OB Procedures,681
2010,391056,Musculoskeletal,189
2010,391056,Skin,62
2010,391056,Diagnostic/Therapeutic,408
2010,410804,Ear,1
2010,391056,Other Interventions,6
2010,392232,Diagnostic/Therapeutic,1430
2010,392287,Nervous System,47
2010,392287,Endocrine System,16
2010,392287,Eye,2
2010,392287,Nose/Mouth/Pharynx,11
2010,392287,Respiratory,105
2010,392287,Cardiovascular,67
2010,392287,Blood/Lymph Organs,15
2010,392287,Digestive,420
2010,392287,Urinary,56
2010,392287,Male Reproductive Organs,126
2010,392287,Female Reproductive Organs,83
2010,392287,OB Procedures,769
2010,392287,Musculoskeletal,194
2010,392287,Skin,66
2010,392287,Diagnostic/Therapeutic,429
2010,392287,Other Interventions,6
2010,394003,Diagnostic/Therapeutic,71
2010,394009,Nervous System,77
2010,394009,Endocrine System,20
2010,394009,Eye,3
2010,394009,Nose/Mouth/Pharynx,20
2010,394009,Respiratory,153
2010,394009,Cardiovascular,527
2010,394009,Blood/Lymph Organs,54
2010,394009,Digestive,1026
2010,394009,Urinary,119
2010,394009,Male Reproductive Organs,567
2010,394009,Female Reproductive Organs,399
2010,394009,OB Procedures,2168
2010,394009,Musculoskeletal,839
2010,394009,Skin,189
2010,394009,Diagnostic/Therapeutic,2713
2010,394009,Other Interventions,17
2010,400466,Nervous System,24
2010,400466,Endocrine System,12
2010,400466,Ear,1
2010,400466,Nose/Mouth/Pharynx,3
2010,400466,Respiratory,38
2010,400466,Cardiovascular,112
2010,400466,Blood/Lymph Organs,14
2010,400466,Digestive,349
2010,400466,Urinary,61
2010,400466,Male Reproductive Organs,12
2010,400466,Female Reproductive Organs,4
2010,400466,Musculoskeletal,453
2010,400466,Skin,54
2010,400466,Diagnostic/Therapeutic,435
2010,400466,Other Interventions,34
2010,400480,Nervous System,33
2010,400480,Endocrine System,19
2010,400480,Nose/Mouth/Pharynx,13
2010,400480,Respiratory,69
2010,400480,Cardiovascular,1019
2010,400480,Blood/Lymph Organs,14
2010,400480,Digestive,350
2010,400480,Urinary,72
2010,400480,Male Reproductive Organs,67
2010,400480,Female Reproductive Organs,110
2010,400480,OB Procedures,741
2010,400480,Musculoskeletal,530
2010,400480,Skin,51
2010,400480,Diagnostic/Therapeutic,667
2010,400480,Other Interventions,13
2010,400524,Nervous System,333
2010,400524,Endocrine System,23
2010,400524,Eye,2
2010,400524,Nose/Mouth/Pharynx,8
2010,400524,Respiratory,89
2010,400524,Cardiovascular,241
2010,400524,Blood/Lymph Organs,16
2010,400524,Digestive,596
2010,400524,Urinary,38
2010,400524,Male Reproductive Organs,175
2010,400524,Female Reproductive Organs,196
2010,400524,OB Procedures,1232
2010,400524,Musculoskeletal,812
2010,400524,Skin,81
2010,400524,Diagnostic/Therapeutic,1032
2010,400524,Other Interventions,14
2010,400548,Nervous System,64
2010,400548,Endocrine System,6
2010,400548,Eye,1
2010,400548,Ear,2
2010,400548,Nose/Mouth/Pharynx,15
2010,400548,Respiratory,108
2010,400548,Cardiovascular,300
2010,400548,Blood/Lymph Organs,20
2010,400548,Digestive,717
2010,400548,Urinary,31
2010,400548,Male Reproductive Organs,123
2010,400548,Female Reproductive Organs,178
2010,400548,OB Procedures,795
2010,400548,Musculoskeletal,650
2010,400548,Skin,93
2010,400548,Diagnostic/Therapeutic,465
2010,400548,Other Interventions,16
2010,404046,Diagnostic/Therapeutic,1313
2010,410782,Nervous System,40
2010,410782,Endocrine System,18
2010,410782,Eye,2
2010,410782,Ear,1
2010,410782,Nose/Mouth/Pharynx,19
2010,410782,Respiratory,55
2010,410782,Cardiovascular,123
2010,410782,Blood/Lymph Organs,20
2010,410782,Digestive,544
2010,410782,Urinary,30
2010,410782,Male Reproductive Organs,8
2010,410782,Female Reproductive Organs,113
2010,410782,Musculoskeletal,188
2010,410782,Skin,170
2010,410782,Diagnostic/Therapeutic,504
2010,410782,Other Interventions,4
2010,410804,Nervous System,1023
2010,410804,Endocrine System,105
2010,410804,Eye,4
2010,410804,Nose/Mouth/Pharynx,17
2010,410804,Respiratory,76
2010,410804,Cardiovascular,417
2010,410804,Blood/Lymph Organs,25
2010,410804,Digestive,535
2010,410804,Urinary,90
2010,410804,Male Reproductive Organs,261
2010,410804,Female Reproductive Organs,137
2010,410804,OB Procedures,1316
2010,410804,Musculoskeletal,673
2010,410804,Skin,151
2010,410804,Diagnostic/Therapeutic,1787
2010,410804,Other Interventions,40
2010,410806,Nervous System,36
2010,410806,Endocrine System,10
2010,410806,Eye,2
2010,410806,Nose/Mouth/Pharynx,37
2010,410806,Respiratory,137
2010,410806,Cardiovascular,215
2010,410806,Blood/Lymph Organs,36
2010,410806,Digestive,1154
2010,410806,Urinary,141
2010,410806,Male Reproductive Organs,19
2010,410806,Female Reproductive Organs,94
2010,410806,OB Procedures,3
2010,410806,Musculoskeletal,683
2010,410806,Skin,128
2010,410806,Diagnostic/Therapeutic,2385
2010,410806,Other Interventions,25
2010,410817,Nervous System,102
2010,410817,Endocrine System,11
2010,410817,Eye,1
2010,410817,Ear,1
2010,410817,Nose/Mouth/Pharynx,12
2010,410817,Respiratory,140
2010,410817,Cardiovascular,1297
2010,410817,Blood/Lymph Organs,17
2010,410817,Digestive,632
2010,410817,Urinary,85
2010,410817,Male Reproductive Organs,200
2010,410817,Female Reproductive Organs,106
2010,410817,OB Procedures,685
2010,410817,Musculoskeletal,688
2010,410817,Skin,196
2010,410817,Diagnostic/Therapeutic,1784
2010,410817,Other Interventions,20
2010,410828,Diagnostic/Therapeutic,60
2010,410852,Nervous System,152
2010,410852,Endocrine System,43
2010,410852,Eye,5
2010,410852,Ear,1
2010,410852,Nose/Mouth/Pharynx,22
2010,410852,Respiratory,206
2010,410852,Cardiovascular,1146
2010,410852,Blood/Lymph Organs,46
2010,410852,Digestive,1433
2010,410852,Urinary,146
2010,410852,Male Reproductive Organs,504
2010,410852,Female Reproductive Organs,316
2010,410852,OB Procedures,1803
2010,410852,Musculoskeletal,1036
2010,410852,Skin,383
2010,410852,Diagnostic/Therapeutic,1397
2010,410852,Other Interventions,26
2010,410891,Nervous System,51
2010,410891,Endocrine System,22
2010,410891,Ear,2
2010,410891,Nose/Mouth/Pharynx,24
2010,410891,Respiratory,137
2010,410891,Cardiovascular,1286
2010,410891,Blood/Lymph Organs,34
2010,410891,Digestive,469
2010,410891,Urinary,95
2010,410891,Male Reproductive Organs,351
2010,410891,Female Reproductive Organs,226
2010,410891,OB Procedures,1599
2010,410891,Musculoskeletal,551
2010,410891,Skin,90
2010,410891,Diagnostic/Therapeutic,1708
2010,410891,Other Interventions,20
2010,414018,Eye,2
2010,414018,Respiratory,1
2010,414018,Blood/Lymph Organs,2
2010,414018,Digestive,42
2010,414018,Urinary,22
2010,414018,Male Reproductive Organs,1
2010,414018,Female Reproductive Organs,43
2010,414018,Musculoskeletal,126
2010,414018,Skin,172
2010,420483,Nervous System,8
2010,420483,Endocrine System,12
2010,420483,Eye,1
2010,420483,Ear,1
2010,420483,Nose/Mouth/Pharynx,8
2010,420483,Respiratory,14
2010,420483,Cardiovascular,30
2010,420483,Blood/Lymph Organs,20
2010,420483,Digestive,154
2010,420483,Urinary,5
2010,420483,Male Reproductive Organs,3
2010,420483,Female Reproductive Organs,7
2010,420483,Musculoskeletal,786
2010,420483,Skin,62
2010,420483,Diagnostic/Therapeutic,73
2010,420483,Other Interventions,34
2010,420491,Nervous System,22
2010,420491,Endocrine System,12
2010,420491,Ear,6
2010,420491,Nose/Mouth/Pharynx,35
2010,420491,Respiratory,26
2010,420491,Cardiovascular,116
2010,420491,Blood/Lymph Organs,8
2010,420491,Digestive,347
2010,420491,Urinary,3
2010,420491,Male Reproductive Organs,75
2010,420491,Female Reproductive Organs,41
2010,420491,OB Procedures,342
2010,420491,Musculoskeletal,177
2010,420491,Skin,41
2010,420491,Diagnostic/Therapeutic,725
2010,420491,Other Interventions,1
2010,420493,Nervous System,172
2010,420493,Endocrine System,22
2010,420493,Eye,1
2010,420493,Nose/Mouth/Pharynx,25
2010,420493,Respiratory,116
2010,420493,Cardiovascular,788
2010,420493,Blood/Lymph Organs,16
2010,420493,Digestive,1100
2010,420493,Urinary,102
2010,420493,Male Reproductive Organs,129
2010,420493,Female Reproductive Organs,206
2010,420493,OB Procedures,2692
2010,420493,Musculoskeletal,659
2010,420493,Skin,118
2010,420493,Diagnostic/Therapeutic,988
2010,420493,Other Interventions,21
2010,420514,Nervous System,550
2010,420514,Endocrine System,116
2010,420514,Eye,19
2010,420514,Ear,8
2010,420514,Nose/Mouth/Pharynx,46
2010,420514,Respiratory,392
2010,420514,Cardiovascular,2117
2010,420514,Blood/Lymph Organs,95
2010,420514,Digestive,2134
2010,420514,Urinary,228
2010,420514,Male Reproductive Organs,501
2010,420514,Female Reproductive Organs,504
2010,420514,OB Procedures,2293
2010,420514,Musculoskeletal,1911
2010,420514,Skin,334
2010,420514,Diagnostic/Therapeutic,2885
2010,420514,Other Interventions,181
2010,420522,Nervous System,1
2010,420522,Endocrine System,1
2010,420522,Respiratory,1
2010,420522,Cardiovascular,6
2010,420522,Digestive,18
2010,420522,Musculoskeletal,1
2010,420522,Skin,5
2010,420522,Diagnostic/Therapeutic,35
2010,430705,Nervous System,229
2010,430705,Endocrine System,3
2010,430705,Eye,29
2010,430705,Ear,7
2010,430705,Nose/Mouth/Pharynx,32
2010,430705,Respiratory,212
2010,430705,Cardiovascular,1411
2010,430705,Blood/Lymph Organs,34
2010,430705,Digestive,1129
2010,430705,Urinary,263
2010,430705,Male Reproductive Organs,42
2010,430705,Female Reproductive Organs,98
2010,430705,OB Procedures,425
2010,430705,Musculoskeletal,583
2010,430705,Skin,260
2010,430705,Diagnostic/Therapeutic,1063
2010,430705,Other Interventions,32
2010,430763,Nervous System,372
2010,430763,Endocrine System,72
2010,430763,Eye,4
2010,430763,Ear,4
2010,430763,Nose/Mouth/Pharynx,40
2010,430763,Respiratory,308
2010,430763,Cardiovascular,1531
2010,430763,Blood/Lymph Organs,170
2010,430763,Digestive,1915
2010,430763,Urinary,295
2010,430763,Male Reproductive Organs,1059
2010,430763,Female Reproductive Organs,850
2010,430763,OB Procedures,4766
2010,430763,Musculoskeletal,1719
2010,430763,Skin,241
2010,430763,Diagnostic/Therapeutic,2038
2010,430763,Other Interventions,151
2010,430779,Nervous System,371
2010,430779,Endocrine System,82
2010,430779,Eye,6
2010,430779,Ear,6
2010,430779,Nose/Mouth/Pharynx,53
2010,430779,Respiratory,271
2010,430779,Cardiovascular,1253
2010,430779,Blood/Lymph Organs,75
2010,430779,Digestive,1883
2010,430779,Urinary,114
2010,430779,Male Reproductive Organs,949
2010,430779,Female Reproductive Organs,513
2010,430779,OB Procedures,3289
2010,430779,Musculoskeletal,1424
2010,430779,Skin,209
2010,430779,Diagnostic/Therapeutic,1692
2010,430779,Other Interventions,77
2010,430837,Nervous System,168
2010,430837,Endocrine System,34
2010,430837,Eye,2
2010,430837,Ear,1
2010,430837,Nose/Mouth/Pharynx,28
2010,430837,Respiratory,264
2010,430837,Cardiovascular,1145
2010,430837,Blood/Lymph Organs,30
2010,430837,Digestive,1263
2010,430837,Urinary,59
2010,430837,Male Reproductive Organs,95
2010,430837,Female Reproductive Organs,262
2010,430837,OB Procedures,3305
2010,430837,Musculoskeletal,867
2010,430837,Skin,142
2010,430837,Diagnostic/Therapeutic,4402
2010,430837,Other Interventions,22
2010,430883,Nervous System,421
2010,430883,Endocrine System,74
2010,430883,Eye,42
2010,430883,Ear,18
2010,430883,Nose/Mouth/Pharynx,147
2010,430883,Respiratory,294
2010,430883,Cardiovascular,1381
2010,430883,Blood/Lymph Organs,88
2010,430883,Digestive,1977
2010,430883,Urinary,243
2010,430883,Male Reproductive Organs,87
2010,430883,Female Reproductive Organs,571
2010,430883,OB Procedures,4417
2010,430883,Musculoskeletal,972
2010,430883,Skin,612
2010,430883,Diagnostic/Therapeutic,1630
2010,430883,Other Interventions,7
2010,430905,Nervous System,1259
2010,430905,Endocrine System,240
2010,430905,Eye,60
2010,430905,Ear,22
2010,430905,Nose/Mouth/Pharynx,289
2010,430905,Respiratory,755
2010,430905,Cardiovascular,2823
2010,430905,Blood/Lymph Organs,589
2010,430905,Digestive,3129
2010,430905,Urinary,688
2010,430905,Male Reproductive Organs,322
2010,430905,Female Reproductive Organs,537
2010,430905,OB Procedures,7
2010,430905,Musculoskeletal,3282
2010,430905,Skin,658
2010,430905,Diagnostic/Therapeutic,3449
2010,430905,Other Interventions,415
2010,431506,Nervous System,305
2010,431506,Endocrine System,62
2010,431506,Eye,8
2010,431506,Ear,1
2010,431506,Nose/Mouth/Pharynx,23
2010,431506,Respiratory,101
2010,431506,Cardiovascular,719
2010,431506,Blood/Lymph Organs,47
2010,431506,Digestive,1336
2010,431506,Urinary,186
2010,431506,Male Reproductive Organs,464
2010,431506,Female Reproductive Organs,284
2010,431506,OB Procedures,1880
2010,431506,Musculoskeletal,1382
2010,431506,Skin,198
2010,431506,Diagnostic/Therapeutic,4385
2010,431506,Other Interventions,40
2010,434040,Nervous System,845
2010,434040,Endocrine System,20
2010,434040,Eye,15
2010,434040,Ear,31
2010,434040,Nose/Mouth/Pharynx,294
2010,434040,Respiratory,175
2010,434040,Cardiovascular,946
2010,434040,Blood/Lymph Organs,93
2010,434040,Digestive,622
2010,434040,Urinary,185
2010,434040,Male Reproductive Organs,656
2010,434040,Female Reproductive Organs,52
2010,434040,OB Procedures,4556
2010,434040,Musculoskeletal,282
2010,434040,Skin,92
2010,434040,Diagnostic/Therapeutic,4593
2010,434040,Other Interventions,32
2010,434051,Diagnostic/Therapeutic,19
2010,434138,Nervous System,31
2010,434138,Eye,2
2010,434138,Nose/Mouth/Pharynx,1
2010,434138,Respiratory,28
2010,434138,Cardiovascular,182
2010,434138,Blood/Lymph Organs,5
2010,434138,Digestive,460
2010,434138,Urinary,39
2010,434138,Male Reproductive Organs,48
2010,434138,Female Reproductive Organs,92
2010,434138,OB Procedures,703
2010,434138,Musculoskeletal,243
2010,434138,Skin,70
2010,434138,Diagnostic/Therapeutic,464
2010,434153,Nervous System,261
2010,434153,Endocrine System,114
2010,434153,Eye,22
2010,434153,Ear,18
2010,434153,Nose/Mouth/Pharynx,145
2010,434153,Respiratory,450
2010,434153,Cardiovascular,4160
2010,434153,Blood/Lymph Organs,148
2010,434153,Digestive,1924
2010,434153,Urinary,358
2010,434153,Male Reproductive Organs,1192
2010,434153,Female Reproductive Organs,618
2010,434153,OB Procedures,3906
2010,434153,Musculoskeletal,1402
2010,434153,Skin,351
2010,434153,Diagnostic/Therapeutic,5272
2010,434153,Other Interventions,84
2010,434218,Diagnostic/Therapeutic,23
2010,440755,Nervous System,357
2010,440755,Endocrine System,22
2010,440755,Eye,3
2010,440755,Ear,4
2010,440755,Nose/Mouth/Pharynx,62
2010,440755,Respiratory,140
2010,440755,Cardiovascular,1212
2010,440755,Blood/Lymph Organs,32
2010,440755,Digestive,1128
2010,440755,Urinary,148
2010,440755,Male Reproductive Organs,112
2010,440755,Female Reproductive Organs,298
2010,440755,OB Procedures,951
2010,440755,Musculoskeletal,1049
2010,440755,Skin,201
2010,440755,Diagnostic/Therapeutic,3078
2010,440755,Other Interventions,14
2010,444012,Nervous System,2
2010,444012,Endocrine System,30
2010,444012,Ear,1
2010,444012,Nose/Mouth/Pharynx,8
2010,444012,Cardiovascular,12
2010,444012,Blood/Lymph Organs,3
2010,444012,Digestive,108
2010,444012,Urinary,24
2010,444012,Male Reproductive Organs,5
2010,444012,Female Reproductive Organs,164
2010,444012,OB Procedures,944
2010,444012,Musculoskeletal,233
2010,444012,Skin,93
2010,444012,Diagnostic/Therapeutic,47
2010,444012,Other Interventions,2
2010,444013,Nervous System,107
2010,444013,Endocrine System,4
2010,444013,Eye,2
2010,444013,Ear,2
2010,444013,Nose/Mouth/Pharynx,6
2010,444013,Respiratory,41
2010,444013,Cardiovascular,341
2010,444013,Blood/Lymph Organs,6
2010,444013,Digestive,542
2010,444013,Urinary,153
2010,444013,Male Reproductive Organs,4
2010,444013,Female Reproductive Organs,117
2010,444013,OB Procedures,1504
2010,444013,Musculoskeletal,440
2010,444013,Skin,58
2010,444013,Diagnostic/Therapeutic,254
2010,444013,Other Interventions,15
2010,450936,Nervous System,2
2010,450936,Respiratory,2
2010,450936,Cardiovascular,3
2010,450936,Urinary,3
2010,450936,Male Reproductive Organs,29
2010,450936,Female Reproductive Organs,2
2010,450936,OB Procedures,91
2010,450936,Musculoskeletal,2
2010,450936,Skin,2
2010,450936,Diagnostic/Therapeutic,54
2010,450940,Nervous System,33
2010,450940,Endocrine System,42
2010,450940,Eye,3
2010,450940,Ear,2
2010,450940,Nose/Mouth/Pharynx,17
2010,450940,Respiratory,215
2010,450940,Cardiovascular,1078
2010,450940,Blood/Lymph Organs,27
2010,450940,Digestive,786
2010,450940,Urinary,98
2010,450940,Male Reproductive Organs,36
2010,450940,Female Reproductive Organs,108
2010,450940,Musculoskeletal,579
2010,450940,Skin,120
2010,450940,Diagnostic/Therapeutic,1366
2010,450940,Other Interventions,21
2010,450949,Nervous System,313
2010,450949,Endocrine System,8
2010,450949,Eye,18
2010,450949,Ear,1
2010,450949,Nose/Mouth/Pharynx,32
2010,450949,Respiratory,372
2010,450949,Cardiovascular,1860
2010,450949,Blood/Lymph Organs,91
2010,450949,Digestive,1059
2010,450949,Urinary,223
2010,450949,Male Reproductive Organs,344
2010,450949,Female Reproductive Organs,421
2010,450949,OB Procedures,2009
2010,450949,Musculoskeletal,2054
2010,450949,Skin,229
2010,450949,Diagnostic/Therapeutic,1502
2010,450949,Other Interventions,142
2010,454012,Respiratory,3
2010,454012,Cardiovascular,134
2010,454012,Digestive,18
2010,454012,Urinary,1
2010,454012,Musculoskeletal,26
2010,454012,Skin,121
2010,454012,Diagnostic/Therapeutic,923
2010,454012,Other Interventions,8
2010,454013,Nervous System,50
2010,454013,Endocrine System,2
2010,454013,Blood/Lymph Organs,1
2010,454013,Digestive,3
2010,454013,Urinary,2
2010,454013,Male Reproductive Organs,1
2010,454013,Female Reproductive Organs,118
2010,454013,Musculoskeletal,121
2010,454013,Diagnostic/Therapeutic,1
2010,470871,Nervous System,18
2010,470871,Endocrine System,1
2010,470871,Ear,2
2010,470871,Nose/Mouth/Pharynx,2
2010,470871,Respiratory,11
2010,470871,Cardiovascular,18
2010,470871,Blood/Lymph Organs,2
2010,470871,Digestive,102
2010,470871,Urinary,10
2010,470871,Male Reproductive Organs,1
2010,470871,Female Reproductive Organs,38
2010,470871,OB Procedures,132
2010,470871,Musculoskeletal,244
2010,470871,Skin,34
2010,470871,Diagnostic/Therapeutic,55
2010,470871,Other Interventions,21
2010,474007,Nervous System,4
2010,474007,Nose/Mouth/Pharynx,4
2010,474007,Respiratory,9
2010,474007,Cardiovascular,20
2010,474007,Blood/Lymph Organs,10
2010,474007,Digestive,173
2010,474007,Urinary,3
2010,474007,Male Reproductive Organs,11
2010,474007,Female Reproductive Organs,97
2010,474007,OB Procedures,194
2010,474007,Musculoskeletal,107
2010,474007,Skin,16
2010,474007,Diagnostic/Therapeutic,99
2010,474007,Other Interventions,2
2010,480989,Nervous System,75
2010,480989,Endocrine System,25
2010,480989,Eye,8
2010,480989,Ear,1
2010,480989,Nose/Mouth/Pharynx,11
2010,480989,Respiratory,136
2010,480989,Cardiovascular,509
2010,480989,Blood/Lymph Organs,58
2010,480989,Digestive,1044
2010,480989,Urinary,258
2010,480989,Male Reproductive Organs,720
2010,480989,Female Reproductive Organs,249
2010,480989,OB Procedures,2127
2010,480989,Musculoskeletal,1236
2010,480989,Skin,180
2010,480989,Diagnostic/Therapeutic,3556
2010,480989,Other Interventions,48
2010,481094,Nervous System,36
2010,481094,Endocrine System,13
2010,481094,Eye,2
2010,481094,Ear,2
2010,481094,Nose/Mouth/Pharynx,6
2010,481094,Respiratory,129
2010,481094,Cardiovascular,317
2010,481094,Blood/Lymph Organs,21
2010,481094,Digestive,543
2010,481094,Urinary,55
2010,481094,Male Reproductive Organs,129
2010,481094,Female Reproductive Organs,190
2010,481094,OB Procedures,777
2010,481094,Musculoskeletal,396
2010,481094,Skin,119
2010,481094,Diagnostic/Therapeutic,1925
2010,481094,Other Interventions,11
2010,481357,Nervous System,53
2010,481357,Endocrine System,2
2010,481357,Ear,1
2010,481357,Nose/Mouth/Pharynx,7
2010,481357,Respiratory,98
2010,481357,Cardiovascular,703
2010,481357,Blood/Lymph Organs,5
2010,481357,Digestive,488
2010,481357,Urinary,46
2010,481357,Male Reproductive Organs,191
2010,481357,Female Reproductive Organs,75
2010,481357,OB Procedures,1305
2010,481357,Musculoskeletal,219
2010,481357,Skin,86
2010,481357,Diagnostic/Therapeutic,2853
2010,481357,Other Interventions,3
2010,484001,Nervous System,18
2010,484001,Eye,2
2010,484001,Nose/Mouth/Pharynx,3
2010,484001,Respiratory,51
2010,484001,Cardiovascular,172
2010,484001,Blood/Lymph Organs,6
2010,484001,Digestive,313
2010,484001,Urinary,16
2010,484001,Female Reproductive Organs,6
2010,484001,Musculoskeletal,245
2010,484001,Skin,32
2010,484001,Diagnostic/Therapeutic,1266
2010,484001,Other Interventions,15
2010,484028,Diagnostic/Therapeutic,559
2010,484044,Nervous System,33
2010,484044,Endocrine System,3
2010,484044,Eye,4
2010,484044,Nose/Mouth/Pharynx,8
2010,484044,Respiratory,59
2010,484044,Cardiovascular,143
2010,484044,Blood/Lymph Organs,6
2010,484044,Digestive,425
2010,484044,Urinary,87
2010,484044,Male Reproductive Organs,20
2010,484044,Female Reproductive Organs,17
2010,484044,Musculoskeletal,196
2010,484044,Skin,52
2010,484044,Diagnostic/Therapeutic,616
2010,490919,Nervous System,43
2010,490919,Endocrine System,4
2010,490919,Ear,1
2010,490919,Nose/Mouth/Pharynx,27
2010,490919,Respiratory,70
2010,490919,Cardiovascular,1044
2010,490919,Blood/Lymph Organs,17
2010,490919,Digestive,557
2010,490919,Urinary,53
2010,490919,Male Reproductive Organs,241
2010,490919,Female Reproductive Organs,248
2010,490919,OB Procedures,1745
