Year,OSHPD ID,Admission_Source_Route,Count
2010,301380,Not Your Emergency Room (or No ER),985
2010,301566,Your Emergency Room,4776
2010,301566,Not Your Emergency Room (or No ER),6607
2010,304079,Not Your Emergency Room (or No ER),1271
2010,304113,Your Emergency Room,1191
2010,304113,Not Your Emergency Room (or No ER),709
2010,304159,Not Your Emergency Room (or No ER),74
2010,304426,Not Your Emergency Room (or No ER),87
2010,304460,Your Emergency Room,4
2010,304460,Not Your Emergency Room (or No ER),332
2010,310791,Your Emergency Room,2903
2010,310791,Not Your Emergency Room (or No ER),1590
2010,311000,Your Emergency Room,9397
2010,311000,Not Your Emergency Room (or No ER),9789
2010,314029,Not Your Emergency Room (or No ER),772
2010,320859,Your Emergency Room,399
2010,320859,Not Your Emergency Room (or No ER),135
2010,320986,Your Emergency Room,252
2010,320986,Not Your Emergency Room (or No ER),304
2010,321016,Your Emergency Room,205
2010,321016,Not Your Emergency Room (or No ER),49
2010,330120,Not Your Emergency Room (or No ER),972
2010,331152,Your Emergency Room,5816
2010,331152,Not Your Emergency Room (or No ER),5143
2010,331164,Your Emergency Room,8768
2010,331164,Not Your Emergency Room (or No ER),11794
2010,331168,Your Emergency Room,12981
2010,331168,Not Your Emergency Room (or No ER),5724
2010,331194,Your Emergency Room,8150
2010,331194,Not Your Emergency Room (or No ER),4152
2010,331194,Unknown,1
2010,331216,Your Emergency Room,3972
2010,331216,Not Your Emergency Room (or No ER),7234
2010,331226,Not Your Emergency Room (or No ER),908
2010,331288,Your Emergency Room,993
2010,331288,Not Your Emergency Room (or No ER),699
2010,331293,Your Emergency Room,4445
2010,331293,Not Your Emergency Room (or No ER),6320
2010,331312,Your Emergency Room,11502
2010,331312,Not Your Emergency Room (or No ER),11640
2010,331326,Your Emergency Room,2700
2010,331326,Not Your Emergency Room (or No ER),940
2010,331326,Unknown,1
2010,332172,Not Your Emergency Room (or No ER),362
2010,334018,Your Emergency Room,3918
2010,334018,Not Your Emergency Room (or No ER),406
2010,334018,Unknown,1
2010,334025,Your Emergency Room,5752
2010,334025,Not Your Emergency Room (or No ER),12303
2010,334048,Your Emergency Room,3092
2010,334048,Not Your Emergency Room (or No ER),4181
2010,334068,Your Emergency Room,12497
2010,334068,Not Your Emergency Room (or No ER),10447
2010,334457,Not Your Emergency Room (or No ER),785
2010,334487,Your Emergency Room,10962
2010,334487,Not Your Emergency Room (or No ER),12628
2010,340913,Your Emergency Room,17241
2010,340913,Not Your Emergency Room (or No ER),19987
2010,340913,Unknown,4
2010,340947,Your Emergency Room,7551
2010,340947,Not Your Emergency Room (or No ER),14362
2010,340950,Your Emergency Room,13578
2010,340950,Not Your Emergency Room (or No ER),9358
2010,340951,Your Emergency Room,5677
2010,340951,Not Your Emergency Room (or No ER),4786
2010,341006,Your Emergency Room,14488
2010,341006,Not Your Emergency Room (or No ER),15131
2010,341051,Your Emergency Room,6935
2010,341051,Not Your Emergency Room (or No ER),5401
2010,341051,Unknown,1
2010,341052,Your Emergency Room,4105
2010,341052,Not Your Emergency Room (or No ER),17595
2010,341052,Unknown,4
2010,342344,Your Emergency Room,7381
2010,342344,Not Your Emergency Room (or No ER),7726
2010,342392,Not Your Emergency Room (or No ER),3782
2010,344011,Not Your Emergency Room (or No ER),1790
2010,344017,Not Your Emergency Room (or No ER),2198
2010,344021,Not Your Emergency Room (or No ER),2669
2010,344029,Your Emergency Room,3146
2010,344029,Not Your Emergency Room (or No ER),2358
2010,344035,Not Your Emergency Room (or No ER),325
2010,344114,Not Your Emergency Room (or No ER),1249
2010,344170,Not Your Emergency Room (or No ER),386
2010,350784,Your Emergency Room,1681
2010,350784,Not Your Emergency Room (or No ER),1478
2010,361105,Your Emergency Room,1921
2010,361105,Not Your Emergency Room (or No ER),617
2010,361110,Your Emergency Room,397
2010,361110,Not Your Emergency Room (or No ER),16
2010,361144,Your Emergency Room,6440
2010,361144,Not Your Emergency Room (or No ER),64
2010,361166,Your Emergency Room,3606
2010,361166,Not Your Emergency Room (or No ER),2446
2010,361223,Your Emergency Room,13095
2010,361223,Not Your Emergency Room (or No ER),17169
2010,361246,Your Emergency Room,13597
2010,361246,Not Your Emergency Room (or No ER),19352
2010,361266,Your Emergency Room,188
2010,361266,Not Your Emergency Room (or No ER),101
2010,361274,Not Your Emergency Room (or No ER),1120
2010,361308,Your Emergency Room,5923
2010,361308,Not Your Emergency Room (or No ER),8718
2010,361318,Your Emergency Room,10404
2010,361318,Not Your Emergency Room (or No ER),7008
2010,361323,Your Emergency Room,5686
2010,361323,Not Your Emergency Room (or No ER),8286
2010,361339,Your Emergency Room,8491
2010,361339,Not Your Emergency Room (or No ER),10759
2010,361343,Your Emergency Room,10963
2010,361343,Not Your Emergency Room (or No ER),7414
2010,361370,Your Emergency Room,3085
2010,361370,Not Your Emergency Room (or No ER),4692
2010,361370,Unknown,28
2010,361458,Your Emergency Room,469
2010,361458,Not Your Emergency Room (or No ER),23
2010,362041,Your Emergency Room,2697
2010,362041,Not Your Emergency Room (or No ER),1669
2010,364014,Not Your Emergency Room (or No ER),4291
2010,364050,Not Your Emergency Room (or No ER),4429
2010,364121,Not Your Emergency Room (or No ER),1085
2010,364144,Your Emergency Room,5973
2010,364144,Not Your Emergency Room (or No ER),1587
2010,364188,Not Your Emergency Room (or No ER),824
2010,364231,Your Emergency Room,19631
2010,364231,Not Your Emergency Room (or No ER),7494
2010,370652,Your Emergency Room,6034
2010,370652,Not Your Emergency Room (or No ER),3286
2010,370652,Unknown,1
2010,370673,Your Emergency Room,5891
2010,370673,Not Your Emergency Room (or No ER),7842
2010,370689,Your Emergency Room,1008
2010,370689,Not Your Emergency Room (or No ER),2283
2010,370694,Your Emergency Room,12142
2010,370694,Not Your Emergency Room (or No ER),25352
2010,370705,Your Emergency Room,1445
2010,370705,Not Your Emergency Room (or No ER),1920
2010,370714,Your Emergency Room,19983
2010,370714,Not Your Emergency Room (or No ER),11809
2010,370721,Not Your Emergency Room (or No ER),626
2010,370730,Your Emergency Room,15293
2010,370730,Not Your Emergency Room (or No ER),16749
2010,370744,Your Emergency Room,20635
2010,370744,Not Your Emergency Room (or No ER),15746
2010,370745,Your Emergency Room,2
2010,370745,Not Your Emergency Room (or No ER),5433
2010,370749,Not Your Emergency Room (or No ER),2273
2010,370755,Your Emergency Room,11132
2010,370755,Not Your Emergency Room (or No ER),13237
2010,370759,Your Emergency Room,6411
2010,370759,Not Your Emergency Room (or No ER),4557
2010,370771,Your Emergency Room,6533
2010,370771,Not Your Emergency Room (or No ER),14377
2010,370780,Your Emergency Room,10467
2010,370780,Not Your Emergency Room (or No ER),8702
2010,370782,Your Emergency Room,10615
2010,370782,Not Your Emergency Room (or No ER),16042
2010,370787,Not Your Emergency Room (or No ER),1877
2010,370875,Your Emergency Room,8974
2010,370875,Not Your Emergency Room (or No ER),9403
2010,370977,Your Emergency Room,3956
2010,370977,Not Your Emergency Room (or No ER),4315
2010,371256,Not Your Emergency Room (or No ER),12006
2010,371394,Your Emergency Room,5265
2010,371394,Not Your Emergency Room (or No ER),6385
2010,374024,Not Your Emergency Room (or No ER),2914
2010,374049,Not Your Emergency Room (or No ER),213
2010,374055,Not Your Emergency Room (or No ER),2114
2010,374084,Not Your Emergency Room (or No ER),873
2010,374094,Not Your Emergency Room (or No ER),828
2010,380842,Not Your Emergency Room (or No ER),658
2010,380857,Your Emergency Room,4892
2010,380857,Not Your Emergency Room (or No ER),10822
2010,380865,Not Your Emergency Room (or No ER),1045
2010,380868,Not Your Emergency Room (or No ER),747
2010,380929,Your Emergency Room,9504
2010,380929,Not Your Emergency Room (or No ER),22804
2010,380939,Your Emergency Room,10136
2010,380939,Not Your Emergency Room (or No ER),6224
2010,380960,Your Emergency Room,4122
2010,380960,Not Your Emergency Room (or No ER),2445
2010,380964,Your Emergency Room,2180
2010,380964,Not Your Emergency Room (or No ER),2927
2010,380965,Your Emergency Room,3233
2010,380965,Not Your Emergency Room (or No ER),3633
2010,381154,Your Emergency Room,7802
2010,381154,Not Your Emergency Room (or No ER),22282
2010,382715,Your Emergency Room,1474
2010,382715,Not Your Emergency Room (or No ER),462
2010,390846,Your Emergency Room,5081
2010,390846,Not Your Emergency Room (or No ER),6028
2010,390923,Your Emergency Room,5530
2010,390923,Not Your Emergency Room (or No ER),3561
2010,391010,Your Emergency Room,4287
2010,391010,Not Your Emergency Room (or No ER),6445
2010,391042,Your Emergency Room,8786
2010,391042,Not Your Emergency Room (or No ER),10424
2010,391042,Unknown,7
2010,391056,Your Emergency Room,2157
2010,391056,Not Your Emergency Room (or No ER),2497
2010,392232,Not Your Emergency Room (or No ER),1488
2010,392287,Your Emergency Room,1820
2010,392287,Not Your Emergency Room (or No ER),2460
2010,394003,Not Your Emergency Room (or No ER),1401
2010,394003,Unknown,1
2010,394009,Your Emergency Room,4655
2010,394009,Not Your Emergency Room (or No ER),7242
2010,394009,Unknown,2
2010,400466,Your Emergency Room,2142
2010,400466,Not Your Emergency Room (or No ER),723
2010,400480,Your Emergency Room,2139
2010,400480,Not Your Emergency Room (or No ER),3185
2010,400524,Your Emergency Room,2604
2010,400524,Not Your Emergency Room (or No ER),4521
2010,400548,Your Emergency Room,4196
2010,400548,Not Your Emergency Room (or No ER),2522
2010,404046,Not Your Emergency Room (or No ER),1319
2010,410782,Your Emergency Room,2965
2010,410782,Not Your Emergency Room (or No ER),1023
2010,410782,Unknown,1
2010,410804,Your Emergency Room,3264
2010,410804,Not Your Emergency Room (or No ER),5472
2010,410806,Your Emergency Room,4157
2010,410806,Not Your Emergency Room (or No ER),1743
2010,410817,Your Emergency Room,5034
2010,410817,Not Your Emergency Room (or No ER),3993
2010,410828,Not Your Emergency Room (or No ER),63
2010,410852,Your Emergency Room,8057
2010,410852,Not Your Emergency Room (or No ER),7420
2010,410891,Your Emergency Room,2934
2010,410891,Not Your Emergency Room (or No ER),6216
2010,414018,Not Your Emergency Room (or No ER),413
2010,420483,Your Emergency Room,702
2010,420483,Not Your Emergency Room (or No ER),934
2010,420491,Your Emergency Room,1488
2010,420491,Not Your Emergency Room (or No ER),1442
2010,420493,Your Emergency Room,5704
2010,420493,Not Your Emergency Room (or No ER),7221
2010,420514,Your Emergency Room,7618
2010,420514,Not Your Emergency Room (or No ER),13248
2010,420522,Your Emergency Room,215
2010,420522,Not Your Emergency Room (or No ER),102
2010,424002,Not Your Emergency Room (or No ER),513
2010,430705,Your Emergency Room,9064
2010,430705,Not Your Emergency Room (or No ER),1273
2010,430705,Unknown,8
2010,430763,Your Emergency Room,8209
2010,430763,Not Your Emergency Room (or No ER),15380
2010,430779,Your Emergency Room,7744
2010,430779,Not Your Emergency Room (or No ER),11818
2010,430837,Your Emergency Room,6422
2010,430837,Not Your Emergency Room (or No ER),9782
2010,430883,Your Emergency Room,11255
2010,430883,Not Your Emergency Room (or No ER),15954
2010,430905,Your Emergency Room,9559
2010,430905,Not Your Emergency Room (or No ER),14783
2010,431506,Your Emergency Room,6256
2010,431506,Not Your Emergency Room (or No ER),7469
2010,434040,Not Your Emergency Room (or No ER),16422
2010,434051,Not Your Emergency Room (or No ER),19
2010,434138,Your Emergency Room,2175
2010,434138,Not Your Emergency Room (or No ER),2021
2010,434153,Your Emergency Room,8978
2010,434153,Not Your Emergency Room (or No ER),16679
2010,434218,Not Your Emergency Room (or No ER),113
2010,440755,Your Emergency Room,6788
2010,440755,Not Your Emergency Room (or No ER),6578
2010,440755,Unknown,3
2010,444012,Not Your Emergency Room (or No ER),2601
2010,444013,Your Emergency Room,2148
2010,444013,Not Your Emergency Room (or No ER),4549
2010,450936,Your Emergency Room,302
2010,450936,Not Your Emergency Room (or No ER),262
2010,450940,Your Emergency Room,6326
2010,450940,Not Your Emergency Room (or No ER),1690
2010,450940,Unknown,1
2010,450949,Your Emergency Room,7145
2010,450949,Not Your Emergency Room (or No ER),9191
2010,454012,Not Your Emergency Room (or No ER),1244
2010,454013,Not Your Emergency Room (or No ER),300
2010,470871,Your Emergency Room,701
2010,470871,Not Your Emergency Room (or No ER),729
2010,474007,Your Emergency Room,1031
2010,474007,Not Your Emergency Room (or No ER),783
2010,480989,Your Emergency Room,5562
2010,480989,Not Your Emergency Room (or No ER),8115
2010,481015,Not Your Emergency Room (or No ER),2128
2010,481094,Your Emergency Room,3309
2010,481094,Not Your Emergency Room (or No ER),2582
2010,481357,Your Emergency Room,3479
2010,481357,Not Your Emergency Room (or No ER),3350
2010,484001,Your Emergency Room,2406
2010,484001,Not Your Emergency Room (or No ER),281
2010,484001,Unknown,5
2010,484028,Not Your Emergency Room (or No ER),559
2010,484044,Your Emergency Room,2975
2010,484044,Not Your Emergency Room (or No ER),548
2010,490919,Your Emergency Room,2078
2010,490919,Not Your Emergency Room (or No ER),5435
2010,490919,Unknown,1
2010,490964,Your Emergency Room,608
2010,490964,Not Your Emergency Room (or No ER),287
2010,491001,Your Emergency Room,2008
2010,491001,Not Your Emergency Room (or No ER),1436
2010,491064,Your Emergency Room,7015
2010,491064,Not Your Emergency Room (or No ER),5907
2010,491076,Your Emergency Room,1216
2010,491076,Not Your Emergency Room (or No ER),1005
2010,491338,Your Emergency Room,844
2010,491338,Not Your Emergency Room (or No ER),373
2010,494019,Your Emergency Room,4606
2010,494019,Not Your Emergency Room (or No ER),6038
2010,500852,Your Emergency Room,8972
2010,500852,Not Your Emergency Room (or No ER),14917
2010,500867,Your Emergency Room,7320
2010,500867,Not Your Emergency Room (or No ER),4875
2010,500939,Your Emergency Room,14248
2010,500939,Not Your Emergency Room (or No ER),8777
2010,500954,Not Your Emergency Room (or No ER),1
2010,500967,Your Emergency Room,828
2010,500967,Not Your Emergency Room (or No ER),1053
2010,504038,Not Your Emergency Room (or No ER),960
2010,514001,Not Your Emergency Room (or No ER),354
2010,514030,Not Your Emergency Room (or No ER),679
2010,514033,Not Your Emergency Room (or No ER),525
2010,521041,Your Emergency Room,1787
2010,521041,Not Your Emergency Room (or No ER),2224
2010,531059,Your Emergency Room,357
2010,531059,Not Your Emergency Room (or No ER),134
2010,540734,Your Emergency Room,11913
2010,540734,Not Your Emergency Room (or No ER),15956
2010,540798,Your Emergency Room,4942
2010,540798,Not Your Emergency Room (or No ER),4644
2010,540816,Your Emergency Room,3141
2010,540816,Not Your Emergency Room (or No ER),3667
2010,551061,Not Your Emergency Room (or No ER),11
2010,554011,Your Emergency Room,3422
2010,554011,Not Your Emergency Room (or No ER),2087
2010,560203,Not Your Emergency Room (or No ER),3276
2010,560473,Your Emergency Room,5683
2010,560473,Not Your Emergency Room (or No ER),9794
2010,560481,Your Emergency Room,5828
2010,560481,Not Your Emergency Room (or No ER),10121
2010,560492,Your Emergency Room,7930
2010,560492,Not Your Emergency Room (or No ER),7793
2010,560492,Unknown,2
2010,560501,Your Emergency Room,689
2010,560501,Not Your Emergency Room (or No ER),417
2010,560508,Your Emergency Room,2652
2010,560508,Not Your Emergency Room (or No ER),1047
2010,560525,Your Emergency Room,3865
2010,560525,Not Your Emergency Room (or No ER),2903
2010,560529,Your Emergency Room,6816
2010,560529,Not Your Emergency Room (or No ER),7364
2010,560838,Not Your Emergency Room (or No ER),170
2010,564121,Not Your Emergency Room (or No ER),1223
2010,571086,Your Emergency Room,1960
2010,571086,Not Your Emergency Room (or No ER),3093
2010,574010,Your Emergency Room,1273
2010,574010,Not Your Emergency Room (or No ER),3456
2010,580996,Your Emergency Room,6938
2010,580996,Not Your Emergency Room (or No ER),7151
2011,10735,Your Emergency Room,2458
2011,10735,Not Your Emergency Room (or No ER),319
2011,10739,Your Emergency Room,6630
2011,10739,Not Your Emergency Room (or No ER),17246
2011,10776,Your Emergency Room,6962
2011,10776,Not Your Emergency Room (or No ER),3293
2011,10782,Not Your Emergency Room (or No ER),131
2011,10805,Your Emergency Room,6732
2011,10805,Not Your Emergency Room (or No ER),3773
2011,10844,Your Emergency Room,9
2011,10844,Not Your Emergency Room (or No ER),3445
2011,10846,Your Emergency Room,8547
2011,10846,Not Your Emergency Room (or No ER),6592
2011,10856,Your Emergency Room,9124
2011,10856,Not Your Emergency Room (or No ER),11657
2011,10858,Your Emergency Room,8960
2011,10858,Not Your Emergency Room (or No ER),8669
2011,10887,Not Your Emergency Room (or No ER),474
2011,10937,Your Emergency Room,8582
2011,10937,Not Your Emergency Room (or No ER),4890
2011,10967,Your Emergency Room,5862
2011,10967,Not Your Emergency Room (or No ER),3089
2011,10967,Unknown,2
2011,10987,Your Emergency Room,7512
2011,10987,Not Your Emergency Room (or No ER),7167
2011,13619,Your Emergency Room,3201
2011,13619,Not Your Emergency Room (or No ER),506
2011,13687,Not Your Emergency Room (or No ER),515
2011,14034,Not Your Emergency Room (or No ER),2982
2011,14050,Your Emergency Room,3762
2011,14050,Not Your Emergency Room (or No ER),5210
2011,14207,Not Your Emergency Room (or No ER),1207
2011,14226,Not Your Emergency Room (or No ER),483
2011,34002,Your Emergency Room,1527
2011,34002,Not Your Emergency Room (or No ER),1022
2011,40802,Your Emergency Room,655
2011,40802,Not Your Emergency Room (or No ER),231
2011,40875,Your Emergency Room,3436
2011,40875,Not Your Emergency Room (or No ER),2910
2011,40875,Unknown,1
2011,40937,Your Emergency Room,7809
2011,40937,Not Your Emergency Room (or No ER),2292
2011,40962,Your Emergency Room,8913
2011,40962,Not Your Emergency Room (or No ER),6919
2011,44006,Not Your Emergency Room (or No ER),638
2011,50932,Your Emergency Room,1139
2011,50932,Not Your Emergency Room (or No ER),220
2011,60870,Your Emergency Room,612
2011,60870,Not Your Emergency Room (or No ER),598
2011,70904,Your Emergency Room,5288
2011,70904,Not Your Emergency Room (or No ER),708
2011,70924,Your Emergency Room,5157
2011,70924,Not Your Emergency Room (or No ER),5707
2011,70934,Your Emergency Room,6395
2011,70934,Not Your Emergency Room (or No ER),2304
2011,70988,Your Emergency Room,10018
2011,70988,Not Your Emergency Room (or No ER),9692
2011,70990,Your Emergency Room,7719
2011,70990,Not Your Emergency Room (or No ER),10071
2011,71018,Your Emergency Room,6458
2011,71018,Not Your Emergency Room (or No ER),2770
2011,74017,Your Emergency Room,2850
2011,74017,Not Your Emergency Room (or No ER),2528
2011,410817,Your Emergency Room,5024
2011,74039,Not Your Emergency Room (or No ER),2847
2011,74097,Your Emergency Room,3890
2011,74097,Not Your Emergency Room (or No ER),5110
2011,84001,Your Emergency Room,1802
2011,84001,Not Your Emergency Room (or No ER),796
2011,90793,Your Emergency Room,1431
2011,90793,Not Your Emergency Room (or No ER),1222
2011,90933,Your Emergency Room,3914
2011,90933,Not Your Emergency Room (or No ER),2030
2011,94002,Not Your Emergency Room (or No ER),343
2011,100005,Your Emergency Room,3764
2011,100005,Not Your Emergency Room (or No ER),9286
2011,100697,Your Emergency Room,565
2011,100697,Not Your Emergency Room (or No ER),98
2011,100717,Your Emergency Room,22281
2011,100717,Not Your Emergency Room (or No ER),21293
2011,100797,Your Emergency Room,552
2011,100797,Not Your Emergency Room (or No ER),2468
2011,100899,Your Emergency Room,15840
2011,100899,Not Your Emergency Room (or No ER),13640
2011,104023,Not Your Emergency Room (or No ER),1507
2011,104047,Not Your Emergency Room (or No ER),2069
2011,104062,Your Emergency Room,4452
2011,104062,Not Your Emergency Room (or No ER),4083
2011,104089,Not Your Emergency Room (or No ER),1225
2011,105029,Not Your Emergency Room (or No ER),3366
2011,110889,Your Emergency Room,314
2011,110889,Not Your Emergency Room (or No ER),30
2011,121002,Your Emergency Room,1063
2011,121002,Not Your Emergency Room (or No ER),1192
2011,121031,Your Emergency Room,36
2011,121031,Not Your Emergency Room (or No ER),36
2011,121051,Your Emergency Room,737
2011,121051,Not Your Emergency Room (or No ER),1110
2011,121080,Your Emergency Room,3573
2011,121080,Not Your Emergency Room (or No ER),3474
2011,124004,Not Your Emergency Room (or No ER),572
2011,130699,Your Emergency Room,4213
2011,130699,Not Your Emergency Room (or No ER),3050
2011,130699,Unknown,3
2011,130760,Your Emergency Room,3093
2011,130760,Not Your Emergency Room (or No ER),5191
2011,141273,Your Emergency Room,499
2011,141273,Not Your Emergency Room (or No ER),538
2011,141338,Your Emergency Room,74
2011,141338,Not Your Emergency Room (or No ER),31
2011,150706,Your Emergency Room,1729
2011,150706,Not Your Emergency Room (or No ER),2345
2011,150706,Unknown,1
2011,150722,Your Emergency Room,8158
2011,150722,Not Your Emergency Room (or No ER),12677
2011,150736,Your Emergency Room,4919
2011,150736,Not Your Emergency Room (or No ER),8983
2011,150737,Your Emergency Room,640
2011,150737,Not Your Emergency Room (or No ER),224
2011,150761,Your Emergency Room,8027
2011,150761,Not Your Emergency Room (or No ER),6966
2011,150775,Not Your Emergency Room (or No ER),3113
2011,150775,Unknown,1
2011,150782,Your Emergency Room,1433
2011,150782,Not Your Emergency Room (or No ER),1373
2011,150788,Your Emergency Room,12518
2011,150788,Not Your Emergency Room (or No ER),9841
2011,150788,Unknown,1
2011,154022,Not Your Emergency Room (or No ER),1555
2011,154101,Your Emergency Room,3379
2011,154101,Not Your Emergency Room (or No ER),664
2011,154147,Not Your Emergency Room (or No ER),455
2011,154160,Not Your Emergency Room (or No ER),346
2011,160787,Not Your Emergency Room (or No ER),3974
2011,164029,Your Emergency Room,8845
2011,164029,Not Your Emergency Room (or No ER),3938
2011,171049,Your Emergency Room,1383
2011,171049,Not Your Emergency Room (or No ER),557
2011,171395,Your Emergency Room,1347
2011,171395,Not Your Emergency Room (or No ER),1000
2011,184008,Your Emergency Room,886
2011,184008,Not Your Emergency Room (or No ER),714
2011,190017,Your Emergency Room,2980
2011,190017,Not Your Emergency Room (or No ER),1235
2011,190020,Not Your Emergency Room (or No ER),4717
2011,190020,Unknown,2
2011,190045,Your Emergency Room,16
2011,190045,Not Your Emergency Room (or No ER),16
2011,190049,Not Your Emergency Room (or No ER),805
2011,190052,Not Your Emergency Room (or No ER),799
2011,190053,Your Emergency Room,6404
2011,190053,Not Your Emergency Room (or No ER),7995
2011,190066,Your Emergency Room,1893
2011,190066,Not Your Emergency Room (or No ER),4383
2011,190066,Unknown,1
2011,190081,Your Emergency Room,6109
2011,190081,Not Your Emergency Room (or No ER),3495
2011,190110,Your Emergency Room,5873
2011,190110,Not Your Emergency Room (or No ER),2859
2011,190125,Your Emergency Room,9262
2011,190125,Not Your Emergency Room (or No ER),11276
2011,190137,Not Your Emergency Room (or No ER),1237
2011,190148,Your Emergency Room,15740
2011,190148,Not Your Emergency Room (or No ER),3291
2011,190148,Unknown,1
2011,190150,Not Your Emergency Room (or No ER),941
2011,190159,Your Emergency Room,2016
2011,190159,Not Your Emergency Room (or No ER),1210
2011,190163,Not Your Emergency Room (or No ER),5058
2011,190170,Your Emergency Room,5242
2011,190170,Not Your Emergency Room (or No ER),6623
2011,190176,Not Your Emergency Room (or No ER),6063
2011,190184,Not Your Emergency Room (or No ER),6045
2011,190196,Not Your Emergency Room (or No ER),1092
2011,190197,Your Emergency Room,3519
2011,190197,Not Your Emergency Room (or No ER),360
2011,190198,Your Emergency Room,2951
2011,190198,Not Your Emergency Room (or No ER),2673
2014,10967,Your Emergency Room,4258
2011,190200,Your Emergency Room,5186
2011,190200,Not Your Emergency Room (or No ER),5871
2011,190232,Not Your Emergency Room (or No ER),5845
2011,190240,Your Emergency Room,5867
2011,190240,Not Your Emergency Room (or No ER),2173
2011,190243,Your Emergency Room,8078
2011,190243,Not Your Emergency Room (or No ER),4942
2011,190256,Your Emergency Room,2585
2011,190256,Not Your Emergency Room (or No ER),2635
2011,190280,Your Emergency Room,1660
2011,190280,Not Your Emergency Room (or No ER),150
2011,190298,Your Emergency Room,3675
2011,190298,Not Your Emergency Room (or No ER),2676
2011,190305,Not Your Emergency Room (or No ER),914
2011,190307,Not Your Emergency Room (or No ER),8434
2011,190307,Unknown,2
2011,190315,Your Emergency Room,5922
2011,190315,Not Your Emergency Room (or No ER),9387
2011,190315,Unknown,1
2011,190317,Not Your Emergency Room (or No ER),1021
2011,190323,Your Emergency Room,12597
2011,190323,Not Your Emergency Room (or No ER),9995
2011,190328,Your Emergency Room,1382
2011,190328,Not Your Emergency Room (or No ER),674
2011,190352,Your Emergency Room,2789
2011,190352,Not Your Emergency Room (or No ER),1532
2011,190352,Unknown,1
2011,190380,Not Your Emergency Room (or No ER),3580
2011,190382,Your Emergency Room,5814
2011,190382,Not Your Emergency Room (or No ER),12299
2011,190382,Unknown,2
2011,190385,Your Emergency Room,9705
2011,190385,Not Your Emergency Room (or No ER),8176
2011,190392,Your Emergency Room,5928
2011,190392,Not Your Emergency Room (or No ER),13144
2011,190400,Your Emergency Room,15724
2011,190400,Not Your Emergency Room (or No ER),15142
2011,190410,Not Your Emergency Room (or No ER),2957
2011,190413,Your Emergency Room,6424
2011,190413,Not Your Emergency Room (or No ER),3086
2011,190413,Unknown,1
2011,190422,Your Emergency Room,13220
2011,190422,Not Your Emergency Room (or No ER),14669
2011,190422,Unknown,15
2011,190429,Your Emergency Room,10167
2011,190429,Not Your Emergency Room (or No ER),18913
2011,190431,Your Emergency Room,8054
2011,190431,Not Your Emergency Room (or No ER),8517
2011,190432,Your Emergency Room,7396
2011,190432,Not Your Emergency Room (or No ER),7043
2011,190434,Your Emergency Room,6573
2011,190434,Not Your Emergency Room (or No ER),7656
2011,190449,Not Your Emergency Room (or No ER),2252
2011,190462,Not Your Emergency Room (or No ER),2355
2011,190468,Not Your Emergency Room (or No ER),1611
2011,190470,Your Emergency Room,13046
2011,190470,Not Your Emergency Room (or No ER),10023
2011,190475,Your Emergency Room,3736
2011,190475,Not Your Emergency Room (or No ER),399
2011,190500,Your Emergency Room,2897
2011,190500,Not Your Emergency Room (or No ER),1516
2011,190517,Your Emergency Room,8188
2011,190517,Not Your Emergency Room (or No ER),7691
2011,190521,Your Emergency Room,5414
2011,190521,Not Your Emergency Room (or No ER),2748
2011,190521,Unknown,1
2011,190522,Your Emergency Room,6677
2011,190522,Not Your Emergency Room (or No ER),6359
2011,190524,Your Emergency Room,4781
2011,190524,Not Your Emergency Room (or No ER),2153
2011,190525,Your Emergency Room,14713
2011,190525,Not Your Emergency Room (or No ER),6661
2011,190529,Your Emergency Room,10528
2011,190529,Not Your Emergency Room (or No ER),7756
2011,190529,Unknown,15
2011,190534,Your Emergency Room,4698
2011,190534,Not Your Emergency Room (or No ER),1396
2011,190534,Unknown,1
2011,190541,Not Your Emergency Room (or No ER),663
2011,190547,Your Emergency Room,2198
2011,190547,Not Your Emergency Room (or No ER),4457
2011,190552,Not Your Emergency Room (or No ER),271
2011,190555,Your Emergency Room,24300
2011,190555,Not Your Emergency Room (or No ER),31322
2011,190568,Your Emergency Room,11373
2011,190568,Not Your Emergency Room (or No ER),9041
2011,190568,Unknown,9
2011,190570,Your Emergency Room,2234
2011,190570,Not Your Emergency Room (or No ER),601
2011,190630,Your Emergency Room,11580
2011,190630,Not Your Emergency Room (or No ER),16398
2011,190631,Your Emergency Room,10957
2011,190631,Not Your Emergency Room (or No ER),10724
2011,190636,Your Emergency Room,9168
2011,190636,Not Your Emergency Room (or No ER),10922
2011,190680,Your Emergency Room,3800
2011,190680,Not Your Emergency Room (or No ER),4078
2011,190687,Your Emergency Room,8141
2011,190687,Not Your Emergency Room (or No ER),7660
2011,190687,Unknown,2
2011,190696,Your Emergency Room,2155
2011,190696,Not Your Emergency Room (or No ER),3386
2011,190708,Your Emergency Room,3935
2011,190708,Not Your Emergency Room (or No ER),291
2011,190712,Not Your Emergency Room (or No ER),1116
2011,190754,Your Emergency Room,10266
2011,190754,Not Your Emergency Room (or No ER),14177
2011,190756,Your Emergency Room,6143
2011,190756,Not Your Emergency Room (or No ER),8105
2011,190758,Your Emergency Room,10367
2011,190758,Not Your Emergency Room (or No ER),10183
2011,190762,Your Emergency Room,4313
2011,190762,Not Your Emergency Room (or No ER),5242
2011,190766,Your Emergency Room,3337
