Year,OSHPD ID,Principal Injury Group,Count
2009,196035,Self-Inflicted,38
2009,196035,Inflicted by Others,12
2009,196035,Undetermined,7
2009,196035,Late Effects of Injury,30
2009,196168,Rail & Motor Vehicles,124
2009,196168,Other Vehicle/Transport,21
2009,196168,Accidental Poisoning,43
2009,196168,Accidental Falls,244
2009,196168,Fire Accidents,1
2009,196168,Natural/Environment,14
2009,196168,Submersion/Suffocation/Foreign Body,71
2009,196168,Other Accidents,73
2009,196168,Adverse Effects of Drugs,125
2009,196168,Self-Inflicted,37
2009,196168,Inflicted by Others,43
2009,196168,Undetermined,12
2009,196168,Late Effects of Injury,6
2009,196403,Rail & Motor Vehicles,20
2009,196403,Other Vehicle/Transport,8
2009,196403,Accidental Poisoning,14
2009,196403,Accidental Falls,167
2009,196403,Fire Accidents,1
2009,196403,Natural/Environment,14
2009,196403,Submersion/Suffocation/Foreign Body,5
2009,250956,Natural/Environment,1
2009,196403,Other Accidents,68
2009,196403,Adverse Effects of Drugs,366
2009,196403,Self-Inflicted,13
2009,196403,Inflicted by Others,6
2009,196403,Undetermined,2
2009,196403,Late Effects of Injury,6
2009,201281,Rail & Motor Vehicles,13
2009,201281,Other Vehicle/Transport,4
2009,201281,Accidental Poisoning,20
2009,201281,Misadventures/Complications,147
2009,201281,Accidental Falls,109
2009,201281,Natural/Environment,10
2009,201281,Submersion/Suffocation/Foreign Body,8
2009,201281,Other Accidents,39
2009,201281,Adverse Effects of Drugs,96
2009,201281,Self-Inflicted,12
2009,201281,Inflicted by Others,7
2009,201281,Undetermined,14
2009,201281,Late Effects of Injury,1
2009,204019,Rail & Motor Vehicles,101
2009,204019,Other Vehicle/Transport,38
2009,204019,Accidental Poisoning,75
2009,204019,Misadventures/Complications,33
2009,204019,Accidental Falls,344
2009,204019,Fire Accidents,2
2009,204019,Natural/Environment,62
2009,204019,Submersion/Suffocation/Foreign Body,124
2009,204019,Other Accidents,205
2009,204019,Adverse Effects of Drugs,479
2009,204019,Self-Inflicted,9
2009,204019,Inflicted by Others,49
2009,204019,Undetermined,8
2009,204019,Late Effects of Injury,97
2009,210992,Rail & Motor Vehicles,7
2009,210992,Other Vehicle/Transport,11
2009,210992,Accidental Poisoning,19
2009,210992,Accidental Falls,302
2009,210992,Fire Accidents,1
2009,210992,Natural/Environment,13
2009,210992,Submersion/Suffocation/Foreign Body,5
2009,210992,Other Accidents,70
2009,210992,Adverse Effects of Drugs,461
2009,210992,Self-Inflicted,17
2009,210992,Inflicted by Others,9
2009,210992,Undetermined,1
2009,210992,Late Effects of Injury,31
2009,210993,Misadventures/Complications,53
2009,210993,Accidental Falls,5
2009,210993,Submersion/Suffocation/Foreign Body,2
2009,210993,Other Accidents,5
2009,210993,Adverse Effects of Drugs,15
2009,210993,Late Effects of Injury,13
2009,211006,Rail & Motor Vehicles,120
2009,211006,Other Vehicle/Transport,79
2009,211006,Accidental Poisoning,64
2009,211006,Misadventures/Complications,709
2009,211006,Accidental Falls,708
2009,211006,Fire Accidents,4
2009,211006,Natural/Environment,18
2009,211006,Submersion/Suffocation/Foreign Body,15
2009,211006,Other Accidents,166
2009,211006,Adverse Effects of Drugs,730
2009,211006,Self-Inflicted,83
2009,211006,Inflicted by Others,30
2009,211006,Undetermined,10
2009,211006,Late Effects of Injury,90
2009,214034,Rail & Motor Vehicles,1
2009,214034,Other Vehicle/Transport,3
2009,214034,Accidental Poisoning,9
2009,214034,Misadventures/Complications,2
2009,214034,Accidental Falls,114
2009,214034,Natural/Environment,2
2009,214034,Submersion/Suffocation/Foreign Body,1
2009,214034,Other Accidents,32
2009,214034,Adverse Effects of Drugs,115
2009,214034,Self-Inflicted,7
2009,214034,Inflicted by Others,2
2009,214034,Undetermined,1
2009,214034,Late Effects of Injury,1
2009,220733,Rail & Motor Vehicles,2
2009,220733,Accidental Poisoning,4
2009,220733,Misadventures/Complications,3
2009,220733,Accidental Falls,8
2009,220733,Natural/Environment,2
2009,220733,Other Accidents,2
2009,220733,Adverse Effects of Drugs,12
2009,220733,Undetermined,1
2009,230949,Rail & Motor Vehicles,44
2009,230949,Other Vehicle/Transport,14
2009,230949,Accidental Poisoning,13
2009,230949,Misadventures/Complications,135
2009,230949,Accidental Falls,205
2009,230949,Natural/Environment,6
2009,230949,Submersion/Suffocation/Foreign Body,1
2009,230949,Other Accidents,76
2009,230949,Adverse Effects of Drugs,91
2009,230949,Self-Inflicted,7
2009,230949,Inflicted by Others,7
2009,230949,Undetermined,2
2009,230949,Late Effects of Injury,25
2009,231013,Rail & Motor Vehicles,6
2009,231013,Accidental Poisoning,16
2009,231013,Misadventures/Complications,50
2009,231013,Accidental Falls,39
2009,231013,Natural/Environment,1
2009,231013,Submersion/Suffocation/Foreign Body,1
2009,231013,Other Accidents,8
2009,231013,Adverse Effects of Drugs,69
2009,231013,Self-Inflicted,6
2009,231013,Undetermined,2
2009,231013,Late Effects of Injury,2
2009,231396,Rail & Motor Vehicles,15
2009,231396,Other Vehicle/Transport,8
2009,231396,Accidental Poisoning,35
2009,231396,Misadventures/Complications,201
2009,231396,Accidental Falls,167
2009,231396,Fire Accidents,2
2009,231396,Natural/Environment,12
2009,231396,Submersion/Suffocation/Foreign Body,19
2009,231396,Other Accidents,97
2009,231396,Adverse Effects of Drugs,191
2009,231396,Self-Inflicted,30
2009,231396,Inflicted by Others,5
2009,231396,Undetermined,25
2009,231396,Late Effects of Injury,38
2009,240924,Rail & Motor Vehicles,1
2009,240924,Accidental Poisoning,4
2009,240924,Misadventures/Complications,18
2009,240924,Accidental Falls,20
2009,240924,Natural/Environment,1
2009,240924,Other Accidents,6
2009,240924,Adverse Effects of Drugs,45
2009,240924,Self-Inflicted,5
2009,240924,Inflicted by Others,2
2009,240924,Undetermined,1
2009,240924,Late Effects of Injury,2
2009,240942,Rail & Motor Vehicles,18
2009,240942,Other Vehicle/Transport,2
2009,240942,Accidental Poisoning,33
2009,240942,Misadventures/Complications,345
2009,240942,Accidental Falls,305
2009,240942,Fire Accidents,1
2009,240942,Natural/Environment,32
2009,240942,Submersion/Suffocation/Foreign Body,28
2009,240942,Other Accidents,93
2009,240942,Adverse Effects of Drugs,437
2009,240942,Self-Inflicted,44
2009,240942,Inflicted by Others,7
2009,240942,Undetermined,8
2009,240942,Late Effects of Injury,45
2009,250955,Rail & Motor Vehicles,1
2009,250955,Self-Inflicted,1
2009,250956,Rail & Motor Vehicles,1
2009,250956,Accidental Poisoning,6
2009,250956,Misadventures/Complications,11
2009,250956,Accidental Falls,6
2009,250956,Other Accidents,6
2009,250956,Adverse Effects of Drugs,26
2009,250956,Self-Inflicted,6
2009,250956,Undetermined,2
2009,250956,Late Effects of Injury,4
2009,260011,Rail & Motor Vehicles,23
2009,260011,Other Vehicle/Transport,7
2009,260011,Accidental Poisoning,1
2009,260011,Misadventures/Complications,27
2009,260011,Accidental Falls,111
2009,260011,Natural/Environment,15
2009,260011,Submersion/Suffocation/Foreign Body,3
2009,260011,Other Accidents,36
2009,260011,Adverse Effects of Drugs,14
2009,260011,Self-Inflicted,3
2009,260011,Late Effects of Injury,11
2009,270744,Rail & Motor Vehicles,47
2009,270744,Other Vehicle/Transport,20
2009,270744,Accidental Poisoning,42
2009,270744,Misadventures/Complications,695
2009,270744,Accidental Falls,624
2009,270744,Natural/Environment,19
2009,270744,Submersion/Suffocation/Foreign Body,13
2009,270744,Other Accidents,102
2009,270744,Adverse Effects of Drugs,436
2009,270744,Self-Inflicted,137
2009,270744,Inflicted by Others,27
2009,270744,Undetermined,18
2009,270744,Late Effects of Injury,41
2009,270777,Rail & Motor Vehicles,1
2009,270777,Other Vehicle/Transport,1
2009,270777,Accidental Poisoning,10
2009,270777,Misadventures/Complications,8
2009,270777,Accidental Falls,27
2009,270777,Submersion/Suffocation/Foreign Body,3
2009,270777,Other Accidents,8
2009,270777,Adverse Effects of Drugs,43
2009,270777,Self-Inflicted,8
2009,270777,Inflicted by Others,3
2009,270777,Undetermined,3
2009,270777,Late Effects of Injury,1
2009,270875,Rail & Motor Vehicles,71
2009,270875,Other Vehicle/Transport,11
2009,270875,Accidental Poisoning,45
2009,270875,Misadventures/Complications,29
2009,270875,Accidental Falls,383
2009,270875,Fire Accidents,1
2009,270875,Natural/Environment,16
2009,270875,Submersion/Suffocation/Foreign Body,5
2009,270875,Other Accidents,83
2009,270875,Adverse Effects of Drugs,459
2009,270875,Self-Inflicted,14
2009,270875,Inflicted by Others,24
2009,270875,Undetermined,4
2009,270875,Late Effects of Injury,16
2009,274043,Rail & Motor Vehicles,21
2009,274043,Other Vehicle/Transport,6
2009,274043,Accidental Poisoning,26
2009,274043,Misadventures/Complications,11
2009,274043,Accidental Falls,91
2009,274043,Fire Accidents,1
2009,274043,Natural/Environment,5
2009,274043,Submersion/Suffocation/Foreign Body,15
2009,274043,Other Accidents,54
2009,274043,Adverse Effects of Drugs,141
2009,274043,Self-Inflicted,81
2009,274043,Inflicted by Others,29
2009,274043,Undetermined,12
2009,274043,Late Effects of Injury,13
2009,281047,Rail & Motor Vehicles,74
2009,281047,Other Vehicle/Transport,19
2009,281047,Accidental Poisoning,47
2009,281047,Misadventures/Complications,632
2009,281047,Accidental Falls,340
2009,281047,Fire Accidents,2
2009,281047,Natural/Environment,12
2009,281047,Submersion/Suffocation/Foreign Body,35
2009,281047,Other Accidents,61
2009,281047,Adverse Effects of Drugs,414
2009,281047,Self-Inflicted,41
2009,281047,Inflicted by Others,12
2009,281047,Undetermined,5
2009,281047,Late Effects of Injury,28
2009,281078,Rail & Motor Vehicles,7
2009,281078,Other Vehicle/Transport,4
2009,281078,Accidental Poisoning,29
2009,281078,Misadventures/Complications,303
2009,281078,Accidental Falls,61
2009,281078,Natural/Environment,12
2009,281078,Submersion/Suffocation/Foreign Body,10
2009,281078,Other Accidents,14
2009,281078,Adverse Effects of Drugs,243
2009,281078,Self-Inflicted,20
2009,281078,Inflicted by Others,7
2009,281078,Undetermined,6
2009,281078,Late Effects of Injury,33
2009,281297,Misadventures/Complications,3
2009,281297,Accidental Falls,19
2009,281297,Submersion/Suffocation/Foreign Body,1
2009,281297,Other Accidents,4
2009,281297,Adverse Effects of Drugs,1
2009,281297,Self-Inflicted,1
2009,291023,Rail & Motor Vehicles,47
2009,291023,Other Vehicle/Transport,12
2009,291023,Accidental Poisoning,80
2009,291023,Misadventures/Complications,246
2009,291023,Accidental Falls,461
2009,291023,Fire Accidents,4
2009,291023,Natural/Environment,33
2009,291023,Submersion/Suffocation/Foreign Body,13
2009,291023,Other Accidents,93
2009,291023,Adverse Effects of Drugs,645
2009,291023,Self-Inflicted,54
2009,291023,Inflicted by Others,9
2009,291023,Undetermined,10
2009,291023,Late Effects of Injury,97
2009,291053,Rail & Motor Vehicles,23
2009,291053,Other Vehicle/Transport,17
2009,291053,Accidental Poisoning,7
2009,291053,Misadventures/Complications,119
2009,291053,Accidental Falls,198
2009,291053,Fire Accidents,1
2009,291053,Natural/Environment,11
2009,291053,Submersion/Suffocation/Foreign Body,3
2009,291053,Other Accidents,30
2009,291053,Adverse Effects of Drugs,82
2009,291053,Self-Inflicted,9
2009,291053,Undetermined,1
2009,291053,Late Effects of Injury,9
2009,300032,Rail & Motor Vehicles,8
2009,300032,Other Vehicle/Transport,10
2009,300032,Accidental Poisoning,70
2009,300032,Misadventures/Complications,580
2009,300032,Accidental Falls,192
2009,300032,Natural/Environment,34
2009,300032,Submersion/Suffocation/Foreign Body,124
2009,300032,Other Accidents,78
2009,300032,Adverse Effects of Drugs,263
2009,300032,Self-Inflicted,25
2009,300032,Inflicted by Others,13
2009,300032,Undetermined,21
2009,300032,Late Effects of Injury,41
2009,300225,Rail & Motor Vehicles,12
2009,300225,Other Vehicle/Transport,9
2009,300225,Accidental Poisoning,36
2009,300225,Misadventures/Complications,526
2009,300225,Accidental Falls,430
2009,300225,Fire Accidents,2
2009,300225,Natural/Environment,13
2009,300225,Submersion/Suffocation/Foreign Body,19
2009,300225,Other Accidents,99
2009,300225,Adverse Effects of Drugs,593
2009,300225,Self-Inflicted,25
2009,300225,Inflicted by Others,3
2009,300225,Undetermined,7
2009,300225,Late Effects of Injury,27
2009,301097,Rail & Motor Vehicles,1
2009,301097,Accidental Poisoning,2
2009,301097,Misadventures/Complications,1
2009,301097,Accidental Falls,14
2009,301097,Natural/Environment,2
2009,301097,Submersion/Suffocation/Foreign Body,3
2009,301097,Other Accidents,3
2009,301097,Adverse Effects of Drugs,2
2009,301097,Self-Inflicted,1
2009,301097,Inflicted by Others,1
2009,301098,Rail & Motor Vehicles,29
2009,301098,Other Vehicle/Transport,4
2009,301098,Accidental Poisoning,44
2009,301098,Misadventures/Complications,712
2009,301098,Accidental Falls,476
2009,301098,Fire Accidents,2
2009,301098,Natural/Environment,21
2009,301098,Submersion/Suffocation/Foreign Body,10
2009,301098,Other Accidents,153
2009,301098,Adverse Effects of Drugs,595
2009,301098,Self-Inflicted,33
2009,301098,Inflicted by Others,15
2009,301098,Undetermined,13
2009,301098,Late Effects of Injury,25
2009,301127,Rail & Motor Vehicles,1
2009,301127,Misadventures/Complications,43
2009,301127,Accidental Falls,7
2009,301127,Submersion/Suffocation/Foreign Body,2
2009,301127,Other Accidents,3
2009,301127,Adverse Effects of Drugs,13
2009,301127,Late Effects of Injury,10
2009,301132,Rail & Motor Vehicles,61
2009,301132,Other Vehicle/Transport,26
2009,301132,Accidental Poisoning,80
2009,301132,Accidental Falls,776
2009,301132,Fire Accidents,2
2009,301132,Natural/Environment,53
2009,301132,Submersion/Suffocation/Foreign Body,36
2009,301132,Other Accidents,357
2009,301132,Adverse Effects of Drugs,1914
2009,301132,Self-Inflicted,86
2009,301132,Inflicted by Others,16
2009,301132,Undetermined,27
2009,301132,War,1
2009,301132,Late Effects of Injury,60
2009,301140,Rail & Motor Vehicles,6
2009,301140,Accidental Poisoning,11
2009,301140,Misadventures/Complications,82
2009,301140,Accidental Falls,69
2009,301140,Natural/Environment,7
2009,301140,Submersion/Suffocation/Foreign Body,2
2009,301140,Other Accidents,19
2009,301140,Adverse Effects of Drugs,60
2009,301140,Self-Inflicted,13
2009,301140,Inflicted by Others,1
2009,301140,Undetermined,6
2009,301140,Late Effects of Injury,12
2009,301155,Rail & Motor Vehicles,5
2009,301155,Other Vehicle/Transport,1
2009,301155,Misadventures/Complications,1
2009,301155,Accidental Falls,17
2009,301155,Fire Accidents,2
2009,301155,Natural/Environment,4
2009,301155,Submersion/Suffocation/Foreign Body,2
2009,301155,Other Accidents,53
2009,301155,Adverse Effects of Drugs,3
2009,301155,Self-Inflicted,140
2009,301155,Inflicted by Others,16
2009,301155,Undetermined,6
2009,301155,Late Effects of Injury,13
2009,301175,Rail & Motor Vehicles,25
2009,301175,Other Vehicle/Transport,11
2009,301175,Accidental Poisoning,63
2009,301175,Misadventures/Complications,1289
2009,301175,Accidental Falls,568
2009,301175,Natural/Environment,16
2009,301175,Submersion/Suffocation/Foreign Body,48
2009,301175,Other Accidents,147
2009,301175,Adverse Effects of Drugs,814
2009,301175,Self-Inflicted,33
2009,301175,Inflicted by Others,17
2009,301175,Undetermined,7
2009,301175,War,1
2009,301175,Late Effects of Injury,37
2009,301188,Rail & Motor Vehicles,4
2009,301188,Other Vehicle/Transport,2
2009,301188,Accidental Poisoning,16
2009,301188,Misadventures/Complications,176
2009,301188,Accidental Falls,118
2009,301188,Fire Accidents,2
2009,301188,Natural/Environment,14
2009,301188,Submersion/Suffocation/Foreign Body,9
2009,301188,Other Accidents,96
2009,301188,Adverse Effects of Drugs,139
2009,301188,Self-Inflicted,86
2009,301188,Inflicted by Others,29
2009,301188,Undetermined,10
2009,301188,Late Effects of Injury,76
2009,301205,Rail & Motor Vehicles,79
2009,301205,Other Vehicle/Transport,51
2009,301205,Accidental Poisoning,98
2009,301205,Misadventures/Complications,2192
2009,301205,Accidental Falls,1023
2009,301205,Fire Accidents,2
2009,301205,Natural/Environment,41
2009,301205,Submersion/Suffocation/Foreign Body,150
2009,301205,Other Accidents,261
2009,301205,Adverse Effects of Drugs,1906
2009,301205,Self-Inflicted,75
2009,301205,Inflicted by Others,33
2009,301205,Undetermined,16
2009,301205,Late Effects of Injury,78
2009,301209,Rail & Motor Vehicles,7
2009,301209,Other Vehicle/Transport,7
2009,301209,Accidental Poisoning,27
2009,301209,Misadventures/Complications,7
2009,301209,Accidental Falls,247
2009,301209,Fire Accidents,4
2009,301209,Natural/Environment,7
2009,301209,Submersion/Suffocation/Foreign Body,15
2009,301209,Other Accidents,86
2009,301209,Adverse Effects of Drugs,170
2009,301209,Self-Inflicted,78
2009,301209,Inflicted by Others,4
2009,301209,Undetermined,47
2009,301209,Late Effects of Injury,5
2009,301234,Rail & Motor Vehicles,23
2009,301234,Other Vehicle/Transport,2
2009,301234,Accidental Poisoning,18
2009,301234,Misadventures/Complications,92
2009,301234,Accidental Falls,146
2009,301234,Fire Accidents,1
2009,301234,Natural/Environment,7
2009,301234,Submersion/Suffocation/Foreign Body,5
2009,301234,Other Accidents,35
2009,301234,Adverse Effects of Drugs,92
2009,301234,Self-Inflicted,24
2009,301234,Inflicted by Others,3
2009,301234,Undetermined,14
2009,301234,Late Effects of Injury,1
2009,301248,Rail & Motor Vehicles,30
2009,301248,Other Vehicle/Transport,10
2009,301248,Accidental Poisoning,30
2009,301248,Misadventures/Complications,458
2009,301248,Accidental Falls,440
2009,301248,Fire Accidents,1
2009,301248,Natural/Environment,16
2009,301248,Submersion/Suffocation/Foreign Body,19
2009,301248,Other Accidents,67
2009,301248,Adverse Effects of Drugs,596
2009,301248,Self-Inflicted,48
2009,301248,Inflicted by Others,10
2009,301248,Undetermined,1
2009,301248,Late Effects of Injury,33
2009,301258,Rail & Motor Vehicles,8
2009,301258,Other Vehicle/Transport,1
2009,301258,Accidental Poisoning,10
2009,301258,Misadventures/Complications,118
2009,301258,Accidental Falls,134
2009,301258,Natural/Environment,9
2009,301258,Submersion/Suffocation/Foreign Body,10
2009,301258,Other Accidents,86
2009,301258,Adverse Effects of Drugs,114
2009,301258,Self-Inflicted,18
2009,301258,Inflicted by Others,9
2009,301258,Undetermined,8
2009,301258,Late Effects of Injury,12
2009,301262,Rail & Motor Vehicles,396
2009,301262,Other Vehicle/Transport,81
2009,301262,Accidental Poisoning,89
2009,301262,Misadventures/Complications,481
2009,301262,Accidental Falls,1002
2009,301262,Fire Accidents,2
2009,301262,Natural/Environment,33
2009,301262,Submersion/Suffocation/Foreign Body,26
2009,301262,Other Accidents,224
2009,301262,Adverse Effects of Drugs,1192
2009,301262,Self-Inflicted,131
2009,301262,Inflicted by Others,66
2009,301262,Undetermined,33
2009,301262,Late Effects of Injury,88
2009,301279,Rail & Motor Vehicles,781
2009,301279,Other Vehicle/Transport,64
2009,301279,Accidental Poisoning,37
2009,301279,Misadventures/Complications,131
2009,301279,Accidental Falls,523
2009,301279,Fire Accidents,59
2009,301279,Natural/Environment,17
2009,301279,Submersion/Suffocation/Foreign Body,30
2009,301279,Other Accidents,352
2009,301279,Adverse Effects of Drugs,1101
2009,301279,Self-Inflicted,157
2009,301279,Inflicted by Others,270
2009,301279,Undetermined,34
2009,301279,Late Effects of Injury,167
2009,301283,Rail & Motor Vehicles,21
2009,301283,Other Vehicle/Transport,1
2009,301283,Accidental Poisoning,30
2009,301283,Misadventures/Complications,75
2009,301283,Accidental Falls,200
2009,301283,Natural/Environment,9
2009,301283,Submersion/Suffocation/Foreign Body,18
2009,301283,Other Accidents,55
2009,301283,Adverse Effects of Drugs,224
2009,301283,Self-Inflicted,16
2009,301283,Inflicted by Others,5
2009,301283,Undetermined,3
2009,301283,Late Effects of Injury,28
2009,301297,Rail & Motor Vehicles,16
2009,301297,Other Vehicle/Transport,7
2009,301297,Accidental Poisoning,30
2009,301297,Misadventures/Complications,215
2009,301297,Accidental Falls,260
2009,301297,Natural/Environment,5
2009,301297,Submersion/Suffocation/Foreign Body,5
2009,301297,Other Accidents,49
2009,301297,Adverse Effects of Drugs,203
2009,301297,Self-Inflicted,21
2009,301297,Inflicted by Others,2
2009,301297,Undetermined,2
2009,301297,Late Effects of Injury,14
2009,301304,Rail & Motor Vehicles,1
2009,301304,Accidental Falls,1
2009,301304,Undetermined,1
2009,301304,Late Effects of Injury,1
2009,301317,Rail & Motor Vehicles,41
2009,301317,Other Vehicle/Transport,15
2009,301317,Accidental Poisoning,77
2009,301317,Misadventures/Complications,1066
2009,301317,Accidental Falls,1019
2009,301317,Fire Accidents,1
2009,301317,Natural/Environment,23
2009,301317,Submersion/Suffocation/Foreign Body,36
2009,301317,Other Accidents,198
2009,301317,Adverse Effects of Drugs,935
2009,301317,Self-Inflicted,65
2009,301317,Inflicted by Others,10
2009,301317,Undetermined,36
2009,301317,Late Effects of Injury,35
2009,301337,Rail & Motor Vehicles,8
2009,301337,Other Vehicle/Transport,1
2009,301337,Accidental Poisoning,27
2009,301337,Misadventures/Complications,148
2009,301337,Accidental Falls,170
2009,301337,Fire Accidents,1
2009,301337,Natural/Environment,7
2009,301337,Submersion/Suffocation/Foreign Body,8
2009,301337,Other Accidents,56
2009,301337,Adverse Effects of Drugs,146
2009,301337,Self-Inflicted,87
2009,301337,Inflicted by Others,4
2009,301337,Undetermined,21
2009,301337,Late Effects of Injury,10
2009,301340,Rail & Motor Vehicles,22
2009,301340,Other Vehicle/Transport,11
2009,301340,Accidental Poisoning,30
2009,301340,Misadventures/Complications,155
2009,301340,Accidental Falls,599
2009,301340,Fire Accidents,1
2009,301340,Natural/Environment,12
2009,301340,Submersion/Suffocation/Foreign Body,20
2009,301340,Other Accidents,179
2009,301340,Adverse Effects of Drugs,1567
2009,301340,Self-Inflicted,158
2009,301340,Inflicted by Others,16
2009,301340,Undetermined,11
2009,301340,Late Effects of Injury,67
2009,301342,Rail & Motor Vehicles,33
2009,301342,Other Vehicle/Transport,11
2009,301342,Accidental Poisoning,54
2009,301342,Misadventures/Complications,136
2009,301342,Accidental Falls,712
2009,301342,Fire Accidents,4
2009,301342,Natural/Environment,26
2009,301342,Submersion/Suffocation/Foreign Body,21
2009,301342,Other Accidents,130
2009,301342,Adverse Effects of Drugs,1216
2009,301342,Self-Inflicted,31
2009,301342,Inflicted by Others,15
2009,301342,Undetermined,18
2009,301342,Late Effects of Injury,68
2009,301357,Other Accidents,1
2009,301357,Adverse Effects of Drugs,1
2009,301379,Rail & Motor Vehicles,22
2009,301379,Other Vehicle/Transport,4
2009,301379,Accidental Poisoning,75
2009,301379,Misadventures/Complications,6
2009,301379,Accidental Falls,318
2009,301379,Fire Accidents,1
2009,301379,Natural/Environment,5
2009,301379,Submersion/Suffocation/Foreign Body,31
2009,301379,Other Accidents,144
2009,301379,Adverse Effects of Drugs,404
2009,301379,Self-Inflicted,53
2009,301379,Inflicted by Others,11
2009,301379,Undetermined,10
2009,301379,Late Effects of Injury,28
2009,301380,Accidental Poisoning,1
2009,301380,Misadventures/Complications,137
2009,301380,Accidental Falls,3
2009,301380,Fire Accidents,1
2009,301380,Other Accidents,3
2009,301380,Adverse Effects of Drugs,49
2009,301380,Undetermined,1
2009,301380,Late Effects of Injury,11
2009,301566,Rail & Motor Vehicles,684
2009,301566,Other Vehicle/Transport,48
2009,301566,Accidental Poisoning,44
2009,301566,Misadventures/Complications,54
2009,301566,Accidental Falls,470
2009,301566,Fire Accidents,7
2009,301566,Natural/Environment,14
2009,301566,Submersion/Suffocation/Foreign Body,25
2009,301566,Other Accidents,237
2009,301566,Adverse Effects of Drugs,584
2009,301566,Self-Inflicted,78
2009,301566,Inflicted by Others,166
2009,301566,Undetermined,19
2009,301566,Late Effects of Injury,9
2009,304045,Rail & Motor Vehicles,1
2009,304045,Misadventures/Complications,4
2009,304045,Accidental Falls,16
2009,304045,Other Accidents,1
2009,304045,Adverse Effects of Drugs,9
2009,304079,Rail & Motor Vehicles,44
2009,304079,Other Vehicle/Transport,3
2009,304079,Accidental Falls,149
2009,304079,Other Accidents,5
2009,304079,Adverse Effects of Drugs,1
2009,304079,Inflicted by Others,1
2009,304113,Rail & Motor Vehicles,40
2009,304113,Other Vehicle/Transport,27
2009,304113,Accidental Poisoning,27
2009,304113,Misadventures/Complications,16
2009,304113,Accidental Falls,105
2009,304113,Fire Accidents,1
2009,304113,Natural/Environment,7
2009,304113,Submersion/Suffocation/Foreign Body,22
2009,304113,Other Accidents,55
2009,304113,Adverse Effects of Drugs,23
2009,304113,Self-Inflicted,15
2009,304113,Inflicted by Others,8
2009,304113,Undetermined,10
2009,304113,Late Effects of Injury,4
2009,310791,Rail & Motor Vehicles,14
2009,310791,Other Vehicle/Transport,7
2009,310791,Accidental Poisoning,56
2009,310791,Misadventures/Complications,17
2009,310791,Accidental Falls,231
2009,310791,Natural/Environment,9
2009,310791,Submersion/Suffocation/Foreign Body,5
2009,310791,Other Accidents,31
2009,310791,Adverse Effects of Drugs,401
2009,310791,Self-Inflicted,22
2009,310791,Late Effects of Injury,29
2009,311000,Rail & Motor Vehicles,437
2009,311000,Other Vehicle/Transport,63
2009,311000,Accidental Poisoning,97
2009,311000,Misadventures/Complications,35
2009,311000,Accidental Falls,717
2009,311000,Fire Accidents,3
2009,311000,Natural/Environment,28
2009,311000,Submersion/Suffocation/Foreign Body,8
2009,311000,Other Accidents,173
2009,311000,Adverse Effects of Drugs,980
2009,311000,Self-Inflicted,81
2009,311000,Inflicted by Others,54
2009,311000,Undetermined,15
2009,311000,Late Effects of Injury,265
2009,320859,Rail & Motor Vehicles,4
2009,320859,Other Vehicle/Transport,1
2009,320859,Accidental Poisoning,6
2009,320859,Misadventures/Complications,20
2009,320859,Accidental Falls,22
2009,320859,Fire Accidents,1
2009,320859,Natural/Environment,2
2009,320859,Other Accidents,4
2009,320859,Adverse Effects of Drugs,26
2009,320859,Self-Inflicted,4
2009,320859,Late Effects of Injury,11
2009,320986,Other Vehicle/Transport,4
2009,320986,Accidental Poisoning,10
2009,320986,Misadventures/Complications,13
2009,320986,Accidental Falls,15
2009,320986,Natural/Environment,3
2009,320986,Submersion/Suffocation/Foreign Body,2
2009,320986,Other Accidents,6
2009,320986,Adverse Effects of Drugs,2
2009,320986,Late Effects of Injury,1
2009,321016,Other Vehicle/Transport,1
2009,321016,Accidental Poisoning,4
2009,321016,Misadventures/Complications,1
2009,321016,Accidental Falls,4
2009,321016,Other Accidents,1
2009,321016,Adverse Effects of Drugs,34
2009,321016,Undetermined,1
2009,321016,Late Effects of Injury,3
2009,331152,Rail & Motor Vehicles,19
2009,331152,Other Vehicle/Transport,5
2009,331152,Accidental Poisoning,20
2009,331152,Misadventures/Complications,316
2009,331152,Accidental Falls,250
2009,331152,Fire Accidents,1
2009,331152,Natural/Environment,5
2009,331152,Submersion/Suffocation/Foreign Body,10
2009,331152,Other Accidents,54
2009,331152,Adverse Effects of Drugs,321
2009,331152,Self-Inflicted,35
2009,331152,Inflicted by Others,4
2009,331152,Undetermined,13
2009,331152,Late Effects of Injury,54
2009,331164,Rail & Motor Vehicles,465
2009,331164,Other Vehicle/Transport,28
2009,331164,Accidental Poisoning,84
2009,331164,Misadventures/Complications,807
2009,331164,Accidental Falls,708
2009,331164,Fire Accidents,2
2009,331164,Natural/Environment,39
2009,331164,Submersion/Suffocation/Foreign Body,28
2009,331164,Other Accidents,162
2009,331164,Adverse Effects of Drugs,758
2009,331164,Self-Inflicted,63
2009,331164,Inflicted by Others,77
2009,331164,Undetermined,31
2009,331164,Late Effects of Injury,58
2009,331168,Rail & Motor Vehicles,49
2009,331168,Other Vehicle/Transport,16
2009,331168,Accidental Poisoning,88
2009,331168,Misadventures/Complications,50
2009,331168,Accidental Falls,876
2009,331168,Fire Accidents,1
2009,331168,Natural/Environment,25
2009,331168,Submersion/Suffocation/Foreign Body,44
2009,331168,Other Accidents,135
