Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Principal_Procedure_Group,Count
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Cardiovascular,2055
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Blood/Lymph Organs,97
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Digestive,2205
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Urinary,216
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Male Reproductive Organs,531
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Female Reproductive Organs,572
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,OB Procedures,2411
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Musculoskeletal,1995
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Skin,371
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Diagnostic/Therapeutic,2886
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Other Interventions,147
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Nervous System,3
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Eye,1
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Nose/Mouth/Pharynx,1
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Respiratory,2
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Cardiovascular,6
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Digestive,11
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Urinary,1
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Musculoskeletal,1
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Skin,1
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Diagnostic/Therapeutic,35
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Nervous System,244
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Endocrine System,14
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Eye,16
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Ear,5
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Nose/Mouth/Pharynx,47
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Respiratory,234
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Cardiovascular,1478
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Blood/Lymph Organs,23
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Digestive,1209
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Urinary,207
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Male Reproductive Organs,65
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Female Reproductive Organs,173
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,OB Procedures,594
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Musculoskeletal,603
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Skin,229
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Diagnostic/Therapeutic,1163
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Other Interventions,24
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Nervous System,13
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Endocrine System,1
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,1
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Respiratory,16
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Cardiovascular,14
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Blood/Lymph Organs,2
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Digestive,55
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Urinary,14
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Male Reproductive Organs,37
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Female Reproductive Organs,42
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,OB Procedures,127
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Musculoskeletal,110
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Skin,5
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,84
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Other Interventions,1
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Nervous System,323
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Endocrine System,99
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Eye,3
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Ear,1
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,54
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Respiratory,309
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Cardiovascular,1432
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Blood/Lymph Organs,107
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Digestive,1924
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Urinary,147
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Male Reproductive Organs,882
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Female Reproductive Organs,636
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,OB Procedures,4478
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Musculoskeletal,1420
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Skin,241
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,3245
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Other Interventions,120
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Nervous System,375
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Endocrine System,116
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Eye,15
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Ear,8
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Nose/Mouth/Pharynx,55
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Respiratory,317
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Cardiovascular,1385
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Blood/Lymph Organs,89
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Digestive,1829
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Urinary,154
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Male Reproductive Organs,1116
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Female Reproductive Organs,603
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,OB Procedures,3633
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Musculoskeletal,1558
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Skin,204
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Diagnostic/Therapeutic,1762
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Other Interventions,106
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Nervous System,211
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Endocrine System,52
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Eye,2
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Ear,4
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,37
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Respiratory,221
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Cardiovascular,1279
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Blood/Lymph Organs,35
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Digestive,1355
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Urinary,76
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Male Reproductive Organs,139
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Female Reproductive Organs,311
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,OB Procedures,3576
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Musculoskeletal,780
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Skin,147
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,4715
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Other Interventions,15
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Nervous System,471
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Endocrine System,73
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Eye,29
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Ear,17
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Nose/Mouth/Pharynx,155
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Respiratory,290
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Cardiovascular,1344
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Blood/Lymph Organs,72
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Digestive,1846
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Urinary,265
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Male Reproductive Organs,69
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Female Reproductive Organs,537
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,OB Procedures,4889
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Musculoskeletal,1061
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Skin,665
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Diagnostic/Therapeutic,1823
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Other Interventions,7
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Nervous System,1242
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Endocrine System,228
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Eye,46
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Ear,25
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,212
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Respiratory,748
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Cardiovascular,3110
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Blood/Lymph Organs,552
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Digestive,2850
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Urinary,681
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Male Reproductive Organs,318
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Female Reproductive Organs,630
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,OB Procedures,10
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Musculoskeletal,3231
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Skin,621
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,3353
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Other Interventions,388
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Nervous System,212
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Endocrine System,53
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Eye,1
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,40
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Respiratory,117
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Cardiovascular,651
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Blood/Lymph Organs,59
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Digestive,1260
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Urinary,229
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Male Reproductive Organs,575
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Female Reproductive Organs,329
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,OB Procedures,2049
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Musculoskeletal,1348
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Skin,230
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,4444
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Other Interventions,33
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Nervous System,929
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Endocrine System,21
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Eye,16
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Ear,21
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,331
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Respiratory,214
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Cardiovascular,902
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Blood/Lymph Organs,96
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Digestive,637
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Urinary,182
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Male Reproductive Organs,555
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Female Reproductive Organs,91
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,OB Procedures,4587
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Musculoskeletal,344
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Skin,107
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,5070
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Other Interventions,34
2009,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Investor,SANTA CLARA,Diagnostic/Therapeutic,16
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Nervous System,30
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Eye,1
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Ear,2
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,2
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Respiratory,30
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Cardiovascular,129
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Blood/Lymph Organs,8
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Digestive,429
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Urinary,29
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Male Reproductive Organs,32
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Female Reproductive Organs,78
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,OB Procedures,691
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Musculoskeletal,220
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Skin,77
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,449
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Other Interventions,1
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Nervous System,223
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Endocrine System,95
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Eye,14
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Ear,20
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Nose/Mouth/Pharynx,114
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Respiratory,462
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Cardiovascular,3718
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Blood/Lymph Organs,156
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Digestive,2033
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Urinary,299
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Male Reproductive Organs,842
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Female Reproductive Organs,634
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,OB Procedures,4010
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Musculoskeletal,1394
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Skin,339
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Diagnostic/Therapeutic,5464
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Other Interventions,61
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Nervous System,335
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Endocrine System,29
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Eye,4
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Ear,2
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Nose/Mouth/Pharynx,67
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Respiratory,183
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Cardiovascular,1115
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Blood/Lymph Organs,41
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Digestive,1129
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Urinary,168
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Male Reproductive Organs,105
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Female Reproductive Organs,357
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,OB Procedures,1003
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Musculoskeletal,1007
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Skin,215
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Diagnostic/Therapeutic,3123
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Other Interventions,17
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Nervous System,9
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Endocrine System,50
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Ear,1
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Nose/Mouth/Pharynx,9
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Respiratory,1
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Cardiovascular,12
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Blood/Lymph Organs,5
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Digestive,181
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Urinary,31
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Male Reproductive Organs,10
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Female Reproductive Organs,178
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,OB Procedures,1001
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Musculoskeletal,245
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Skin,83
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Diagnostic/Therapeutic,51
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Other Interventions,1
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Nervous System,107
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Endocrine System,4
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Nose/Mouth/Pharynx,3
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Respiratory,39
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Cardiovascular,331
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Blood/Lymph Organs,3
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Digestive,635
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Urinary,97
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Male Reproductive Organs,15
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Female Reproductive Organs,115
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,OB Procedures,1496
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Musculoskeletal,521
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Skin,85
