Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Admission_Type,Count
2010,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Unscheduled,13652
2010,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,"Infant, under 24 hrs old",2688
2010,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Unknown,40
2010,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Scheduled,1172
2010,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Unscheduled,5202
2010,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,"Infant, under 24 hrs old",1430
2010,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Unknown,1
2010,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Scheduled,12
2010,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Unscheduled,480
2010,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Scheduled,737
2010,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Unscheduled,3208
2010,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,"Infant, under 24 hrs old",421
2010,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Scheduled,12
2010,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Unscheduled,4279
2010,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Unscheduled,4429
2010,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Scheduled,1085
2010,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Scheduled,1024
2010,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Unscheduled,6062
2010,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,"Infant, under 24 hrs old",474
2010,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Scheduled,824
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Scheduled,1734
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Unscheduled,22039
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,"Infant, under 24 hrs old",3351
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Unknown,1
2010,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Scheduled,1386
2010,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Unscheduled,7932
2010,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Unknown,3
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Scheduled,3445
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Unscheduled,9956
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",322
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Unknown,10
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Scheduled,2139
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Unscheduled,1140
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Unknown,12
2010,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Scheduled,8423
2010,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Unscheduled,20440
2010,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",8625
2010,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Unknown,6
2010,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Scheduled,1444
2010,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Unscheduled,1478
2010,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,"Infant, under 24 hrs old",441
2010,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Unknown,2
2010,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Scheduled,5151
2010,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Unscheduled,23008
2010,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",3621
2010,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Unknown,12
2010,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Scheduled,626
2010,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Scheduled,5296
2010,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Unscheduled,22475
2010,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",4268
2010,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Unknown,3
2010,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Scheduled,4358
2010,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Unscheduled,27909
2010,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",4113
2010,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Unknown,1
2010,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Scheduled,24
2010,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Unscheduled,5411
2010,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Scheduled,45
2010,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Unscheduled,2228
2010,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Scheduled,3815
2010,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Unscheduled,16811
2010,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,"Infant, under 24 hrs old",3741
2010,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Unknown,2
2010,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Scheduled,144
2010,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Unscheduled,9580
2010,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,"Infant, under 24 hrs old",1244
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Scheduled,6978
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Unscheduled,9918
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",4013
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Unknown,1
2010,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Scheduled,3168
2010,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Unscheduled,13095
2010,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,"Infant, under 24 hrs old",2900
2010,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Unknown,6
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Scheduled,7483
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Unscheduled,16622
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,"Infant, under 24 hrs old",2552
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Scheduled,567
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Unscheduled,1310
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Scheduled,3042
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Unscheduled,12102
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",3209
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Unknown,24
2010,370977,POMERADO HOSPITAL,District,SAN DIEGO,Scheduled,2392
2010,370977,POMERADO HOSPITAL,District,SAN DIEGO,Unscheduled,4787
2010,370977,POMERADO HOSPITAL,District,SAN DIEGO,"Infant, under 24 hrs old",1091
2010,370977,POMERADO HOSPITAL,District,SAN DIEGO,Unknown,1
2010,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Scheduled,5989
2010,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Unscheduled,6017
2010,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Scheduled,2344
2010,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Unscheduled,7394
2010,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,"Infant, under 24 hrs old",1912
2010,374024,AURORA SAN DIEGO,Investor,SAN DIEGO,Unscheduled,2914
2010,374049,SHARP VISTA PACIFICA,Non-Profit,SAN DIEGO,Scheduled,213
2010,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Scheduled,88
2010,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Unscheduled,2023
2010,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,"Infant, under 24 hrs old",1
2010,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Unknown,2
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Scheduled,3
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Unscheduled,870
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Scheduled,828
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Scheduled,658
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Scheduled,3979
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Unscheduled,9032
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,"Infant, under 24 hrs old",2703
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Scheduled,926
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Unscheduled,95
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Unknown,24
2010,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Scheduled,26
2010,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Unscheduled,721
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Scheduled,7897
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Unscheduled,18842
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,"Infant, under 24 hrs old",5567
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Unknown,2
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Scheduled,2156
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Unscheduled,13008
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,"Infant, under 24 hrs old",1196
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Scheduled,1263
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Unscheduled,5303
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,"Infant, under 24 hrs old",1
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Scheduled,901
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Unscheduled,3294
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,"Infant, under 24 hrs old",912
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Scheduled,3330
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Unscheduled,3536
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Scheduled,10589
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Unscheduled,17595
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,"Infant, under 24 hrs old",1898
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Unknown,2
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Scheduled,175
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Unscheduled,1761
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Scheduled,1585
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Unscheduled,7833
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,"Infant, under 24 hrs old",1691
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Scheduled,1084
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Unscheduled,6823
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,"Infant, under 24 hrs old",1184
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Scheduled,978
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Unscheduled,7336
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,"Infant, under 24 hrs old",2416
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Unknown,2
2010,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Scheduled,4143
2010,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Unscheduled,12909
2010,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,"Infant, under 24 hrs old",2164
2010,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Unknown,1
2010,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Scheduled,367
2010,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Unscheduled,3602
2010,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,"Infant, under 24 hrs old",685
2010,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Non-Profit,SAN JOAQUIN,Unscheduled,1488
2010,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Scheduled,308
2010,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Unscheduled,3199
2010,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,"Infant, under 24 hrs old",773
2010,394003,SAN JOAQUIN COUNTY P.H.F.,City/County,SAN JOAQUIN,Unscheduled,1402
2010,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Scheduled,2077
2010,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Unscheduled,7590
2010,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,"Infant, under 24 hrs old",2232
2010,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Scheduled,692
2010,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Unscheduled,2172
2010,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Unknown,1
2010,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Scheduled,1456
2010,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Unscheduled,3104
2010,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,"Infant, under 24 hrs old",749
2010,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Unknown,15
2010,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Scheduled,1029
2010,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Unscheduled,4777
2010,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,"Infant, under 24 hrs old",1319
2010,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Scheduled,212
2010,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Unscheduled,5697
2010,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,"Infant, under 24 hrs old",809
2010,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,City/County,SAN LUIS OBISPO,Unscheduled,1319
2010,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Scheduled,712
2010,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Unscheduled,3236
2010,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Unknown,41
2010,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Scheduled,1998
2010,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Unscheduled,5420
2010,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,"Infant, under 24 hrs old",1318
2010,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Scheduled,1210
2010,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Unscheduled,4690
2010,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Scheduled,2262
2010,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Unscheduled,6073
2010,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,"Infant, under 24 hrs old",692
2010,410828,SETON MEDICAL CENTER - COASTSIDE,Non-Profit,SAN MATEO,Scheduled,62
2010,410828,SETON MEDICAL CENTER - COASTSIDE,Non-Profit,SAN MATEO,Unscheduled,1
2010,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Scheduled,4687
2010,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Unscheduled,8966
2010,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,"Infant, under 24 hrs old",1820
2010,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Unknown,4
2010,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Scheduled,1604
2010,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Unscheduled,5926
2010,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,"Infant, under 24 hrs old",1619
2010,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Unknown,1
2010,414018,MENLO PARK SURGICAL HOSPITAL,Non-Profit,SAN MATEO,Scheduled,413
2010,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Scheduled,799
2010,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Unscheduled,837
2010,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Scheduled,718
2010,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Unscheduled,1866
2010,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,"Infant, under 24 hrs old",346
2010,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Scheduled,2192
2010,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Unscheduled,8035
2010,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,"Infant, under 24 hrs old",2696
2010,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Unknown,2
2010,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Scheduled,6726
2010,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Unscheduled,11679
2010,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,"Infant, under 24 hrs old",2461
2010,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Scheduled,21
2010,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Unscheduled,296
2010,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Scheduled,17
2010,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Unscheduled,495
2010,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Unknown,1
2010,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Scheduled,499
2010,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Unscheduled,9412
2010,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,"Infant, under 24 hrs old",434
2010,430763,EL CAMINO HOSPITAL,District,SANTA CLARA,Scheduled,7798
2010,430763,EL CAMINO HOSPITAL,District,SANTA CLARA,Unscheduled,11018
2010,430763,EL CAMINO HOSPITAL,District,SANTA CLARA,"Infant, under 24 hrs old",4773
2010,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Scheduled,7240
2010,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Unscheduled,8973
2010,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,"Infant, under 24 hrs old",3349
2010,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Scheduled,3377
2010,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Unscheduled,9507
2010,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,"Infant, under 24 hrs old",3319
2010,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Unknown,1
2010,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Scheduled,3576
2010,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Unscheduled,19085
2010,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,"Infant, under 24 hrs old",4548
2010,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Scheduled,10110
2010,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Unscheduled,14232
2010,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Scheduled,2463
2010,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Unscheduled,9372
2010,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,"Infant, under 24 hrs old",1889
2010,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Unknown,1
2010,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Scheduled,3572
2010,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Unscheduled,7925
2010,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,"Infant, under 24 hrs old",4922
2010,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Unknown,3
2010,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Investor,SANTA CLARA,Scheduled,19
2010,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Scheduled,448
2010,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Unscheduled,3066
2010,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,"Infant, under 24 hrs old",682
2010,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Scheduled,6246
2010,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Unscheduled,15401
2010,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,"Infant, under 24 hrs old",4010
2010,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,Non-Profit,SANTA CLARA,Unscheduled,113
2010,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Scheduled,3154
2010,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Unscheduled,9270
2010,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,"Infant, under 24 hrs old",944
2010,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Unknown,1
2010,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Scheduled,1517
2010,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Unscheduled,140
2010,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,"Infant, under 24 hrs old",944
2010,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Scheduled,599
2010,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Unscheduled,4611
2010,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,"Infant, under 24 hrs old",1487
2010,450936,MAYERS MEMORIAL HOSPITAL,District,SHASTA,Scheduled,46
