Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Admission_Source_Route,Count
2009,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Your Emergency Room,8636
2009,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),12468
2009,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Your Emergency Room,12054
2009,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),6265
2009,331194,HEMET VALLEY MEDICAL CENTER,District,RIVERSIDE,Your Emergency Room,8671
2009,331194,HEMET VALLEY MEDICAL CENTER,District,RIVERSIDE,Not Your Emergency Room (or No ER),4424
2009,331194,HEMET VALLEY MEDICAL CENTER,District,RIVERSIDE,Unknown,5
2009,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Your Emergency Room,4240
2009,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),7600
2009,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),937
2009,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Your Emergency Room,1013
2009,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Not Your Emergency Room (or No ER),704
2009,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Your Emergency Room,4260
2009,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),6155
2009,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Your Emergency Room,10565
2009,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),12130
2009,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Your Emergency Room,3018
2009,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Not Your Emergency Room (or No ER),1305
2009,332172,KINDRED HOSPITAL RIVERSIDE,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),380
2009,334018,MENIFEE VALLEY MEDICAL CENTER,District,RIVERSIDE,Your Emergency Room,3775
2009,334018,MENIFEE VALLEY MEDICAL CENTER,District,RIVERSIDE,Not Your Emergency Room (or No ER),337
2009,334018,MENIFEE VALLEY MEDICAL CENTER,District,RIVERSIDE,Unknown,1
2009,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Your Emergency Room,5919
2009,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),13333
2009,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Your Emergency Room,2865
2009,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),4045
2009,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Your Emergency Room,11555
2009,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),11426
2009,334457,OASIS PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),732
2009,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Your Emergency Room,13067
2009,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Not Your Emergency Room (or No ER),10151
2009,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,Non-Profit,SACRAMENTO,Your Emergency Room,16329
2009,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),19625
2009,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,Non-Profit,SACRAMENTO,Unknown,1
2009,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,6788
2009,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),14497
2009,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Unknown,1
2009,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,11379
2009,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),9235
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Your Emergency Room,5204
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),4958
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Unknown,9
2009,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Your Emergency Room,14199
2009,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Not Your Emergency Room (or No ER),16470
2009,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,6754
2009,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),5588
2009,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,4132
2009,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),18337
2009,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Unknown,2
2009,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Your Emergency Room,6473
2009,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),7625
2009,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),3216
2009,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Your Emergency Room,1
2009,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Not Your Emergency Room (or No ER),1741
2009,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),2344
2009,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),2689
2009,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Your Emergency Room,3044
2009,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),2581
2009,344035,KINDRED HOSPITAL - SACRAMENTO,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),314
2009,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),1216
2009,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Your Emergency Room,1561
2009,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Not Your Emergency Room (or No ER),1562
2009,361105,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Your Emergency Room,2273
2009,361105,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),580
2009,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Your Emergency Room,397
2009,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Not Your Emergency Room (or No ER),23
2009,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Your Emergency Room,6247
2009,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),59
2009,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Investor,SAN BERNARDINO,Your Emergency Room,2935
2009,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),2732
2009,361223,KAISER FND HOSP - FONTANA,Non-Profit,SAN BERNARDINO,Your Emergency Room,13665
2009,361223,KAISER FND HOSP - FONTANA,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),16879
2009,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Your Emergency Room,13079
2009,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),19968
2009,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Your Emergency Room,215
2009,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Not Your Emergency Room (or No ER),210
2009,361274,KINDRED HOSPITAL ONTARIO,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),1077
2009,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Your Emergency Room,6302
2009,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),8799
2009,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Your Emergency Room,10707
2009,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),7152
2009,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Your Emergency Room,5068
2009,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),8173
2009,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Your Emergency Room,7791
2009,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),11492
2009,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Your Emergency Room,10682
2009,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),7902
2009,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Your Emergency Room,3217
2009,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Not Your Emergency Room (or No ER),4770
2009,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Your Emergency Room,530
2009,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Not Your Emergency Room (or No ER),45
2009,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Your Emergency Room,2591
2009,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Not Your Emergency Room (or No ER),1731
2009,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Not Your Emergency Room (or No ER),4428
2009,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),4063
2009,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),971
2009,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Your Emergency Room,5511
2009,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),905
2009,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Not Your Emergency Room (or No ER),770
2009,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Your Emergency Room,18580
2009,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Not Your Emergency Room (or No ER),8749
2009,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Your Emergency Room,5886
2009,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),3447
2009,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Your Emergency Room,6098
2009,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),8594
2009,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Unknown,1
2009,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Your Emergency Room,1111
2009,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),1749
2009,370693,SHARP CABRILLO HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),133
2009,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Your Emergency Room,11859
2009,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),9619
2009,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Your Emergency Room,17
2009,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),15716
2009,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Your Emergency Room,1579
2009,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),1775
2009,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Your Emergency Room,18455
2009,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),12000
2009,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),505
2009,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Your Emergency Room,15622
2009,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),16869
2009,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Your Emergency Room,19298
2009,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),15457
2009,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Your Emergency Room,4
2009,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),5401
2009,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),2217
2009,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Your Emergency Room,11121
2009,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Not Your Emergency Room (or No ER),13350
2009,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Your Emergency Room,7348
2009,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),4277
2009,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Your Emergency Room,6646
2009,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),14479
2009,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Your Emergency Room,10633
2009,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Not Your Emergency Room (or No ER),9220
2009,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Unknown,2
2009,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Your Emergency Room,9701
2009,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Not Your Emergency Room (or No ER),15715
2009,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),1877
2009,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Your Emergency Room,8667
2009,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),9690
2009,370977,POMERADO HOSPITAL,District,SAN DIEGO,Your Emergency Room,3540
2009,370977,POMERADO HOSPITAL,District,SAN DIEGO,Not Your Emergency Room (or No ER),4760
2009,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),11937
2009,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Your Emergency Room,5185
2009,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),6509
2009,374024,AURORA SAN DIEGO,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),2861
2009,374049,SHARP VISTA PACIFICA,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),213
2009,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Not Your Emergency Room (or No ER),1716
2009,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Not Your Emergency Room (or No ER),914
2009,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Not Your Emergency Room (or No ER),778
2009,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),544
2009,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Your Emergency Room,4917
2009,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),10414
2009,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Not Your Emergency Room (or No ER),861
2009,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Not Your Emergency Room (or No ER),687
2009,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Your Emergency Room,9788
2009,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),23588
2009,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Your Emergency Room,9699
2009,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Not Your Emergency Room (or No ER),6368
2009,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Your Emergency Room,3518
2009,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),2471
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Your Emergency Room,2339
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),3116
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Your Emergency Room,3176
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),3726
2009,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Your Emergency Room,8131
2009,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Not Your Emergency Room (or No ER),22423
2009,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Your Emergency Room,1441
2009,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Not Your Emergency Room (or No ER),602
2009,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Your Emergency Room,5121
2009,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),7245
2009,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Your Emergency Room,5279
2009,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),4157
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Your Emergency Room,4109
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Not Your Emergency Room (or No ER),6593
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Your Emergency Room,8788
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),10321
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Unknown,3
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Your Emergency Room,2279
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),2614
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),1439
2009,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Your Emergency Room,1686
2009,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Not Your Emergency Room (or No ER),2609
2009,394003,SAN JOAQUIN COUNTY P.H.F.,City/County,SAN JOAQUIN,Not Your Emergency Room (or No ER),1149
2009,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Your Emergency Room,4602
2009,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Not Your Emergency Room (or No ER),6958
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Your Emergency Room,1987
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Not Your Emergency Room (or No ER),803
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Your Emergency Room,2165
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Not Your Emergency Room (or No ER),3386
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Your Emergency Room,2674
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Not Your Emergency Room (or No ER),4263
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Your Emergency Room,3966
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Not Your Emergency Room (or No ER),2472
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,City/County,SAN LUIS OBISPO,Not Your Emergency Room (or No ER),1139
2009,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Your Emergency Room,2906
2009,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Not Your Emergency Room (or No ER),1188
2009,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Your Emergency Room,2922
2009,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),5588
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Your Emergency Room,4055
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),1779
2009,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Your Emergency Room,5319
2009,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),4907
2009,410828,SETON MEDICAL CENTER - COASTSIDE,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),83
2009,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Your Emergency Room,7991
2009,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),8365
2009,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Unknown,2
2009,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Your Emergency Room,2982
2009,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),6379
2009,414018,MENLO PARK SURGICAL HOSPITAL,Non-Profit,SAN MATEO,Not Your Emergency Room (or No ER),462
2009,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Your Emergency Room,600
2009,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Not Your Emergency Room (or No ER),921
2009,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Your Emergency Room,1557
2009,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Not Your Emergency Room (or No ER),1520
2009,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Your Emergency Room,5805
2009,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Not Your Emergency Room (or No ER),7763
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Your Emergency Room,7574
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Not Your Emergency Room (or No ER),13911
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Your Emergency Room,210
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Not Your Emergency Room (or No ER),90
2009,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Not Your Emergency Room (or No ER),420
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Your Emergency Room,9418
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Not Your Emergency Room (or No ER),1619
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Unknown,6
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Your Emergency Room,319
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Not Your Emergency Room (or No ER),490
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Your Emergency Room,7633
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Not Your Emergency Room (or No ER),13916
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Your Emergency Room,8406
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Not Your Emergency Room (or No ER),12756
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Your Emergency Room,6684
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Not Your Emergency Room (or No ER),10610
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Your Emergency Room,11077
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Not Your Emergency Room (or No ER),16847
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Your Emergency Room,8878
